Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Boost (PSI),Calculated Load (g/rev),Coolant Temp (° F),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),TGV Map Ratio (mult),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-14227][2017 USDM WRX STI COBB Custom Features][Reflash: Stage1 93 v342 Boost Select.ptm - Realtime: Stage1 93 v342 Boost Select.ptm]
0.000,0.00,-3.12,14.47,0.0,-9.48,0.30,160,1.000,0.00,0.00,12.50,1.49,86,3.79,1.30,776,6.10,0.000,-3.85,4,0.00,0
0.115,0.00,-3.12,14.47,0.0,-9.50,0.30,160,1.000,0.00,0.00,12.50,1.50,86,3.79,1.28,780,6.11,0.000,-3.85,3,0.00,0
0.235,0.00,-3.12,14.47,0.0,-9.48,0.30,160,1.000,0.00,0.00,13.00,1.48,86,3.82,1.26,770,6.10,0.000,-3.85,4,0.00,0
0.315,0.00,-3.12,14.59,0.0,-9.50,0.30,160,1.000,0.00,0.00,13.00,1.48,86,3.84,1.28,771,6.10,0.000,-3.85,3,0.00,0
0.415,0.00,-3.12,14.59,0.0,-9.48,0.30,160,1.000,0.00,0.00,12.50,1.49,86,3.87,1.30,777,6.10,0.000,-3.85,3,0.00,0
0.536,0.00,-3.12,14.59,0.0,-9.48,0.30,160,1.000,0.00,0.00,12.50,1.48,86,3.82,1.28,772,6.10,0.000,-3.85,4,0.00,0
0.627,0.00,-3.12,14.59,0.0,-9.48,0.30,160,1.000,0.00,0.00,13.00,1.48,86,3.82,1.26,782,6.10,0.000,-3.85,4,0.00,0
0.745,0.00,-3.12,14.59,0.0,-9.48,0.30,160,1.000,0.00,0.00,12.50,1.50,86,3.87,1.28,780,6.09,0.000,-3.85,4,0.00,0
0.833,0.00,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,13.50,1.47,86,3.87,1.30,766,6.08,0.000,-3.85,4,0.00,0
0.945,0.00,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,13.50,1.50,86,3.89,1.28,780,6.08,0.000,-3.85,4,0.00,0
1.049,0.00,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.50,1.50,86,3.84,1.26,772,6.05,0.000,-3.85,4,0.00,0
1.153,0.00,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,13.00,1.49,86,3.89,1.28,774,6.07,0.000,-3.85,4,0.00,0
1.258,0.00,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.50,1.49,86,3.87,1.30,778,6.05,0.000,-3.85,4,0.00,0
1.370,0.00,-3.12,14.59,0.0,-9.43,0.31,160,1.000,0.00,0.00,12.00,1.50,86,3.87,1.30,780,6.05,0.000,-3.85,4,0.00,0
1.474,0.00,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.50,1.50,86,3.84,1.28,786,6.08,0.000,-3.85,4,0.00,0
1.585,0.00,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,12.00,1.51,86,3.87,1.28,786,6.08,0.000,-3.85,4,0.00,0
1.686,0.00,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,12.50,1.49,86,3.92,1.30,776,6.08,0.000,-3.85,4,0.00,0
1.797,0.00,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,12.50,1.50,86,3.92,1.30,783,6.08,0.000,-3.85,4,0.00,0
1.901,0.00,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.50,1.50,86,3.92,1.28,780,6.05,0.000,-3.85,4,0.00,0
2.007,0.78,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.50,1.49,86,3.87,1.26,778,6.05,0.000,-3.85,4,0.00,0
2.122,0.78,-3.12,14.59,0.0,-9.43,0.31,160,1.000,0.00,0.00,11.50,1.52,86,3.89,1.28,793,6.05,0.000,-3.85,4,0.00,0
2.222,0.78,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,12.00,1.52,86,3.89,1.30,791,6.08,0.000,-3.85,4,0.00,0
2.325,0.78,-3.12,14.59,0.0,-9.47,0.31,160,1.000,0.00,0.00,12.50,1.52,86,3.89,1.30,793,6.09,0.000,-3.85,4,0.00,0
2.437,0.78,-3.12,14.59,0.0,-9.47,0.31,160,1.000,0.00,0.00,12.00,1.52,86,3.89,1.28,784,6.09,0.000,-3.85,4,0.00,0
2.541,0.78,-3.12,14.59,0.0,-9.48,0.31,160,1.000,0.00,0.00,12.50,1.51,86,3.89,1.26,784,6.10,0.000,-3.85,4,0.00,0
2.646,0.78,-3.12,14.59,0.0,-9.48,0.31,160,1.000,0.00,0.00,12.50,1.50,86,3.87,1.28,783,6.10,0.000,-3.85,4,0.00,0
2.757,0.78,-3.12,14.59,0.0,-9.48,0.31,160,1.000,0.00,0.00,13.00,1.49,86,3.87,1.30,774,6.09,0.000,-3.85,4,0.00,0
2.863,0.78,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,13.00,1.50,86,3.92,1.30,782,6.08,0.000,-3.85,4,0.00,0
2.973,0.78,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,12.50,1.50,86,3.89,1.28,773,6.08,0.000,-3.85,4,0.00,0
3.075,0.78,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,13.00,1.48,86,3.89,1.28,773,6.07,0.000,-3.85,4,0.00,0
3.177,0.78,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.00,1.51,86,3.87,1.30,786,6.08,0.000,-3.85,4,0.00,0
3.291,0.78,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,12.50,1.49,86,3.87,1.30,774,6.08,0.000,-3.85,4,0.00,0
3.399,0.78,-3.12,14.59,0.0,-9.46,0.31,160,1.000,0.00,0.00,13.00,1.48,86,3.87,1.28,784,6.07,0.000,-3.85,4,0.00,0
3.500,0.78,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.00,1.51,86,3.92,1.28,784,6.07,0.000,-3.85,4,0.00,0
3.605,0.78,-3.12,14.59,0.0,-9.43,0.31,160,1.000,0.00,0.00,12.50,1.49,86,3.92,1.30,776,6.07,0.000,-3.85,4,0.00,0
3.716,0.78,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,13.50,1.52,86,3.84,1.30,791,6.05,0.000,-3.85,4,0.00,0
3.819,0.78,-3.12,14.59,0.0,-9.45,0.31,160,1.000,0.00,0.00,12.50,1.50,86,4.48,1.36,766,6.04,0.000,-3.85,4,0.00,0
3.924,0.78,-3.12,14.59,0.0,-9.23,0.33,160,1.000,0.00,0.00,13.50,1.63,86,4.92,1.38,763,5.68,0.000,-3.85,4,0.00,0
4.038,0.78,-3.12,14.59,0.0,-8.97,0.35,160,1.000,0.00,0.00,17.00,1.59,86,5.02,1.40,746,5.59,0.000,-3.85,4,0.00,0
4.143,0.78,-3.12,14.70,0.0,-8.80,0.37,160,1.000,0.00,0.00,14.50,1.58,86,4.99,1.38,739,5.37,0.000,-3.85,4,0.00,0
4.244,0.78,-3.12,14.70,0.0,-8.62,0.39,160,1.000,0.00,0.00,16.50,1.56,86,5.05,1.38,733,5.18,0.000,-3.85,4,0.00,0
4.358,0.78,-3.12,14.81,0.0,-8.46,0.40,160,1.000,0.00,0.00,16.00,1.57,86,5.05,1.40,734,5.08,0.000,-3.85,4,0.00,0
4.459,1.56,-3.12,15.04,0.0,-8.38,0.40,160,1.000,0.00,0.00,15.00,1.75,86,4.86,1.36,739,4.97,0.000,-3.85,4,0.00,0
4.573,1.56,-3.12,15.16,0.0,-8.33,0.40,160,1.000,0.00,0.00,14.00,1.78,86,4.80,1.38,759,4.94,0.000,-3.85,4,0.00,0
4.677,2.34,-3.12,15.16,0.0,-8.32,0.40,160,1.000,0.00,0.00,12.00,1.84,86,4.86,1.38,785,4.94,0.000,-3.85,4,0.00,0
4.781,2.34,-3.12,15.16,0.0,-8.35,0.40,160,1.000,0.00,0.00,11.00,1.87,86,4.84,1.38,795,5.00,0.000,-3.85,4,0.00,0
4.887,3.12,-3.12,15.16,0.0,-8.43,0.39,160,1.000,0.00,0.00,11.00,1.74,86,4.86,1.36,815,5.04,0.000,-3.87,4,0.00,0
4.994,3.12,-3.12,14.93,0.0,-8.49,0.39,160,1.000,0.00,0.00,10.50,1.74,86,4.92,1.36,816,5.09,0.000,-3.89,4,0.00,0
5.105,3.12,-3.12,14.81,0.0,-8.55,0.38,160,1.000,0.00,0.00,10.50,1.76,86,4.86,1.36,835,5.13,0.000,-3.89,4,0.00,0
5.212,3.12,-3.12,14.70,0.0,-8.60,0.38,160,1.000,0.00,0.00,10.50,1.77,86,4.92,1.36,819,5.20,0.000,-3.93,4,0.00,0
5.312,3.12,-3.12,14.70,0.0,-8.63,0.38,160,1.000,0.00,0.00,11.00,1.74,86,4.99,1.38,817,5.18,0.000,-3.89,4,0.00,0
5.425,3.12,-3.12,14.59,0.0,-8.63,0.38,160,1.000,0.00,0.00,10.50,1.76,86,4.99,1.38,823,5.19,0.000,-3.91,4,0.00,0
5.531,3.12,-3.12,14.59,0.0,-8.63,0.38,160,1.000,0.00,0.00,11.00,1.75,86,4.99,1.40,818,5.20,0.000,-3.93,4,0.00,0
5.635,3.12,-3.12,14.59,0.0,-8.63,0.38,160,1.000,0.00,0.00,10.50,1.76,86,4.99,1.40,826,5.20,0.000,-3.89,4,0.00,0
5.740,3.12,-3.12,14.59,0.0,-8.63,0.38,160,1.000,0.00,0.00,11.00,1.75,86,4.99,1.40,820,5.24,0.000,-3.89,4,0.00,0
5.845,3.12,-3.12,14.59,0.0,-8.68,0.38,160,1.000,0.00,0.00,10.50,1.76,86,4.96,1.38,826,5.23,0.000,-3.93,4,0.00,0
5.957,3.12,-3.12,14.59,0.0,-8.68,0.38,160,1.000,0.00,0.00,11.00,1.75,86,4.86,1.38,819,5.23,0.000,-3.91,4,0.00,0
6.061,3.12,-3.12,14.59,0.0,-8.68,0.37,160,1.000,0.00,0.00,11.00,1.74,86,4.83,1.36,816,5.28,0.000,-3.91,4,0.00,0
6.166,3.12,-3.12,14.59,0.0,-8.71,0.37,160,1.000,0.00,0.00,11.00,1.75,86,4.80,1.36,809,5.32,0.000,-3.87,4,0.00,0
6.270,3.12,-3.12,14.59,0.0,-8.72,0.37,160,1.000,0.00,0.00,11.50,1.72,86,4.86,1.36,811,5.30,0.000,-3.87,4,0.00,0
6.380,3.12,-3.12,14.59,0.0,-8.71,0.37,160,1.000,0.00,0.00,11.00,1.73,86,4.86,1.36,810,5.29,0.000,-3.87,4,0.00,0
6.484,3.12,-3.12,14.59,0.0,-8.68,0.37,160,1.000,0.00,0.00,11.00,1.73,86,4.84,1.38,811,5.26,0.000,-3.89,4,0.00,0
6.589,3.12,-3.12,14.47,0.0,-8.69,0.37,160,1.000,0.00,0.00,11.00,1.73,86,4.86,1.38,811,5.30,0.000,-3.89,4,0.00,0
6.700,3.12,-3.12,14.47,0.0,-8.71,0.37,160,1.000,0.00,0.00,11.50,1.71,86,4.80,1.38,800,5.31,0.000,-3.85,4,0.00,0
6.804,3.12,-3.12,14.47,0.0,-8.68,0.37,160,1.000,0.00,0.00,11.50,1.73,86,4.84,1.38,809,5.27,0.000,-3.87,4,0.00,0
6.916,3.12,-3.12,14.47,0.0,-8.68,0.37,160,1.000,0.00,0.00,11.00,1.72,86,4.84,1.38,804,5.27,0.000,-3.87,4,0.00,0
7.016,2.34,-3.12,14.47,0.0,-8.68,0.38,160,1.000,0.00,0.00,11.50,1.71,86,4.80,1.36,810,5.29,0.000,-3.87,4,0.00,0
7.122,2.34,-3.12,14.47,0.0,-8.71,0.37,160,1.000,0.00,0.00,11.50,1.72,86,4.80,1.36,796,5.32,0.000,-3.85,4,0.00,0
7.234,2.34,-3.12,14.47,0.0,-8.69,0.37,160,1.000,0.00,0.00,11.50,1.72,86,4.84,1.36,805,5.29,0.000,-3.85,4,0.00,0
7.335,2.34,-3.12,14.47,0.0,-8.73,0.37,160,1.000,0.00,0.00,11.00,1.73,86,4.72,1.36,810,5.32,0.000,-3.87,4,0.00,0
7.449,2.34,-3.12,14.47,0.0,-8.74,0.37,160,1.000,0.00,0.00,11.50,1.70,86,4.72,1.38,796,5.33,0.000,-3.87,4,0.00,0
7.553,2.34,-3.12,14.47,0.0,-8.73,0.37,160,1.000,0.00,0.00,11.00,1.72,86,4.78,1.38,808,5.35,0.000,-3.85,4,0.00,0
7.659,2.34,-3.12,14.47,0.0,-8.73,0.37,160,1.000,0.00,0.00,11.50,1.70,86,4.72,1.36,796,5.34,0.000,-3.85,4,0.00,0
7.764,2.34,-3.12,14.47,0.0,-8.73,0.37,160,1.000,0.00,0.00,12.00,1.70,86,4.66,1.34,804,5.35,0.000,-3.85,4,0.00,0
7.867,1.56,-3.12,14.36,0.0,-8.75,0.37,160,1.000,0.00,0.00,11.50,1.72,86,4.68,1.34,804,5.36,0.000,-3.85,4,0.00,0
7.980,1.56,-3.12,14.36,0.0,-8.78,0.37,160,1.000,0.00,0.00,11.50,1.70,86,4.68,1.36,798,5.40,0.000,-3.85,4,0.00,0
8.081,1.56,-3.12,14.47,0.0,-8.77,0.37,160,1.000,0.00,0.00,11.00,1.72,86,4.68,1.38,806,5.39,0.000,-3.85,4,0.00,0
8.188,1.56,-3.12,14.47,0.0,-8.78,0.37,160,1.000,0.00,0.00,12.00,1.69,86,4.72,1.38,790,5.39,0.000,-3.87,4,0.00,0
8.302,1.56,-3.12,14.47,0.0,-8.78,0.37,160,1.000,0.00,0.00,12.00,1.69,86,4.68,1.36,791,5.40,0.000,-3.85,4,0.00,0
8.405,1.56,-3.12,14.47,0.0,-8.75,0.37,160,1.000,0.00,0.00,15.00,1.69,86,4.44,1.30,785,5.37,0.000,-3.85,3,0.00,0
8.506,1.56,-3.12,14.47,0.0,-8.84,0.35,160,1.000,0.00,0.00,11.00,1.57,86,3.59,1.24,842,5.54,0.000,-3.85,3,0.00,0
8.620,1.56,-3.12,14.47,0.0,-9.20,0.32,160,1.000,0.00,0.00,9.00,1.46,86,3.47,1.24,845,5.78,0.000,-3.96,3,0.00,0
8.726,1.56,-3.12,14.47,0.0,-9.48,0.30,160,1.000,0.00,0.00,13.00,1.43,86,3.59,1.24,828,5.97,0.000,-3.98,3,0.00,0
8.827,1.56,-3.12,14.47,0.0,-9.64,0.29,160,1.000,0.00,0.00,14.50,1.40,86,3.59,1.26,818,6.24,0.000,-3.93,4,0.00,0
8.941,0.78,-3.12,14.36,0.0,-9.68,0.29,160,1.000,0.00,0.00,14.00,1.40,86,3.79,1.26,821,6.24,0.000,-3.89,4,0.00,0
9.042,0.78,-3.12,14.47,0.0,-9.68,0.28,160,1.000,0.00,0.00,14.50,1.40,86,3.84,1.28,818,6.25,0.000,-3.89,4,0.00,0
9.155,0.78,-3.12,14.47,0.0,-9.68,0.29,160,1.000,0.00,0.00,15.50,1.37,86,3.82,1.30,806,6.27,0.000,-3.87,4,0.00,0
9.259,0.78,-3.12,14.47,0.0,-9.65,0.29,160,1.000,0.00,0.00,15.50,1.37,86,3.79,1.30,805,6.23,0.000,-3.87,3,0.00,0
9.364,0.78,-3.12,14.47,0.0,-9.63,0.29,160,1.000,0.00,0.00,14.50,1.37,86,3.79,1.28,801,6.25,0.000,-3.85,3,0.00,0
9.475,0.78,-3.12,14.59,0.0,-9.63,0.29,160,1.000,0.00,0.00,15.50,1.38,86,3.72,1.26,808,6.25,0.000,-3.85,3,0.00,0
9.580,0.78,-3.12,14.59,0.0,-9.63,0.29,160,1.000,0.00,0.00,14.50,1.38,86,3.69,1.26,797,6.24,0.000,-3.85,3,0.00,0
9.684,0.78,-3.12,14.59,0.0,-9.67,0.29,160,1.000,0.00,0.00,16.00,1.35,86,3.69,1.26,789,6.28,0.000,-3.85,3,0.00,0
9.788,0.78,-3.12,14.59,0.0,-9.68,0.29,160,1.000,0.00,0.00,15.50,1.35,86,3.66,1.28,789,6.30,0.000,-3.85,3,0.00,0
9.901,0.78,-3.12,14.59,0.0,-9.65,0.29,160,1.000,0.00,0.00,15.50,1.34,86,3.69,1.28,785,6.26,0.000,-3.85,3,0.00,0
10.005,0.78,-3.12,14.47,0.0,-9.64,0.29,160,1.000,0.00,0.00,16.00,1.34,86,3.69,1.28,788,6.25,0.000,-3.85,3,0.00,0
10.108,0.78,-3.12,14.59,0.0,-9.63,0.29,160,1.000,0.00,0.00,15.50,1.34,86,3.74,1.26,777,6.25,0.000,-3.85,3,0.00,0
10.218,0.78,-3.12,14.59,0.0,-9.63,0.29,160,1.000,0.00,0.00,15.00,1.34,86,3.64,1.26,783,6.26,0.000,-3.85,3,0.00,0
10.324,0.78,-3.12,14.59,0.0,-9.65,0.29,160,1.000,0.00,0.00,15.00,1.34,86,3.62,1.28,783,6.27,0.000,-3.85,3,0.00,0
10.428,0.78,-3.12,14.59,0.0,-9.65,0.29,160,1.000,0.00,0.00,14.00,1.32,86,3.64,1.28,775,6.28,0.000,-3.85,3,0.00,0
10.542,0.78,-3.12,14.59,0.0,-9.65,0.29,160,1.000,0.00,0.00,15.50,1.32,86,3.64,1.26,776,6.28,0.000,-3.85,3,0.00,0
10.645,0.78,-3.12,14.59,0.0,-9.65,0.29,160,1.000,0.00,0.00,15.00,1.32,86,3.66,1.26,776,6.27,0.000,-3.85,3,0.00,0
10.748,0.78,-3.12,14.59,0.0,-9.63,0.29,160,1.000,0.00,0.00,16.50,1.30,86,3.64,1.28,760,6.25,0.000,-3.85,3,0.00,0
10.860,0.78,-3.12,14.59,0.0,-9.63,0.29,160,1.000,0.00,0.00,16.50,1.30,86,3.66,1.28,759,6.24,0.000,-3.85,3,0.00,0
10.961,0.78,-3.12,14.47,0.0,-9.60,0.29,160,1.000,0.00,0.00,14.50,1.29,86,3.66,1.26,753,6.22,0.000,-3.85,3,0.00,0
11.076,0.78,-3.12,14.59,0.0,-9.58,0.29,160,1.000,0.00,0.00,15.00,1.28,86,3.62,1.26,748,6.20,0.000,-3.85,3,0.00,0
11.178,0.78,-3.12,14.59,0.0,-9.57,0.29,160,1.000,0.00,0.00,15.00,1.28,86,3.66,1.28,751,6.16,0.000,-3.85,3,0.00,0
11.288,0.78,-3.12,14.59,0.0,-9.54,0.30,160,1.000,0.00,0.00,14.50,1.28,86,3.66,1.26,752,6.16,0.000,-3.85,3,0.00,0
11.385,0.78,-3.12,14.59,0.0,-9.54,0.30,160,1.000,0.00,0.00,15.00,1.27,86,3.55,1.26,744,6.16,0.000,-3.85,3,0.00,0
11.496,0.78,-3.12,14.59,0.0,-9.57,0.29,160,1.000,0.00,0.00,14.50,1.29,86,3.54,1.26,754,6.20,0.000,-3.85,3,0.00,0
11.608,0.78,-3.12,14.59,0.0,-9.58,0.29,160,1.000,0.00,0.00,14.50,1.28,86,3.52,1.24,752,6.20,0.000,-3.85,3,0.00,0
11.708,0.78,-3.12,14.59,0.0,-9.58,0.29,160,1.000,0.00,0.00,14.50,1.28,86,3.57,1.26,748,6.20,0.000,-3.85,3,0.00,0
11.819,0.78,-3.12,14.59,0.0,-9.58,0.29,160,1.000,0.00,0.00,14.00,1.29,86,3.57,1.26,757,6.20,0.000,-3.85,3,0.00,0
11.923,0.78,-3.12,14.59,0.0,-9.58,0.29,160,1.000,0.00,0.00,14.00,1.30,86,3.57,1.24,759,6.20,0.000,-3.85,3,0.00,0
12.034,0.78,-3.12,14.59,0.0,-9.58,0.29,160,1.000,0.00,0.00,15.00,1.27,86,3.59,1.26,746,6.20,0.000,-3.85,3,0.00,0
12.137,0.78,-3.12,14.59,0.0,-9.56,0.29,160,1.000,0.00,0.00,14.50,1.29,86,3.59,1.26,754,6.19,0.000,-3.85,3,0.00,0
12.239,0.78,-3.12,14.59,0.0,-9.57,0.29,160,1.000,0.00,0.00,14.00,1.28,86,3.57,1.24,752,6.19,0.000,-3.85,3,0.00,0
12.354,0.78,-3.12,14.59,0.0,-9.54,0.29,160,1.000,0.00,0.00,17.00,1.24,86,3.62,1.26,724,6.16,0.000,-3.85,3,0.00,0
12.457,0.78,-3.12,14.59,0.0,-9.53,0.30,160,1.000,0.00,0.00,17.00,1.39,86,3.64,1.26,730,6.14,0.000,-3.85,3,0.00,0
12.561,0.78,-3.12,14.59,0.0,-9.47,0.30,160,1.000,0.00,0.00,16.50,1.40,86,3.64,1.26,731,6.09,0.000,-3.85,3,0.00,0
12.666,0.78,-3.12,14.59,0.0,-9.46,0.30,160,1.000,0.00,0.00,16.50,1.39,86,3.64,1.28,723,6.08,0.000,-3.85,3,0.00,0
12.776,0.78,-3.12,14.70,0.0,-9.43,0.30,160,1.000,0.00,0.00,16.50,1.40,86,3.64,1.26,729,6.05,0.000,-3.85,3,0.00,0
12.879,0.78,-3.12,14.70,0.0,-9.43,0.30,160,1.000,0.00,0.00,15.00,1.42,86,3.62,1.28,742,6.05,0.000,-3.85,3,0.00,0
12.997,0.78,-3.12,14.70,0.0,-9.42,0.30,160,1.000,0.00,0.00,14.50,1.43,86,3.62,1.26,745,6.05,0.000,-3.85,3,0.00,0
13.100,0.78,-3.12,14.70,0.0,-9.45,0.30,160,1.000,0.00,0.00,14.50,1.44,86,3.62,1.26,750,6.08,0.000,-3.85,3,0.00,0
13.205,0.78,-3.12,14.70,0.0,-9.46,0.30,160,1.000,0.00,0.00,14.00,1.44,86,3.64,1.28,751,6.08,0.000,-3.85,3,0.00,0
13.309,1.56,-3.12,14.81,0.0,-9.46,0.30,160,1.000,0.00,0.00,14.00,1.45,86,3.66,1.26,754,6.08,0.000,-3.85,3,0.00,0
13.420,1.56,-3.12,14.70,0.0,-9.47,0.30,160,1.000,0.00,0.00,13.00,1.47,86,3.66,1.26,766,6.11,0.000,-3.85,3,0.00,0
13.524,1.56,-3.12,14.70,0.0,-9.48,0.30,160,1.000,0.00,0.00,13.50,1.47,86,3.69,1.28,766,6.10,0.000,-3.85,3,0.00,0
13.627,1.56,-3.12,14.70,0.0,-9.51,0.30,160,1.000,0.00,0.00,13.50,1.44,86,3.69,1.28,749,6.13,0.000,-3.85,3,0.00,0
13.732,1.56,-3.12,14.70,0.0,-9.51,0.30,160,1.000,0.00,0.00,14.00,1.44,86,3.72,1.26,757,6.13,0.000,-3.85,3,0.00,0
13.842,1.56,-3.12,14.59,0.0,-9.51,0.30,160,1.000,0.00,0.00,14.00,1.45,86,3.72,1.26,753,6.13,0.000,-3.85,3,0.00,0
13.947,1.56,-3.12,14.59,0.0,-9.48,0.30,160,1.000,0.00,0.00,14.00,1.44,86,3.69,1.28,748,6.10,0.000,-3.85,3,0.00,0
14.052,1.56,-3.12,14.59,0.0,-9.48,0.30,160,1.000,0.00,0.00,14.00,1.45,86,3.66,1.26,762,6.11,0.000,-3.85,3,0.00,0
14.168,1.56,-3.12,14.59,0.0,-9.51,0.30,160,1.000,0.00,0.00,13.50,1.46,86,3.69,1.26,760,6.13,0.000,-3.85,3,0.00,0
14.274,1.56,-3.12,14.59,0.0,-9.51,0.30,160,1.000,0.00,0.00,13.50,1.46,86,3.66,1.28,761,6.13,0.000,-3.85,3,0.00,0
14.377,1.56,-3.12,14.59,0.0,-9.52,0.30,160,1.000,0.00,0.00,13.00,1.48,86,3.66,1.26,771,6.15,0.000,-3.85,3,0.00,0
14.478,1.56,-3.12,14.59,0.0,-9.53,0.30,160,1.000,0.00,0.00,13.50,1.46,86,3.66,1.26,760,6.15,0.000,-3.85,3,0.00,0
14.590,0.78,-3.12,14.47,0.0,-9.54,0.30,160,1.000,0.00,0.00,14.00,1.45,86,3.66,1.28,757,6.16,0.000,-3.85,3,0.00,0
14.694,0.78,-3.12,14.47,0.0,-9.53,0.30,160,1.000,0.00,0.00,14.00,1.46,86,3.64,1.28,762,6.16,0.000,-3.85,3,0.00,0
14.806,0.78,-3.12,14.47,0.0,-9.53,0.30,160,1.000,0.00,0.00,14.00,1.46,86,3.66,1.26,756,6.15,0.000,-3.85,3,0.00,0
14.911,0.78,-3.12,14.47,0.0,-9.53,0.29,160,1.000,0.00,0.00,14.50,1.44,86,3.64,1.26,750,6.15,0.000,-3.85,3,0.00,0
15.015,0.78,-3.12,14.47,0.0,-9.53,0.30,160,1.000,0.00,0.00,14.50,1.44,86,3.69,1.28,749,6.15,0.000,-3.85,3,0.00,0
15.120,0.78,-3.12,14.47,0.0,-9.52,0.30,162,1.000,0.00,0.00,14.00,1.45,86,3.66,1.26,749,6.14,0.000,-3.85,3,0.00,0
15.235,0.78,-3.12,14.47,0.0,-9.51,0.30,162,1.000,0.00,0.00,14.50,1.43,86,3.66,1.26,747,6.13,0.000,-3.85,3,0.00,0
15.338,0.78,-3.12,14.59,0.0,-9.51,0.30,162,1.000,0.00,0.00,15.00,1.45,86,3.64,1.28,753,6.13,0.000,-3.85,3,0.00,0
15.445,0.78,-3.12,14.59,0.0,-9.51,0.30,162,1.000,0.00,0.00,14.00,1.45,86,3.69,1.26,754,6.13,0.000,-3.85,3,0.00,0
15.549,0.78,-3.12,14.59,0.0,-9.51,0.30,162,1.000,0.00,0.00,15.00,1.43,86,3.64,1.26,745,6.13,0.000,-3.85,3,0.00,0
15.654,0.78,-3.12,14.59,0.0,-9.51,0.30,162,1.000,0.00,0.00,14.50,1.45,86,3.66,1.28,758,6.13,0.000,-3.85,3,0.00,0
15.766,0.78,-3.12,14.59,0.0,-9.49,0.30,162,1.000,0.00,0.00,14.00,1.45,86,3.66,1.26,748,6.11,0.000,-3.85,3,0.00,0
15.869,0.78,-3.12,14.59,0.0,-9.49,0.30,162,1.000,0.00,0.00,15.00,1.43,86,3.72,1.26,744,6.11,0.000,-3.85,3,0.00,0
15.975,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,14.50,1.46,86,3.72,1.28,759,6.09,0.000,-3.85,3,0.00,0
16.080,0.78,-3.12,14.59,0.0,-9.47,0.30,162,1.000,0.00,0.00,13.50,1.46,86,3.72,1.26,755,6.09,0.000,-3.85,3,0.00,0
16.194,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,14.00,1.44,86,3.72,1.26,752,6.10,0.000,-3.85,3,0.00,0
16.295,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,13.50,1.46,86,3.72,1.28,760,6.10,0.000,-3.85,3,0.00,0
16.399,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,14.00,1.46,86,3.77,1.28,752,6.10,0.000,-3.85,3,0.00,0
16.512,0.78,-3.12,14.59,0.0,-9.47,0.30,162,1.000,0.00,0.00,13.50,1.46,86,3.72,1.26,759,6.08,0.000,-3.85,3,0.00,0
16.615,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,13.50,1.47,86,3.72,1.28,766,6.10,0.000,-3.85,3,0.00,0
16.719,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,13.50,1.45,86,3.72,1.28,756,6.10,0.000,-3.85,3,0.00,0
16.833,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,14.50,1.44,86,3.72,1.26,750,6.10,0.000,-3.85,3,0.00,0
16.934,0.78,-3.12,14.59,0.0,-9.48,0.30,162,1.000,0.00,0.00,13.50,1.46,86,3.77,1.28,760,6.10,0.000,-3.85,3,0.00,0
