Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Boost (PSI),Calculated Load (g/rev),Coolant Temp (° F),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),TGV Map Ratio (mult),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-14227][2017 USDM WRX STI COBB Custom Features][Reflash: Stage1 93 v342 Boost Select.ptm - Realtime: Stage1 93 v342 Boost Select.ptm]
568.636,-1.56,-3.91,15.04,0.0,-8.83,0.34,185,1.000,0.00,0.00,17.00,1.43,90,4.18,1.30,742,5.40,0.000,-3.85,4,0.00,0
568.740,-1.56,-3.91,15.16,0.0,-8.81,0.34,185,1.000,0.00,0.00,15.00,1.46,90,4.15,1.34,762,5.40,0.000,-3.85,4,0.00,0
568.854,-0.78,-3.91,15.16,0.0,-8.81,0.34,185,1.000,0.00,0.00,15.00,1.46,90,4.15,1.30,762,5.40,0.000,-3.85,4,0.00,0
568.957,-0.78,-3.91,15.16,0.0,-8.81,0.34,185,1.000,0.00,0.00,15.00,1.47,90,4.15,1.30,774,5.40,0.000,-3.85,4,0.00,0
569.060,-0.78,-3.91,15.16,0.0,-8.86,0.34,185,1.000,0.00,0.00,15.00,1.49,90,4.15,1.32,778,5.45,0.000,-3.85,4,0.00,0
569.167,0.00,-3.91,15.04,0.0,-8.88,0.34,185,1.000,0.00,0.00,15.00,1.50,90,4.18,1.34,783,5.47,0.000,-3.85,4,0.00,0
569.271,0.00,-3.91,15.04,0.0,-8.91,0.34,185,1.000,0.00,0.00,14.50,1.53,90,4.18,1.32,796,5.49,0.000,-3.85,4,0.00,0
569.381,0.00,-3.91,14.93,0.0,-8.95,0.33,185,1.000,0.00,0.00,14.00,1.53,90,4.18,1.30,792,7.17,0.000,-2.22,4,0.00,0
569.488,0.00,-3.91,14.81,0.0,-8.97,0.33,185,1.000,0.00,0.00,14.00,1.52,90,4.21,1.30,804,7.18,0.000,-2.22,4,0.00,0
569.591,0.00,-3.91,14.70,0.0,-8.98,0.33,185,1.000,0.00,0.00,13.50,1.55,90,4.21,1.30,805,7.20,0.000,-2.22,4,0.00,0
569.706,0.00,-3.91,14.70,0.0,-9.00,0.33,185,1.000,0.00,0.00,14.00,1.53,90,4.18,1.34,798,7.22,0.000,-2.22,4,0.00,0
569.807,0.00,-3.91,14.70,0.0,-9.03,0.33,185,1.000,0.00,0.00,14.00,1.54,90,4.23,1.34,804,7.24,0.000,-2.22,4,0.00,0
569.911,0.00,-3.91,14.70,0.0,-9.00,0.33,185,1.000,0.00,0.00,12.00,1.52,90,4.26,1.34,794,7.22,0.000,-2.22,4,0.00,0
570.025,0.00,-3.91,14.70,0.0,-9.01,0.33,185,1.000,0.00,0.00,12.50,1.54,90,4.42,1.34,800,7.21,0.000,-2.22,4,0.00,0
570.127,0.78,-3.91,14.70,0.0,-8.97,0.34,185,1.000,0.00,0.00,12.50,1.53,90,4.51,1.34,789,7.18,0.000,-2.22,4,0.00,0
570.232,0.78,-3.91,14.70,0.0,-8.91,0.34,185,1.000,0.00,0.00,12.50,1.52,90,4.48,1.34,791,7.11,0.000,-2.22,4,0.00,0
570.346,0.78,-3.91,14.70,0.0,-8.84,0.34,185,1.000,0.00,0.00,12.00,1.54,90,4.45,1.36,803,7.04,0.000,-2.22,4,0.00,0
570.449,0.78,-3.91,14.70,0.0,-8.82,0.35,185,1.000,0.00,0.00,12.00,1.55,90,4.54,1.36,809,7.01,0.000,-2.24,4,0.00,0
570.553,0.78,-3.91,14.70,0.0,-8.81,0.35,185,1.000,0.00,0.00,10.50,1.58,90,4.48,1.36,823,6.99,0.000,-2.26,4,0.00,0
570.664,0.78,-3.91,14.70,0.0,-8.81,0.34,185,1.000,0.00,0.00,10.50,1.56,90,4.57,1.36,812,6.99,0.000,-2.26,4,0.00,0
570.768,0.78,-3.91,14.59,0.0,-8.81,0.35,185,1.000,0.00,0.00,10.50,1.58,90,4.60,1.36,826,6.97,0.000,-2.28,4,0.00,0
570.874,0.78,-3.91,14.59,0.0,-8.81,0.35,185,1.000,0.00,0.00,10.50,1.56,90,4.57,1.36,814,6.95,0.000,-2.30,4,0.00,0
570.977,0.78,-3.91,14.70,0.0,-8.81,0.35,185,1.000,0.00,0.00,10.50,1.57,90,4.51,1.34,828,6.94,0.000,-2.28,4,0.00,0
571.094,0.78,-3.91,14.70,0.0,-8.81,0.35,185,1.000,0.00,0.00,10.50,1.58,90,4.51,1.34,818,6.97,0.000,-2.28,4,0.00,0
571.197,0.78,-3.91,14.70,0.0,-8.81,0.34,185,1.000,0.00,0.00,10.50,1.57,90,4.54,1.34,824,6.97,0.000,-2.26,4,0.00,0
571.300,0.78,-3.91,14.70,0.0,-8.86,0.34,185,1.000,0.00,0.00,10.50,1.59,90,4.54,1.34,826,6.97,0.000,-2.26,4,0.00,0
571.405,0.78,-3.91,14.70,0.0,-8.84,0.34,185,1.000,0.00,0.00,10.50,1.56,90,4.42,1.34,814,7.00,0.000,-2.28,4,0.00,0
571.516,0.78,-3.91,14.70,0.0,-8.86,0.34,185,1.000,0.00,0.00,10.50,1.59,90,4.48,1.36,826,7.00,0.000,-2.28,4,0.00,0
571.620,0.78,-3.91,14.59,0.0,-8.86,0.34,185,1.000,0.00,0.00,10.50,1.56,90,4.48,1.36,812,7.04,0.000,-2.26,4,0.00,0
571.725,0.78,-3.91,14.59,0.0,-8.89,0.34,185,1.000,0.00,0.00,4.50,1.58,90,4.45,1.34,824,7.07,0.000,-2.26,2,0.00,0
571.838,0.78,-3.91,14.59,0.0,-8.91,0.33,185,1.000,0.00,0.00,4.50,1.62,90,3.47,1.26,846,7.09,0.000,-2.32,3,0.00,0
571.937,0.78,-3.91,14.59,0.0,-9.28,0.30,185,1.000,0.00,0.00,11.00,1.47,90,3.38,1.26,861,7.51,0.000,-2.40,3,0.00,0
572.051,0.78,-3.91,14.59,0.0,-9.62,0.28,185,1.000,0.00,0.00,12.00,1.47,90,3.43,1.26,862,7.62,0.000,-2.44,3,0.00,0
572.157,0.78,-3.91,14.47,0.0,-9.74,0.27,185,1.000,0.00,0.00,11.50,1.49,90,3.57,1.26,874,7.76,0.000,-2.42,3,0.00,0
572.258,0.78,-3.91,14.47,0.0,-9.82,0.26,185,1.000,0.00,0.00,13.50,1.47,90,3.69,1.26,863,7.87,0.000,-2.42,3,0.00,0
572.373,0.78,-3.91,14.59,0.0,-9.84,0.26,185,1.000,0.00,0.00,13.50,1.47,90,3.66,1.26,862,7.88,0.000,-2.40,3,0.00,0
572.474,0.78,-3.91,14.70,0.0,-9.85,0.26,185,1.000,0.00,0.00,14.50,1.45,90,3.72,1.26,866,7.91,0.000,-2.38,3,0.00,0
572.577,1.56,-3.91,14.81,0.0,-9.85,0.26,185,1.000,0.00,0.00,13.50,1.47,90,3.66,1.24,855,7.90,0.000,-2.40,3,0.00,0
572.692,1.56,-3.91,14.81,0.0,-9.88,0.26,185,1.000,0.00,0.00,15.50,1.44,90,3.47,1.22,852,6.32,0.000,-3.98,3,0.00,0
572.791,1.56,-3.91,14.70,0.0,-9.91,0.26,185,1.000,0.00,0.00,14.50,1.46,90,3.38,1.22,846,6.38,0.000,-3.98,3,0.00,0
572.906,1.56,-3.91,14.81,0.0,-9.95,0.25,185,1.000,0.00,0.00,15.50,1.45,90,3.40,1.24,854,6.40,0.000,-3.98,3,0.00,0
573.007,1.56,-3.91,14.81,0.0,-9.95,0.25,185,1.000,0.00,0.00,16.00,1.44,90,3.57,1.24,834,6.43,0.000,-3.96,3,0.00,0
573.117,1.56,-3.91,14.70,0.0,-9.95,0.25,185,1.000,0.00,0.00,17.00,1.41,90,3.52,1.24,836,6.47,0.000,-3.93,3,0.00,0
573.219,1.56,-3.91,14.70,0.0,-9.90,0.26,185,1.000,0.00,0.00,15.50,1.43,90,3.55,1.24,830,6.39,0.000,-3.93,3,0.00,0
573.333,1.56,-3.91,14.59,0.0,-9.90,0.26,185,1.000,0.00,0.00,17.00,1.41,90,3.55,1.24,827,6.39,0.000,-3.94,3,0.00,0
573.434,1.56,-3.91,14.70,0.0,-9.90,0.26,185,1.000,0.00,0.00,16.00,1.41,90,3.43,1.22,828,6.42,0.000,-3.93,2,0.00,0
573.546,1.56,-3.91,14.59,0.0,-9.94,0.25,185,1.000,0.00,0.00,16.50,1.39,90,3.29,1.22,817,6.49,0.000,-3.93,3,0.00,0
573.647,1.56,-3.91,14.59,0.0,-9.95,0.25,185,1.000,0.00,0.00,16.50,1.39,91,3.38,1.26,817,6.51,0.000,-3.89,3,0.00,0
573.751,1.56,-3.91,14.59,0.0,-9.94,0.25,185,1.000,0.00,0.00,17.00,1.37,91,3.48,1.26,805,6.49,0.000,-3.87,3,0.00,0
573.864,1.56,-3.91,14.47,0.0,-9.90,0.26,185,1.000,0.00,0.00,15.50,1.40,91,3.45,1.26,818,6.44,0.000,-3.89,3,0.00,0
573.968,1.56,-3.91,14.47,0.0,-9.89,0.26,185,1.000,0.00,0.00,15.00,1.38,91,3.47,1.26,806,6.43,0.000,-3.89,3,0.00,0
574.079,1.56,-3.91,14.36,0.0,-9.86,0.26,185,1.000,0.00,0.00,16.50,1.39,91,3.38,1.24,812,6.43,0.000,-3.87,2,0.00,0
574.185,0.78,-3.91,14.47,0.0,-9.89,0.26,185,1.000,0.00,0.00,15.00,1.39,91,3.18,1.20,804,6.51,0.000,-3.85,2,0.00,0
574.286,0.78,-3.91,14.47,0.0,-9.95,0.25,185,1.000,0.00,0.00,16.00,1.37,91,3.20,1.20,811,6.51,0.000,-3.87,3,0.00,0
574.391,0.78,-3.91,14.36,0.0,-9.95,0.25,185,1.000,0.00,0.00,15.00,1.38,91,3.31,1.22,811,6.51,0.000,-3.87,3,0.00,0
574.505,0.78,-3.91,14.36,0.0,-9.95,0.25,185,1.000,0.00,0.00,15.00,1.36,91,3.35,1.24,799,6.53,0.000,-3.85,3,0.00,0
574.605,0.78,-3.91,14.36,0.0,-9.91,0.25,185,1.000,0.00,0.00,14.50,1.37,91,3.38,1.26,800,6.50,0.000,-3.85,3,0.00,0
574.716,0.00,-3.91,14.24,0.0,-9.90,0.26,185,1.000,0.00,0.00,14.50,1.36,91,3.33,1.26,796,6.49,0.000,-3.85,2,0.00,0
574.819,0.00,-3.91,14.24,0.0,-9.90,0.25,185,1.000,0.00,0.00,14.50,1.37,91,3.22,1.22,804,6.50,0.000,-3.87,2,0.00,0
574.929,0.00,-3.91,14.24,0.0,-9.95,0.25,185,1.000,0.00,0.00,15.00,1.36,91,3.18,1.20,781,6.54,0.000,-3.85,2,0.00,0
575.034,0.00,-3.91,14.36,0.0,-9.95,0.25,185,1.000,0.00,0.00,16.50,1.32,91,3.20,1.22,775,6.54,0.000,-3.85,2,0.00,0
575.138,0.00,-3.91,14.36,0.0,-9.95,0.25,185,1.000,0.00,0.00,15.50,1.33,91,3.24,1.24,779,6.54,0.000,-3.85,3,0.00,0
575.252,0.00,-3.91,14.36,0.0,-9.95,0.25,185,1.000,0.00,0.00,15.00,1.32,91,3.29,1.24,773,6.51,0.000,-3.85,3,0.00,0
575.356,-0.78,-3.91,14.36,0.0,-9.90,0.25,185,1.000,0.00,0.00,15.50,1.32,91,3.29,1.22,777,6.48,0.000,-3.85,2,0.00,0
575.456,-0.78,-3.91,14.36,0.0,-9.85,0.26,185,1.000,0.00,0.00,14.50,1.33,91,3.31,1.22,778,6.44,0.000,-3.85,2,0.00,0
575.570,-0.78,-3.91,14.36,0.0,-9.84,0.26,185,1.000,0.00,0.00,15.50,1.31,91,3.31,1.24,767,6.43,0.000,-3.85,2,0.00,0
575.675,-0.78,-3.91,14.36,0.0,-9.84,0.26,185,1.000,0.00,0.00,15.50,1.32,91,3.13,1.22,771,6.45,0.000,-3.85,2,0.00,0
575.776,-0.78,-3.91,14.36,0.0,-9.88,0.25,185,1.000,0.00,0.00,14.50,1.31,91,3.20,1.20,758,6.48,0.000,-3.85,2,0.00,0
575.891,-0.78,-3.91,14.47,0.0,-9.90,0.25,185,1.000,0.00,0.00,15.50,1.29,91,3.20,1.22,756,6.49,0.000,-3.85,2,0.00,0
575.995,-0.78,-3.91,14.47,0.0,-9.89,0.25,185,1.000,0.00,0.00,16.50,1.31,91,3.20,1.24,766,6.49,0.000,-3.85,2,0.00,0
576.106,-0.78,-3.91,14.47,0.0,-9.86,0.25,185,1.000,0.00,0.00,15.50,1.30,91,3.20,1.22,750,6.44,0.000,-3.85,2,0.00,0
576.211,-0.78,-3.91,14.47,0.0,-9.85,0.26,185,1.000,0.00,0.00,16.00,1.27,91,3.22,1.22,745,6.44,0.000,-3.85,2,0.00,0
576.313,-1.56,-3.91,14.47,0.0,-9.83,0.26,185,1.000,0.00,0.00,15.00,1.28,91,3.22,1.24,752,6.42,0.000,-3.85,2,0.00,0
576.426,-1.56,-3.91,14.47,0.0,-9.80,0.26,185,1.000,0.00,0.00,15.50,1.28,91,3.20,1.22,744,6.39,0.000,-3.85,2,0.00,0
576.529,-1.56,-3.91,14.47,0.0,-9.79,0.26,185,1.000,0.00,0.00,16.00,1.27,91,3.20,1.20,741,6.38,0.000,-3.85,2,0.00,0
576.635,-1.56,-3.91,14.47,0.0,-9.79,0.26,185,1.000,0.00,0.00,15.50,1.27,91,3.13,1.24,746,6.39,0.000,-3.85,2,0.00,0
576.746,-1.56,-3.91,14.47,0.0,-9.80,0.26,185,1.000,0.00,0.00,16.00,1.27,91,3.15,1.20,738,6.39,0.000,-3.85,2,0.00,0
576.850,-1.56,-3.91,14.47,0.0,-9.80,0.26,185,1.000,0.00,0.00,16.00,1.27,91,3.18,1.22,742,6.39,0.000,-3.85,2,0.00,0
576.955,-1.56,-3.91,14.59,0.0,-9.79,0.26,185,1.000,0.00,0.00,16.00,1.27,91,3.20,1.24,744,6.39,0.000,-3.85,2,0.00,0
577.059,-1.56,-3.91,14.59,0.0,-9.78,0.26,185,1.000,0.00,0.00,16.50,1.26,91,3.22,1.20,737,6.38,0.000,-3.85,2,0.00,0
577.165,-1.56,-3.91,14.59,0.0,-9.77,0.26,185,1.000,0.00,0.00,17.00,1.25,91,3.22,1.24,731,6.36,0.000,-3.85,2,0.00,0
577.276,-1.56,-3.91,14.59,0.0,-9.75,0.26,185,1.000,0.00,0.00,17.00,1.27,91,3.22,1.22,746,6.34,0.000,-3.85,2,0.00,0
577.380,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,15.50,1.27,91,3.24,1.22,746,6.32,0.000,-3.85,2,0.00,0
577.484,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,16.00,1.27,91,3.31,1.24,743,6.31,0.000,-3.85,2,0.00,0
577.595,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,13.50,1.28,91,3.28,1.22,757,6.31,0.000,-3.85,2,0.00,0
577.701,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.00,1.29,91,3.31,1.22,759,6.30,0.000,-3.85,2,0.00,0
577.803,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.50,1.29,91,3.26,1.26,754,6.30,0.000,-3.85,2,0.00,0
577.914,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,13.50,1.29,91,3.24,1.22,759,6.32,0.000,-3.85,2,0.00,0
578.018,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,13.00,1.30,91,3.28,1.22,759,6.33,0.000,-3.85,2,0.00,0
578.131,-1.56,-3.91,14.59,0.0,-9.74,0.26,185,1.000,0.00,0.00,14.50,1.27,91,3.26,1.24,742,6.33,0.000,-3.85,2,0.00,0
578.234,-1.56,-3.91,14.59,0.0,-9.74,0.26,185,1.000,0.00,0.00,14.50,1.28,91,3.26,1.22,752,6.33,0.000,-3.85,2,0.00,0
578.344,-1.56,-3.91,14.47,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.50,1.28,91,3.26,1.22,752,6.31,0.000,-3.85,2,0.00,0
578.448,-1.56,-3.91,14.47,0.0,-9.73,0.26,185,1.000,0.00,0.00,13.50,1.28,91,3.26,1.24,750,6.32,0.000,-3.85,2,0.00,0
578.555,-1.56,-3.91,14.59,0.0,-9.74,0.26,185,1.000,0.00,0.00,14.50,1.28,91,3.18,1.22,748,6.33,0.000,-3.85,2,0.00,0
578.656,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,14.50,1.27,91,3.22,1.20,744,6.32,0.000,-3.85,2,0.00,0
578.768,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,14.50,1.27,91,3.22,1.24,744,6.30,0.000,-3.85,2,0.00,0
578.872,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,14.50,1.26,91,3.22,1.22,746,6.30,0.000,-3.85,2,0.00,0
578.984,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,14.50,1.26,91,3.24,1.22,741,6.31,0.000,-3.85,2,0.00,0
579.090,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,14.00,1.27,91,3.26,1.24,741,6.28,0.000,-3.85,2,0.00,0
579.195,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,16.00,1.25,91,3.24,1.20,745,6.30,0.000,-3.85,2,0.00,0
579.297,-1.56,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,14.50,1.28,91,3.24,1.24,750,6.28,0.000,-3.85,2,0.00,0
579.408,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.50,1.27,91,3.22,1.24,746,6.30,0.000,-3.85,2,0.00,0
579.512,-1.56,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,15.00,1.27,91,3.24,1.20,752,6.31,0.000,-3.85,2,0.00,0
579.615,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.50,1.30,91,3.24,1.24,762,6.31,0.000,-3.85,2,0.00,0
579.727,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,13.50,1.29,91,3.22,1.24,756,6.32,0.000,-3.85,2,0.00,0
579.831,-1.56,-3.91,14.59,0.0,-9.74,0.26,185,1.000,0.00,0.00,14.00,1.29,91,3.20,1.20,766,6.36,0.000,-3.85,2,0.00,0
579.936,-1.56,-3.91,14.59,0.0,-9.77,0.26,185,1.000,0.00,0.00,13.50,1.30,91,3.18,1.22,760,6.38,0.000,-3.85,2,0.00,0
580.049,-1.56,-3.91,14.59,0.0,-9.80,0.26,185,1.000,0.00,0.00,14.50,1.28,91,3.20,1.24,751,6.39,0.000,-3.85,2,0.00,0
580.157,-1.56,-3.91,14.59,0.0,-9.80,0.26,185,1.000,0.00,0.00,15.00,1.27,91,3.20,1.22,750,6.39,0.000,-3.85,2,0.00,0
580.260,-1.56,-3.91,14.59,0.0,-9.78,0.26,185,1.000,0.00,0.00,15.50,1.27,91,3.20,1.22,741,6.38,0.000,-3.85,2,0.00,0
580.365,-1.56,-3.91,14.59,0.0,-9.79,0.26,185,1.000,0.00,0.00,15.50,1.25,91,3.22,1.24,733,6.38,0.000,-3.85,2,0.00,0
580.470,-1.56,-3.91,14.59,0.0,-9.77,0.26,185,1.000,0.00,0.00,16.00,1.25,91,3.18,1.20,743,6.36,0.000,-3.85,2,0.00,0
580.581,-1.56,-3.91,14.59,0.0,-9.75,0.26,185,1.000,0.00,0.00,15.50,1.26,93,3.22,1.24,740,6.34,0.000,-3.85,2,0.00,0
580.686,-1.56,-3.91,14.59,0.0,-9.75,0.26,185,1.000,0.00,0.00,15.00,1.25,93,3.22,1.24,735,6.33,0.000,-3.85,2,0.00,0
580.790,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,14.50,1.26,93,3.18,1.20,738,6.32,0.000,-3.85,2,0.00,0
580.895,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,13.00,1.28,93,3.22,1.24,753,6.31,0.000,-3.85,2,0.00,0
581.009,-1.56,-3.91,14.70,0.0,-9.73,0.26,185,1.000,0.00,0.00,13.50,1.26,93,3.24,1.24,738,6.31,0.000,-3.85,2,0.00,0
581.115,-1.56,-3.91,14.70,0.0,-9.72,0.26,185,1.000,0.00,0.00,14.50,1.26,93,3.26,1.20,738,6.32,0.000,-3.85,2,0.00,0
581.221,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.50,1.27,93,3.22,1.24,746,6.31,0.000,-3.85,2,0.00,0
581.324,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,15.00,1.25,93,3.24,1.22,726,6.32,0.000,-3.85,2,0.00,0
581.435,-1.56,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,15.00,1.26,93,3.24,1.22,736,6.30,0.000,-3.85,2,0.00,0
581.539,-1.56,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,14.00,1.28,93,3.22,1.24,752,6.28,0.000,-3.85,2,0.00,0
581.649,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,13.50,1.28,93,3.24,1.20,746,6.30,0.000,-3.85,2,0.00,0
581.754,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,14.00,1.27,93,3.22,1.24,745,6.31,0.000,-3.85,2,0.00,0
581.864,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,13.50,1.28,93,3.20,1.24,752,6.32,0.000,-3.85,2,0.00,0
581.967,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,13.00,1.29,93,3.20,1.20,745,6.32,0.000,-3.85,2,0.00,0
582.068,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,14.50,1.26,93,3.22,1.24,741,6.32,0.000,-3.85,2,0.00,0
582.175,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,14.00,1.28,93,3.26,1.24,752,6.31,0.000,-3.85,2,0.00,0
582.290,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,12.50,1.30,93,3.22,1.20,752,6.32,0.000,-3.85,2,0.00,0
582.395,-1.56,-3.91,14.59,0.0,-9.73,0.26,185,1.000,0.00,0.00,16.00,1.26,93,3.24,1.24,740,6.32,0.000,-3.85,2,0.00,0
582.499,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,16.00,1.27,93,3.26,1.24,743,6.31,0.000,-3.85,2,0.00,0
582.601,-1.56,-3.91,14.59,0.0,-9.72,0.26,185,1.000,0.00,0.00,15.00,1.28,93,3.22,1.20,749,6.31,0.000,-3.85,2,0.00,0
582.715,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,16.50,1.25,93,3.24,1.24,733,6.30,0.000,-3.85,2,0.00,0
582.819,-1.56,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,16.50,1.25,93,3.22,1.22,745,6.28,0.000,-3.85,2,0.00,0
582.923,-1.56,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,15.00,1.28,93,3.22,1.20,750,6.30,0.000,-3.85,2,0.00,0
583.037,-0.78,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,15.00,1.26,93,3.22,1.24,738,6.28,0.000,-3.85,2,0.00,0
583.144,-0.78,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,15.50,1.27,93,3.20,1.20,750,6.28,0.000,-3.85,2,0.00,0
583.248,-0.78,-3.91,14.70,0.0,-9.71,0.26,185,1.000,0.00,0.00,14.50,1.29,93,3.20,1.22,755,6.30,0.000,-3.85,2,0.00,0
583.354,-0.78,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,14.50,1.28,93,3.22,1.24,748,6.28,0.000,-3.85,2,0.00,0
583.457,-0.78,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,15.00,1.28,93,3.26,1.22,749,6.30,0.000,-3.85,2,0.00,0
583.570,-0.78,-3.91,14.70,0.0,-9.71,0.26,185,1.000,0.00,0.00,15.50,1.27,93,3.24,1.22,743,6.30,0.000,-3.85,2,0.00,0
583.674,-0.78,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,16.50,1.24,93,3.24,1.24,728,6.30,0.000,-3.85,2,0.00,0
583.785,-0.78,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,16.00,1.26,93,3.26,1.20,743,6.27,0.000,-3.85,2,0.00,0
583.887,-0.78,-3.91,14.70,0.0,-9.69,0.26,185,1.000,0.00,0.00,15.50,1.27,93,3.22,1.24,746,6.28,0.000,-3.85,2,0.00,0
583.997,-0.78,-3.91,14.70,0.0,-9.68,0.26,185,1.000,0.00,0.00,15.50,1.26,93,3.20,1.22,738,6.28,0.000,-3.85,2,0.00,0
584.100,-0.78,-3.91,14.70,0.0,-9.68,0.26,185,1.000,0.00,0.00,13.00,1.27,93,3.22,1.20,745,6.27,0.000,-3.85,2,0.00,0
584.206,-0.78,-3.91,14.70,0.0,-9.71,0.26,185,1.000,0.00,0.00,12.50,1.28,93,3.22,1.24,750,6.30,0.000,-3.85,2,0.00,0
584.317,-0.78,-3.91,14.59,0.0,-9.69,0.26,185,1.000,0.00,0.00,12.50,1.26,93,3.26,1.22,740,6.28,0.000,-3.85,2,0.00,0
584.423,-0.78,-3.91,14.59,0.0,-9.71,0.26,185,1.000,0.00,0.00,14.00,1.26,93,3.26,1.22,736,6.28,0.000,-3.85,2,0.00,0
584.524,-0.78,-3.91,14.70,0.0,-9.69,0.27,185,1.000,0.00,0.00,14.50,1.25,93,3.29,1.24,734,6.28,0.000,-3.85,2,0.00,0
584.635,-0.78,-3.91,14.59,0.0,-9.68,0.27,185,1.000,0.00,0.00,12.50,1.28,93,3.22,1.22,744,6.27,0.000,-3.85,2,0.00,0
584.739,-0.78,-3.91,14.59,0.0,-9.68,0.26,185,1.000,0.00,0.00,14.00,1.26,93,3.22,1.22,738,6.27,0.000,-3.85,2,0.00,0
584.850,-0.78,-3.91,14.70,0.0,-9.69,0.27,185,1.000,0.00,0.00,14.50,1.27,93,3.24,1.24,746,6.28,0.000,-3.85,2,0.00,0
584.957,-0.78,-3.91,14.59,0.0,-9.68,0.26,185,1.000,0.00,0.00,12.50,1.28,93,3.18,1.20,737,6.27,0.000,-3.85,2,0.00,0
585.059,-0.78,-3.91,14.59,0.0,-9.68,0.26,185,1.000,0.00,0.00,14.50,1.25,93,3.18,1.24,732,6.27,0.000,-3.85,3,0.00,0
585.165,-0.78,-3.91,14.59,0.0,-9.68,0.26,185,1.000,0.00,0.00,15.00,1.25,93,3.69,1.30,730,6.26,0.000,-3.85,4,0.00,0
585.278,-0.78,-3.91,14.59,0.0,-9.49,0.29,185,1.000,0.00,0.00,15.50,1.38,93,4.26,1.34,718,5.94,0.000,-3.85,4,0.00,0
585.382,-0.78,-3.91,14.59,0.0,-9.23,0.31,185,1.000,0.00,0.00,15.50,1.37,93,4.45,1.34,714,5.60,0.000,-3.85,4,0.00,0
585.485,-0.78,-3.91,14.70,0.0,-8.91,0.33,185,1.000,0.00,0.00,12.00,1.41,93,4.45,1.32,736,5.49,0.000,-3.85,4,0.00,0
