Time (sec),A/F Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.2.0-11034][USDM 2004 Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
0.000,14.59,-8.82,0.39,0.00,0.00,1,7.00,9.19,11.99,1414,0.00,5.00,-5.34,0,0.00,0.00,0
0.003,14.59,-8.80,0.39,0.00,0.00,1,6.00,9.28,11.99,1436,0.00,5.00,-5.34,0,0.00,0.00,0
0.016,14.47,-8.84,0.39,0.00,0.00,1,7.00,9.19,11.99,1425,0.00,5.00,-5.34,0,0.00,0.00,0
0.018,14.47,-8.84,0.39,0.00,0.00,1,8.00,9.32,11.99,1416,0.00,5.00,-5.34,0,0.00,0.00,0
0.019,14.59,-8.84,0.39,0.00,0.00,1,7.00,9.19,11.99,1425,0.00,5.00,-5.34,0,0.00,0.00,0
0.021,14.47,-8.84,0.39,0.00,0.00,1,8.00,9.19,11.99,1416,0.00,5.00,-5.34,0,0.00,0.00,0
0.084,14.47,-8.86,0.39,0.00,0.00,1,7.00,9.19,11.99,1424,0.00,5.00,-5.34,0,0.00,0.00,0
0.150,14.59,-8.86,0.39,0.00,0.00,1,9.50,9.10,11.99,1403,0.00,5.00,-5.34,0,0.00,0.00,0
0.222,14.59,-8.86,0.39,0.00,0.00,1,7.50,9.23,11.99,1409,0.00,5.00,-5.34,0,0.00,0.00,0
0.292,14.70,-8.84,0.39,0.00,0.00,1,8.00,9.28,11.99,1412,0.00,5.00,-5.34,0,0.00,0.00,0
0.372,14.70,-8.84,0.39,0.00,0.00,1,8.00,9.05,11.99,1406,0.00,5.00,-5.34,0,0.00,0.00,0
0.436,14.70,-8.80,0.39,0.00,0.00,1,7.00,9.28,11.99,1416,0.00,5.00,-5.34,0,0.00,0.00,0
0.512,14.70,-8.78,0.39,0.00,0.00,1,8.00,9.42,11.99,1415,0.00,5.00,-5.34,0,0.00,0.00,0
0.585,14.70,-8.78,0.39,0.00,0.00,1,9.50,8.97,11.99,1394,0.00,5.00,-5.34,0,0.00,0.00,0
0.658,14.70,-8.76,0.39,0.00,0.00,1,7.00,9.32,11.99,1413,0.00,5.00,-5.34,0,0.00,0.00,0
0.741,14.70,-8.74,0.40,0.00,0.00,1,8.00,9.37,11.99,1403,0.00,5.00,-5.34,0,0.00,0.00,0
0.804,14.81,-8.74,0.40,0.00,0.00,1,6.50,9.37,11.99,1418,0.00,5.00,-5.34,0,0.00,0.00,0
0.882,14.81,-8.74,0.39,0.00,0.00,1,7.50,8.88,11.99,1406,0.00,5.00,-5.34,0,0.00,0.00,0
0.945,14.70,-8.74,0.39,0.00,0.00,1,6.00,9.05,11.99,1419,0.00,5.00,-5.34,0,0.00,0.00,0
1.024,14.70,-8.74,0.39,0.00,0.00,1,8.00,9.32,11.99,1402,0.00,5.00,-5.34,0,0.00,0.00,0
1.090,14.70,-8.74,0.40,0.00,0.00,1,8.00,9.32,11.99,1394,0.00,5.00,-5.34,0,0.00,0.00,0
1.172,14.81,-8.68,0.40,0.00,0.00,1,9.50,8.92,11.99,1404,0.00,5.00,-5.34,0,0.00,0.00,0
1.235,14.81,-8.68,0.40,0.00,0.00,1,7.00,9.50,11.99,1410,0.00,5.00,-5.34,0,0.00,0.00,0
1.315,14.81,-8.66,0.40,0.00,0.00,1,8.00,9.50,11.99,1402,0.00,5.00,-5.34,0,0.00,0.00,0
1.389,14.93,-8.64,0.40,0.00,0.00,1,6.00,9.59,11.99,1416,0.00,5.00,-5.34,0,0.00,0.00,0
1.463,14.93,-8.66,0.40,0.00,0.00,1,6.50,9.42,11.99,1414,0.00,5.00,-5.34,0,0.00,0.00,0
1.535,14.81,-8.68,0.40,0.00,0.00,1,6.00,9.28,11.99,1422,0.00,5.00,-5.34,0,0.00,0.00,0
1.601,14.93,-8.68,0.40,0.00,0.00,1,7.00,9.46,11.99,1413,0.00,5.00,-5.34,0,0.00,0.00,0
1.679,14.81,-8.68,0.40,0.00,0.00,1,6.00,9.37,11.99,1424,0.00,5.00,-5.34,0,0.00,0.00,0
1.756,14.81,-8.68,0.40,0.00,0.00,1,7.50,9.46,11.99,1424,0.00,5.00,-5.34,0,0.00,0.00,0
1.832,14.70,-8.68,0.40,0.00,0.00,1,8.00,9.59,11.99,1412,0.00,5.00,-5.34,0,0.00,0.00,0
1.907,14.70,-8.68,0.40,0.00,0.00,1,6.50,9.50,11.99,1413,0.00,5.00,-5.34,0,0.00,0.00,0
1.970,14.59,-8.66,0.40,0.00,0.00,1,6.00,9.50,11.99,1425,0.00,5.00,-5.34,0,0.00,0.00,0
2.044,14.70,-8.68,0.40,0.00,0.00,1,7.50,9.41,11.99,1408,0.00,5.00,-5.34,0,0.00,0.00,0
2.120,14.70,-8.66,0.40,0.00,0.00,1,7.00,9.46,11.99,1412,0.00,5.00,-5.34,0,0.00,0.00,0
2.194,14.70,-8.64,0.40,0.00,0.00,1,8.00,9.50,11.99,1404,0.00,5.00,-5.34,0,0.00,0.00,0
2.258,14.70,-8.64,0.40,0.00,0.00,1,6.00,9.55,11.99,1421,0.00,5.00,-5.34,0,0.00,0.00,0
2.338,14.59,-8.66,0.40,0.00,0.00,1,7.00,9.50,11.99,1412,0.00,5.00,-5.34,0,0.00,0.00,0
2.423,14.59,-8.68,0.40,0.00,0.00,1,6.00,9.37,11.99,1415,0.00,5.00,-5.34,0,0.00,0.00,0
2.486,14.70,-8.68,0.40,0.00,0.00,1,6.00,9.28,11.99,1428,0.00,5.00,-5.34,0,0.00,0.00,0
2.558,14.70,-8.74,0.40,0.00,0.00,1,7.00,9.37,11.99,1424,0.00,5.00,-5.34,0,0.00,0.00,0
2.632,14.59,-8.74,0.40,0.00,0.00,1,8.00,9.32,11.99,1416,0.00,5.00,-5.34,0,0.00,0.00,0
2.713,14.59,-8.74,0.39,0.00,0.00,1,6.50,9.37,11.99,1431,0.00,5.00,-5.34,0,0.00,0.00,0
2.775,14.47,-8.78,0.39,0.00,0.00,1,7.00,9.15,11.99,1424,0.00,5.00,-5.34,0,0.00,0.00,0
2.856,14.59,-8.82,0.39,0.00,0.00,1,7.00,9.15,11.99,1432,0.00,5.00,-5.34,0,0.00,0.00,0
2.919,14.59,-8.82,0.39,0.00,0.00,1,8.50,9.05,11.99,1418,0.00,5.00,-5.34,0,0.00,0.00,0
2.992,14.47,-8.84,0.39,0.00,0.00,1,7.50,9.15,11.99,1408,0.00,5.00,-5.34,2,0.00,0.00,0
3.066,14.59,-8.70,0.40,0.00,0.00,1,30.50,10.68,29.57,1449,0.00,5.00,-5.34,3,0.00,0.00,0
3.142,14.47,-8.49,0.41,0.00,0.00,1,32.00,10.43,30.62,1505,0.00,5.00,-5.34,4,0.00,0.00,0
3.217,13.44,-8.41,0.42,0.00,0.00,1,32.50,11.32,31.33,1543,0.00,5.00,-5.34,4,0.00,0.00,0
3.286,12.17,-8.43,0.43,0.00,0.00,1,33.50,11.99,32.38,1610,0.00,5.00,-5.34,4,0.00,0.00,0
3.364,11.94,-8.53,0.43,0.00,0.00,1,33.50,11.83,31.68,1604,0.00,5.00,-5.34,4,0.00,0.00,0
3.439,13.67,-8.53,0.45,0.00,0.00,1,33.00,12.16,32.38,1577,0.00,5.00,-5.34,4,0.00,0.00,0
3.507,14.81,-8.68,0.44,0.00,0.00,1,33.50,11.94,32.38,1587,0.00,5.00,-5.34,2,0.00,0.00,0
3.574,16.42,-8.95,0.43,0.00,0.00,1,34.00,11.02,32.73,1609,0.00,5.00,-5.34,0,0.00,0.00,0
3.647,16.77,-9.48,0.39,0.00,0.00,1,34.00,11.13,11.99,1656,0.00,5.00,-5.34,0,0.00,0.00,0
3.726,16.31,-9.82,0.36,0.00,0.00,1,12.00,8.11,11.99,1556,0.00,5.00,-5.34,0,0.00,0.00,0
3.794,15.73,-9.94,0.34,0.00,0.00,1,15.00,7.94,11.99,1516,0.00,5.00,-5.34,0,0.00,0.00,0
3.884,15.50,-10.04,0.33,0.00,0.00,1,19.50,7.40,11.99,1482,0.00,5.00,-5.34,0,0.00,0.00,0
3.939,14.93,-10.09,0.32,0.00,0.00,1,22.00,7.44,11.99,1439,0.00,5.00,-5.34,0,0.00,0.00,0
4.029,14.70,-10.07,0.32,0.00,0.00,1,22.00,7.36,11.99,1421,0.00,5.00,-5.34,0,0.00,0.00,0
4.092,14.59,-10.06,0.32,0.00,0.00,1,22.00,7.40,11.99,1390,0.00,5.00,-5.34,0,0.00,0.00,0
4.175,14.36,-10.00,0.32,0.00,0.00,1,22.00,7.36,11.99,1369,0.00,5.00,-5.34,0,0.00,0.00,0
4.237,14.13,-9.98,0.33,0.00,0.00,1,22.00,7.44,11.99,1301,0.00,5.00,-5.34,0,0.00,0.00,0
4.305,14.13,-9.94,0.33,0.00,0.00,1,22.00,7.36,11.99,1236,0.00,5.00,-5.34,0,0.00,0.00,0
4.379,14.24,-9.88,0.34,0.00,0.00,1,22.00,7.52,11.99,1212,0.00,5.00,-5.34,0,0.00,0.00,0
4.453,14.47,-9.77,0.36,0.00,0.00,1,22.00,7.64,11.99,1195,0.00,5.00,-5.34,0,0.00,0.00,0
4.540,14.59,-9.63,0.37,0.00,0.00,1,22.00,7.64,11.99,1167,0.00,5.00,-5.34,0,0.00,0.00,0
4.606,14.70,-9.51,0.37,0.00,0.00,1,22.00,7.64,11.99,1164,0.00,5.00,-5.34,0,0.00,0.00,0
4.671,14.70,-9.49,0.38,0.00,0.00,1,22.00,7.44,11.99,1180,0.00,5.00,-5.34,0,0.00,0.00,0
4.759,14.81,-9.49,0.38,0.00,0.00,1,22.00,7.27,11.99,1175,0.00,5.00,-5.34,0,0.00,0.00,0
4.821,14.70,-9.51,0.37,0.00,0.00,1,22.00,7.23,11.99,1169,0.00,5.00,-5.34,0,0.00,0.00,0
4.896,14.70,-9.51,0.37,0.00,0.00,1,22.00,7.08,11.99,1155,0.00,5.00,-5.34,0,0.00,0.00,0
4.965,14.59,-9.48,0.37,0.00,0.00,1,22.00,7.15,11.99,1139,0.00,5.00,-5.34,0,0.00,0.00,0
5.050,14.59,-9.42,0.37,0.00,0.00,1,22.00,6.88,11.99,1119,0.00,5.00,-5.34,0,0.00,0.00,0
5.114,14.59,-9.36,0.37,0.00,0.00,1,22.00,6.80,11.99,1112,0.00,5.00,-5.34,0,0.00,0.00,0
5.195,14.59,-9.30,0.37,0.00,0.00,1,22.00,6.96,11.99,1110,0.00,5.00,-5.34,0,0.00,0.00,0
5.259,14.70,-9.26,0.37,0.00,0.00,1,22.00,7.08,11.99,1110,0.00,5.00,-5.34,0,0.00,0.00,0
5.335,14.70,-9.15,0.38,0.00,0.00,1,22.00,7.20,11.99,1094,0.00,5.00,-5.34,0,0.00,0.00,0
5.402,14.81,-9.03,0.40,0.00,0.00,1,22.00,7.44,11.99,1042,0.00,5.00,-5.34,0,0.00,0.00,0
5.477,14.93,-8.88,0.41,0.00,0.00,1,22.00,7.86,11.99,1034,0.00,5.00,-5.34,0,0.00,0.00,0
5.562,15.16,-8.72,0.42,0.00,0.00,1,22.00,7.73,11.99,1142,0.00,5.00,-5.34,0,0.00,0.00,0
5.620,14.81,-8.86,0.41,0.00,0.00,1,12.50,7.36,11.99,1160,0.00,5.00,-5.34,0,0.00,0.00,0
5.706,14.59,-8.95,0.40,0.00,0.00,1,16.50,7.15,11.99,1124,0.00,5.00,-5.34,0,0.00,0.00,0
5.773,14.01,-9.03,0.40,0.00,0.00,1,17.50,7.40,11.99,1110,0.00,5.00,-5.34,0,0.00,0.00,0
5.846,14.01,-8.99,0.40,0.00,0.00,1,18.50,7.64,11.99,1114,0.00,5.00,-5.34,0,0.00,0.00,0
5.919,13.78,-8.93,0.41,0.00,0.00,1,19.00,7.73,11.99,1094,0.00,5.00,-5.34,0,0.00,0.00,0
5.986,14.13,-8.84,0.42,0.00,0.00,1,19.00,7.86,11.99,1087,0.00,5.00,-5.34,0,0.00,0.00,0
6.062,14.36,-8.70,0.42,0.00,0.00,1,19.00,8.02,11.99,1085,0.00,5.00,-5.34,0,0.00,0.00,0
6.135,14.59,-8.60,0.43,0.00,0.00,1,19.00,8.28,11.99,1041,0.00,5.00,-5.34,0,0.00,0.00,0
6.220,14.70,-8.43,0.45,0.00,0.00,1,22.00,9.05,11.99,1082,0.00,5.00,-5.34,0,0.00,0.00,0
6.286,15.16,-8.22,0.47,0.00,0.00,1,11.50,9.23,11.99,1134,0.00,5.00,-5.34,0,0.00,0.00,0
6.350,15.04,-8.30,0.46,0.00,0.00,1,8.50,8.36,11.99,1168,0.00,5.00,-5.34,0,0.00,0.00,0
6.437,15.04,-8.55,0.45,0.00,0.00,1,10.50,8.07,11.99,1152,0.00,5.00,-5.34,0,0.00,0.00,0
6.503,14.36,-8.62,0.44,0.00,0.00,1,11.00,8.40,11.99,1150,0.00,5.00,-5.34,0,0.00,0.00,0
6.579,14.24,-8.53,0.45,0.00,0.00,1,14.00,8.36,11.99,1126,0.00,5.00,-5.34,0,0.00,0.00,0
6.646,14.13,-8.47,0.45,0.00,0.00,1,14.00,8.74,11.99,1123,0.00,5.00,-5.34,0,0.00,0.00,0
6.720,14.36,-8.41,0.46,0.00,0.00,1,16.00,8.74,11.99,1104,0.00,5.00,-5.34,0,0.00,0.00,0
6.795,14.47,-8.31,0.47,0.00,0.00,1,17.00,9.01,11.99,1127,0.00,5.00,-5.34,0,0.00,0.00,0
6.862,14.70,-8.26,0.47,0.00,0.00,1,14.00,8.92,11.99,1121,0.00,5.00,-5.34,0,0.00,0.00,0
6.935,14.93,-8.24,0.47,0.00,0.00,1,15.00,8.97,11.99,1108,0.00,5.00,-5.34,0,0.00,0.00,0
7.008,15.04,-8.18,0.48,0.00,0.00,1,14.00,9.01,11.99,1120,0.00,5.00,-5.34,0,0.00,0.00,0
7.088,15.16,-8.16,0.48,0.00,0.00,1,13.00,9.10,11.99,1126,0.00,5.00,-5.34,0,0.00,0.00,0
7.162,15.16,-8.18,0.48,0.00,0.00,1,12.00,9.10,11.99,1136,0.00,5.00,-5.34,0,0.00,0.00,0
7.233,15.27,-8.18,0.48,0.00,0.00,1,12.00,9.01,11.99,1123,0.00,5.00,-5.34,0,0.00,0.00,0
7.306,15.27,-8.12,0.48,0.00,0.00,1,16.00,9.01,11.99,1102,0.00,4.91,-5.34,0,0.00,0.00,0
7.376,15.04,-8.06,0.49,0.00,0.00,1,14.50,9.23,11.99,1114,0.00,4.81,-5.34,0,0.00,0.00,0
7.454,15.16,-8.12,0.49,0.00,0.00,1,10.00,9.23,11.99,1147,0.00,4.95,-5.34,0,0.00,0.00,0
7.527,15.04,-8.16,0.48,0.00,0.00,1,12.00,8.92,11.99,1139,0.00,5.00,-5.34,0,0.00,0.00,0
7.595,15.16,-8.18,0.48,0.00,0.00,1,11.00,9.19,11.99,1151,0.00,5.00,-5.34,0,0.00,0.00,0
7.669,15.04,-8.26,0.48,0.00,0.00,1,10.50,9.15,11.99,1157,0.00,5.00,-5.34,0,0.00,0.00,0
7.742,14.93,-8.28,0.48,0.00,0.00,1,10.50,9.05,11.99,1159,0.00,5.00,-5.34,0,0.00,0.00,0
7.817,14.93,-8.30,0.47,0.00,0.00,1,12.50,9.01,11.99,1145,0.00,5.00,-5.34,0,0.00,0.00,0
7.894,14.81,-8.33,0.47,0.00,0.00,1,12.50,9.10,11.99,1157,0.00,5.00,-5.34,0,0.00,0.00,0
7.957,14.93,-8.31,0.47,0.00,0.00,1,10.50,8.97,11.99,1166,0.00,5.00,-5.34,0,0.00,0.00,0
8.032,14.81,-8.41,0.47,0.00,0.00,1,11.50,8.97,11.99,1162,0.00,5.00,-5.34,0,0.00,0.00,0
8.105,14.70,-8.47,0.46,0.00,0.00,1,12.00,8.66,11.99,1156,0.00,5.00,-5.34,0,0.00,0.00,0
8.191,14.70,-8.47,0.46,0.00,0.00,1,12.50,8.88,11.99,1154,0.00,5.00,-5.34,0,0.00,0.00,0
8.251,14.59,-8.47,0.46,0.00,0.00,1,14.00,8.88,11.99,1143,0.00,5.00,-5.34,0,0.00,0.00,0
8.328,14.70,-8.47,0.46,0.00,0.00,1,11.50,8.97,11.99,1164,0.00,5.00,-5.34,0,0.00,0.00,0
8.398,14.70,-8.51,0.46,0.00,0.00,1,11.50,8.79,11.99,1170,0.00,5.00,-5.34,0,0.00,0.00,0
8.474,14.70,-8.55,0.46,0.00,0.00,1,13.00,8.62,11.99,1153,0.00,5.00,-5.34,0,0.00,0.00,0
8.547,14.59,-8.53,0.45,0.00,0.00,1,14.00,8.49,11.99,1146,0.00,5.00,-5.34,0,0.00,0.00,0
8.623,14.59,-8.51,0.45,0.00,0.00,1,13.00,8.88,11.99,1157,0.00,5.00,-5.34,0,0.00,0.00,0
8.694,14.59,-8.53,0.45,0.00,0.00,1,14.50,8.36,11.99,1133,0.00,5.00,-5.34,0,0.00,0.00,0
8.775,14.59,-8.49,0.45,0.00,0.00,1,13.00,8.79,11.99,1152,0.00,5.00,-5.34,0,0.00,0.00,0
8.839,14.70,-8.55,0.45,0.00,0.00,1,14.00,8.57,11.99,1146,0.00,5.00,-5.34,0,0.00,0.00,0
8.921,14.59,-8.59,0.45,0.00,0.00,1,13.00,8.40,11.99,1152,0.00,5.00,-5.34,0,0.00,0.00,0
8.983,14.70,-8.57,0.45,0.00,0.00,1,12.00,8.49,11.99,1162,0.00,5.00,-5.34,0,0.00,0.00,0
9.057,14.59,-8.62,0.44,0.00,0.00,1,13.00,8.45,11.99,1156,0.00,5.00,-5.34,0,0.00,0.00,0
9.132,14.59,-8.68,0.44,0.00,0.00,1,13.00,8.45,11.99,1156,0.00,5.00,-5.34,0,0.00,0.00,0
9.206,14.59,-8.72,0.44,0.00,0.00,1,12.00,8.32,11.99,1166,0.00,5.00,-5.34,0,0.00,0.00,0
9.280,14.59,-8.74,0.43,0.00,0.00,1,13.00,8.19,11.99,1147,0.00,5.00,-5.34,0,0.00,0.00,0
9.352,14.59,-8.74,0.43,0.00,0.00,1,14.50,8.24,11.99,1157,0.00,5.00,-5.34,0,0.00,0.00,0
9.430,14.59,-8.74,0.43,0.00,0.00,1,15.00,8.24,11.99,1139,0.00,5.00,-5.34,0,0.00,0.00,0
9.499,14.47,-8.72,0.43,0.00,0.00,1,13.00,8.36,11.99,1150,0.00,5.00,-5.34,0,0.00,0.00,0
9.573,14.59,-8.76,0.43,0.00,0.00,1,15.00,8.15,11.99,1138,0.00,5.00,-5.34,0,0.00,0.00,0
9.647,14.59,-8.76,0.43,0.00,0.00,1,15.50,7.94,11.99,1135,0.00,5.00,-5.34,0,0.00,0.00,0
9.710,14.59,-8.72,0.43,0.00,0.00,1,14.50,8.15,11.99,1138,0.00,5.00,-5.34,0,0.00,0.00,0
9.784,14.59,-8.68,0.43,0.00,0.00,1,15.50,8.15,11.99,1124,0.00,5.00,-5.34,0,0.00,0.00,0
9.857,14.70,-8.66,0.43,0.00,0.00,1,15.50,8.24,11.99,1126,0.00,5.00,-5.34,0,0.00,0.00,0
9.941,14.70,-8.62,0.44,0.00,0.00,1,17.50,8.24,11.99,1104,0.00,5.00,-5.34,0,0.00,0.00,0
10.007,14.70,-8.59,0.43,0.00,0.00,1,14.00,8.15,11.99,1128,0.00,5.00,-5.34,0,0.00,0.00,0
10.076,14.70,-8.57,0.44,0.00,0.00,1,16.50,8.28,11.99,1110,0.00,5.00,-5.34,0,0.00,0.00,0
10.163,14.70,-8.53,0.44,0.00,0.00,1,15.00,8.40,11.99,1120,0.00,5.00,-5.34,0,0.00,0.00,0
10.226,14.70,-8.47,0.44,0.00,0.00,1,15.50,8.49,11.99,1116,0.00,5.00,-5.34,0,0.00,0.00,0
10.300,14.70,-8.45,0.45,0.00,0.00,1,16.50,8.49,11.99,1104,0.00,5.00,-5.34,0,0.00,0.00,0
10.373,14.93,-8.37,0.45,0.00,0.00,1,14.50,8.62,11.99,1118,0.00,5.00,-5.34,0,0.00,0.00,0
10.447,14.93,-8.35,0.46,0.00,0.00,1,15.00,8.62,11.99,1113,0.00,5.00,-5.34,0,0.00,0.00,0
10.525,14.93,-8.35,0.46,0.00,0.00,1,15.50,8.53,11.99,1111,0.00,5.00,-5.34,0,0.00,0.00,0
10.588,15.16,-8.37,0.46,0.00,0.00,1,13.50,8.57,11.99,1141,0.00,5.00,-5.34,0,0.00,0.00,0
10.663,15.04,-8.39,0.46,0.00,0.00,1,11.50,8.62,11.99,1128,0.00,5.00,-5.34,0,0.00,0.00,0
10.741,14.93,-8.39,0.46,0.00,0.00,1,14.00,8.57,11.99,1121,0.00,5.00,-5.34,0,0.00,0.00,0
10.815,14.81,-8.37,0.46,0.00,0.00,1,13.50,8.74,11.99,1125,0.00,5.00,-5.34,0,0.00,0.00,0
10.887,14.93,-8.35,0.46,0.00,0.00,1,12.50,8.79,11.99,1136,0.00,5.00,-5.34,0,0.00,0.00,0
10.961,14.81,-8.31,0.47,0.00,0.00,1,15.00,8.83,11.99,1098,0.00,5.00,-5.34,0,0.00,0.00,0
11.026,14.70,-8.28,0.47,0.00,0.00,1,13.00,8.83,11.99,1126,0.00,5.00,-5.34,0,0.00,0.00,0
11.104,14.70,-8.30,0.47,0.00,0.00,1,12.50,8.70,11.99,1143,0.00,5.00,-5.34,0,0.00,0.00,0
11.173,14.70,-8.35,0.46,0.00,0.00,1,11.50,8.61,11.99,1141,0.00,5.00,-5.34,0,0.00,0.00,0
11.257,14.81,-8.39,0.46,0.00,0.00,1,11.50,8.66,11.99,1136,0.00,5.00,-5.34,0,0.00,0.00,0
11.323,14.70,-8.41,0.46,0.00,0.00,1,12.00,8.74,11.99,1142,0.00,5.00,-5.34,0,0.00,0.00,0
11.396,14.70,-8.47,0.45,0.00,0.00,1,10.50,8.49,11.99,1158,0.00,5.00,-5.34,0,0.00,0.00,0
11.463,14.70,-8.49,0.45,0.00,0.00,1,10.50,8.57,11.99,1149,0.00,5.00,-5.34,0,0.00,0.00,0
11.539,14.47,-8.49,0.45,0.00,0.00,1,12.00,8.53,11.99,1148,0.00,5.00,-5.34,0,0.00,0.00,0
11.624,14.59,-8.51,0.45,0.00,0.00,1,15.50,8.61,11.99,1119,0.00,5.00,-5.34,0,0.00,0.00,0
11.698,14.47,-8.43,0.46,0.00,0.00,1,13.00,8.79,11.99,1142,0.00,5.00,-5.34,0,0.00,0.00,0
11.764,14.59,-8.43,0.46,0.00,0.00,1,11.50,8.74,11.99,1151,0.00,5.00,-5.34,0,0.00,0.00,0
11.842,14.59,-8.43,0.46,0.00,0.00,1,14.00,8.62,11.99,1132,0.00,5.00,-5.34,0,0.00,0.00,0
11.905,14.59,-8.43,0.46,0.00,0.00,1,14.00,8.53,11.99,1144,0.00,5.00,-5.34,0,0.00,0.00,0
11.985,14.59,-8.43,0.45,0.00,0.00,1,13.00,8.40,11.99,1138,0.00,5.00,-5.34,0,0.00,0.00,0
12.056,14.70,-8.43,0.45,0.00,0.00,1,15.50,8.61,11.99,1118,0.00,5.00,-5.34,0,0.00,0.00,0
12.134,14.70,-8.37,0.46,0.00,0.00,1,14.00,8.79,11.99,1130,0.00,5.00,-5.34,0,0.00,0.00,0
12.202,14.70,-8.41,0.46,0.00,0.00,1,12.50,8.57,11.99,1144,0.00,5.00,-5.34,0,0.00,0.00,0
12.270,14.70,-8.45,0.45,0.00,0.00,1,13.00,8.40,11.99,1136,0.00,5.00,-5.34,0,0.00,0.00,0
12.354,14.70,-8.45,0.45,0.00,0.00,1,12.00,8.57,11.99,1149,0.00,5.00,-5.34,0,0.00,0.00,0
12.413,14.70,-8.55,0.45,0.00,0.00,1,12.00,8.61,11.99,1149,0.00,5.00,-5.34,0,0.00,0.00,0
12.498,14.70,-8.60,0.45,0.00,0.00,1,11.00,8.40,11.99,1157,0.00,5.00,-5.34,0,0.00,0.00,0
12.562,14.70,-8.60,0.44,0.00,0.00,1,11.50,8.44,11.99,1155,0.00,5.00,-5.34,0,0.00,0.00,0
12.637,14.70,-8.62,0.44,0.00,0.00,1,14.00,8.44,11.99,1137,0.00,5.00,-5.34,0,0.00,0.00,0
12.710,14.59,-8.64,0.44,0.00,0.00,1,13.00,8.15,11.99,1146,0.00,5.00,-5.34,0,0.00,0.00,0
12.785,14.59,-8.62,0.44,0.00,0.00,1,12.00,8.36,11.99,1154,0.00,5.00,-5.34,0,0.00,0.00,0
12.859,14.47,-8.64,0.44,0.00,0.00,1,13.50,8.49,11.99,1142,0.00,5.00,-5.34,0,0.00,0.00,0
12.932,14.47,-8.62,0.44,0.00,0.00,1,14.50,8.40,11.99,1132,0.00,5.00,-5.34,0,0.00,0.00,0
13.015,14.47,-8.62,0.44,0.00,0.00,1,13.00,8.24,11.99,1143,0.00,5.00,-5.34,0,0.00,0.00,0
13.073,14.36,-8.60,0.44,0.00,0.00,1,12.50,8.49,11.99,1149,0.00,5.00,-5.34,0,0.00,0.00,0
13.156,14.47,-8.62,0.44,0.00,0.00,1,16.50,8.40,11.99,1118,0.00,5.00,-5.34,0,0.00,0.00,0
13.219,14.59,-8.59,0.44,0.00,0.00,1,13.00,8.36,11.99,1144,0.00,5.00,-5.34,0,0.00,0.00,0
13.294,14.59,-8.59,0.44,0.00,0.00,1,14.00,8.24,11.99,1132,0.00,5.00,-5.34,0,0.00,0.00,0
13.372,14.59,-8.64,0.44,0.00,0.00,1,15.00,8.15,11.99,1125,0.00,5.00,-5.34,0,0.00,0.00,0
13.454,14.59,-8.66,0.44,0.00,0.00,1,14.00,8.07,11.99,1131,0.00,5.00,-5.34,0,0.00,0.00,0
13.517,14.59,-8.64,0.44,0.00,0.00,1,15.00,8.24,11.99,1122,0.00,5.00,-5.34,0,0.00,0.00,0
13.582,14.47,-8.60,0.44,0.00,0.00,1,15.50,8.24,11.99,1116,0.00,5.00,-5.34,0,0.00,0.00,0
13.665,14.59,-8.57,0.44,0.00,0.00,1,14.00,8.40,11.99,1121,0.00,5.00,-5.34,0,0.00,0.00,0
13.728,14.59,-8.55,0.44,0.00,0.00,1,14.50,8.32,11.99,1121,0.00,5.00,-5.34,0,0.00,0.00,0
13.803,14.47,-8.57,0.44,0.00,0.00,1,13.50,8.15,11.99,1128,0.00,5.00,-5.34,0,0.00,0.00,0
13.876,14.59,-8.62,0.44,0.00,0.00,1,12.50,8.28,11.99,1140,0.00,5.00,-5.34,0,0.00,0.00,0
13.949,14.70,-8.62,0.44,0.00,0.00,1,15.50,8.19,11.99,1110,0.00,5.00,-5.34,0,0.00,0.00,0
14.022,14.59,-8.60,0.44,0.00,0.00,1,15.50,8.28,11.99,1108,0.00,5.00,-5.34,0,0.00,0.00,0
14.095,14.59,-8.57,0.44,0.00,0.00,1,12.00,8.32,11.99,1139,0.00,5.00,-5.34,0,0.00,0.00,0
14.176,14.59,-8.57,0.44,0.00,0.00,1,14.00,8.24,11.99,1120,0.00,5.00,-5.34,0,0.00,0.00,0
14.238,14.70,-8.55,0.44,0.00,0.00,1,15.50,8.02,11.99,1110,0.00,5.00,-5.34,0,0.00,0.00,0
14.315,14.70,-8.53,0.44,0.00,0.00,1,14.00,8.32,11.99,1118,0.00,5.00,-5.34,0,0.00,0.00,0
14.388,14.70,-8.47,0.44,0.00,0.00,1,14.00,8.32,11.99,1133,0.00,5.00,-5.34,0,0.00,0.00,0
14.463,14.70,-8.47,0.44,0.00,0.00,1,13.00,8.19,11.99,1126,0.00,5.00,-5.34,0,0.00,0.00,0
