Time (sec),AF Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.3.0-12522][2004 USDM Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
226.766,14.70,-8.84,0.33,0.00,0.00,6,12.00,3.97,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
226.839,14.70,-8.84,0.33,0.00,0.00,6,13.00,4.00,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
226.918,14.59,-8.82,0.33,0.00,0.00,6,11.00,4.00,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
226.982,14.70,-8.78,0.33,0.00,0.00,6,10.50,4.05,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
227.059,14.59,-8.82,0.33,0.00,0.00,6,12.50,3.97,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
227.133,14.70,-8.78,0.33,0.00,0.00,6,14.00,3.97,11.99,695,0.00,5.00,-5.34,0,0.00,0.00,0
227.197,14.59,-8.76,0.34,0.00,0.00,6,13.00,4.02,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
227.285,14.59,-8.70,0.34,0.00,0.00,6,12.00,4.05,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
227.349,14.59,-8.70,0.34,0.00,0.00,6,11.50,4.10,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
227.427,14.59,-8.72,0.34,0.00,0.00,6,12.50,4.02,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
227.492,14.59,-8.68,0.34,0.00,0.00,6,13.00,4.02,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
227.576,14.70,-8.66,0.34,0.00,0.00,6,13.00,4.11,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
227.640,14.70,-8.64,0.34,0.00,0.00,6,14.50,4.13,11.99,688,0.00,5.00,-5.34,0,0.00,0.00,0
227.721,14.70,-8.60,0.35,0.00,0.00,6,13.50,4.16,11.99,695,0.00,5.00,-5.34,0,0.00,0.00,0
227.786,14.70,-8.55,0.35,0.00,0.00,6,12.50,4.24,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
227.862,14.81,-8.59,0.35,0.00,0.00,6,9.50,4.21,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
227.935,14.70,-8.60,0.35,0.00,0.00,6,9.50,4.08,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
228.016,14.70,-8.68,0.34,0.00,0.00,6,10.50,4.00,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
228.084,14.70,-8.74,0.34,0.00,0.00,6,10.00,3.97,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
228.152,14.70,-8.78,0.33,0.00,0.00,6,9.00,3.97,11.99,742,0.00,5.00,-5.34,0,0.00,0.00,0
228.225,14.59,-8.82,0.33,0.00,0.00,6,11.50,3.90,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
228.301,14.59,-8.84,0.33,0.00,0.00,6,13.50,3.92,11.99,702,0.00,5.00,-5.34,0,0.00,0.00,0
228.376,14.47,-8.84,0.33,0.00,0.00,6,12.00,4.00,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
228.438,14.47,-8.78,0.33,0.00,0.00,6,11.00,4.00,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
228.514,14.47,-8.80,0.33,0.00,0.00,6,10.00,4.02,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
228.585,14.47,-8.84,0.33,0.00,0.00,6,11.00,3.95,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
228.668,14.47,-8.82,0.33,0.00,0.00,6,13.50,3.92,11.99,700,0.00,5.00,-5.34,0,0.00,0.00,0
228.733,14.47,-8.80,0.33,0.00,0.00,6,12.50,4.02,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
228.808,14.59,-8.76,0.34,0.00,0.00,6,11.50,4.05,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
228.883,14.47,-8.78,0.34,0.00,0.00,6,11.50,4.05,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
228.958,14.59,-8.76,0.34,0.00,0.00,6,11.00,4.00,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
229.031,14.59,-8.82,0.33,0.00,0.00,6,10.00,3.97,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
229.104,14.59,-8.84,0.33,0.00,0.00,6,11.00,3.92,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
229.176,14.70,-8.86,0.33,0.00,0.00,6,10.50,3.87,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
229.249,14.59,-8.88,0.33,0.00,0.00,6,11.50,3.92,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
229.322,14.70,-8.88,0.33,0.00,0.00,6,12.00,3.92,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
229.396,14.59,-8.88,0.33,0.00,0.00,6,11.50,3.92,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
229.465,14.47,-8.84,0.33,0.00,0.00,6,12.50,3.97,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
229.539,14.47,-8.84,0.33,0.00,0.00,6,13.00,4.02,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
229.611,14.59,-8.78,0.33,0.00,0.00,6,13.00,4.02,11.99,697,0.00,5.00,-5.34,0,0.00,0.00,0
229.684,14.59,-8.76,0.34,0.00,0.00,6,13.50,4.08,11.99,700,0.00,5.00,-5.34,0,0.00,0.00,0
229.762,14.47,-8.72,0.34,0.00,0.00,6,13.00,4.08,11.99,702,0.00,5.00,-5.34,0,0.00,0.00,0
229.835,14.59,-8.64,0.34,0.00,0.00,6,13.50,4.11,11.99,698,0.00,5.00,-5.34,0,0.00,0.00,0
229.899,14.47,-8.66,0.34,0.00,0.00,6,11.50,4.18,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
229.974,14.59,-8.66,0.34,0.00,0.00,6,10.50,4.02,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
230.052,14.70,-8.72,0.34,0.00,0.00,6,10.50,3.97,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
230.125,14.81,-8.76,0.34,0.00,0.00,6,12.00,3.95,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
230.198,14.70,-8.78,0.34,0.00,0.00,6,11.50,3.97,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
230.264,14.70,-8.76,0.34,0.00,0.00,6,10.50,4.00,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
230.345,14.70,-8.78,0.34,0.00,0.00,6,11.00,4.02,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
230.426,14.70,-8.76,0.34,0.00,0.00,6,11.50,4.02,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
230.492,14.59,-8.74,0.34,0.00,0.00,6,14.00,4.08,11.99,697,0.00,5.00,-5.34,0,0.00,0.00,0
230.565,14.59,-8.74,0.34,0.00,0.00,6,12.00,4.08,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
230.643,14.47,-8.68,0.34,0.00,0.00,6,11.50,4.05,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
230.707,14.36,-8.74,0.34,0.00,0.00,6,12.00,4.08,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
230.782,14.59,-8.74,0.34,0.00,0.00,6,11.50,3.97,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
230.854,14.59,-8.72,0.34,0.00,0.00,6,11.00,4.02,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
230.927,14.59,-8.74,0.34,0.00,0.00,6,10.00,4.08,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
231.002,14.59,-8.76,0.34,0.00,0.00,6,10.50,4.05,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
231.075,14.47,-8.82,0.33,0.00,0.00,6,10.50,3.97,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
231.142,14.59,-8.82,0.33,0.00,0.00,6,11.50,3.97,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
231.219,14.59,-8.84,0.33,0.00,0.00,6,11.50,3.97,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
231.292,14.70,-8.78,0.33,0.00,0.00,6,11.50,4.02,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
231.367,14.59,-8.84,0.33,0.00,0.00,6,10.00,4.08,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
231.441,14.59,-8.82,0.33,0.00,0.00,6,10.50,4.00,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
231.505,14.59,-8.78,0.33,0.00,0.00,6,12.50,4.02,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
231.578,14.59,-8.80,0.34,0.00,0.00,6,13.00,4.02,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
231.652,14.70,-8.74,0.34,0.00,0.00,6,12.50,4.11,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
231.728,14.70,-8.76,0.34,0.00,0.00,6,10.50,4.10,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
231.801,14.70,-8.76,0.34,0.00,0.00,6,10.50,4.08,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
231.878,14.59,-8.80,0.34,0.00,0.00,6,11.50,3.97,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
231.961,14.59,-8.82,0.33,0.00,0.00,6,11.50,3.97,11.99,738,0.00,5.00,-5.34,0,0.00,0.00,0
232.024,14.59,-8.86,0.33,0.00,0.00,6,9.50,3.87,11.99,741,0.00,5.00,-5.34,0,0.00,0.00,0
232.091,14.59,-8.89,0.33,0.00,0.00,6,10.50,3.82,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
232.174,14.59,-8.93,0.32,0.00,0.00,6,11.00,3.85,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
232.240,14.47,-8.93,0.32,0.00,0.00,6,12.50,3.87,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
232.320,14.47,-8.89,0.33,0.00,0.00,6,13.00,3.95,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
232.386,14.36,-8.91,0.33,0.00,0.00,6,11.50,3.97,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
232.460,14.36,-8.91,0.33,0.00,0.00,6,10.50,3.95,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
232.528,14.36,-8.95,0.33,0.00,0.00,6,12.00,3.82,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
232.612,14.47,-8.93,0.33,0.00,0.00,6,13.50,3.90,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
232.676,14.47,-8.88,0.33,0.00,0.00,6,11.50,3.92,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
232.759,14.47,-8.88,0.33,0.00,0.00,6,12.50,3.97,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
232.829,14.59,-8.84,0.33,0.00,0.00,6,14.00,3.97,11.99,696,0.00,5.00,-5.34,0,0.00,0.00,0
232.912,14.59,-8.84,0.33,0.00,0.00,6,13.50,4.02,11.99,701,0.00,5.00,-5.34,0,0.00,0.00,0
232.975,14.59,-8.78,0.33,0.00,0.00,6,13.00,4.00,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
233.040,14.70,-8.78,0.34,0.00,0.00,6,11.50,4.02,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
233.124,14.70,-8.76,0.34,0.00,0.00,6,13.00,4.00,11.99,702,0.00,5.00,-5.34,0,0.00,0.00,0
233.188,14.70,-8.74,0.34,0.00,0.00,6,13.50,4.08,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
233.263,14.70,-8.74,0.34,0.00,0.00,6,11.50,4.02,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
233.347,14.70,-8.74,0.34,0.00,0.00,6,11.50,4.00,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
233.409,14.70,-8.76,0.34,0.00,0.00,6,13.00,3.97,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
233.482,14.70,-8.74,0.34,0.00,0.00,6,11.50,4.02,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
233.555,14.70,-8.74,0.34,0.00,0.00,6,11.00,4.02,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
233.633,14.70,-8.74,0.34,0.00,0.00,6,12.50,4.02,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
233.696,14.70,-8.74,0.34,0.00,0.00,6,11.50,4.02,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
233.770,14.70,-8.72,0.34,0.00,0.00,6,12.00,4.08,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
233.844,14.70,-8.68,0.34,0.00,0.00,6,12.00,4.08,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
233.917,14.70,-8.72,0.34,0.00,0.00,6,10.50,4.08,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
233.990,14.70,-8.70,0.34,0.00,0.00,6,11.50,4.02,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
234.067,14.59,-8.74,0.34,0.00,0.00,6,12.00,4.02,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
234.137,14.70,-8.68,0.34,0.00,0.00,6,11.50,4.08,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
234.220,14.70,-8.74,0.34,0.00,0.00,6,10.00,4.13,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
234.284,14.59,-8.72,0.34,0.00,0.00,6,11.50,4.08,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
234.361,14.59,-8.68,0.34,0.00,0.00,6,13.00,4.08,11.99,701,0.00,5.00,-5.34,0,0.00,0.00,0
234.434,14.47,-8.66,0.34,0.00,0.00,6,12.00,4.18,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
234.517,14.59,-8.64,0.35,0.00,0.00,6,10.50,4.21,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
234.574,14.47,-8.64,0.35,0.00,0.00,6,11.00,4.21,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
234.649,14.59,-8.62,0.35,0.00,0.00,6,11.50,4.18,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
234.722,14.59,-8.64,0.35,0.00,0.00,6,11.00,4.18,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
234.797,14.59,-8.64,0.35,0.00,0.00,6,9.50,4.18,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
234.865,14.70,-8.66,0.35,0.00,0.00,6,9.50,4.16,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
234.947,14.59,-8.68,0.34,0.00,0.00,6,10.00,4.13,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
235.015,14.70,-8.74,0.34,0.00,0.00,6,10.50,4.08,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
235.093,14.59,-8.76,0.34,0.00,0.00,6,10.00,4.05,11.99,739,0.00,5.00,-5.34,0,0.00,0.00,0
235.163,14.59,-8.76,0.34,0.00,0.00,6,10.00,4.00,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
235.236,14.47,-8.84,0.34,0.00,0.00,6,11.00,4.00,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
235.308,14.59,-8.78,0.33,0.00,0.00,6,13.00,4.00,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
235.385,14.47,-8.84,0.33,0.00,0.00,6,11.50,4.02,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
235.458,14.47,-8.82,0.33,0.00,0.00,6,10.00,4.02,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
235.524,14.59,-8.84,0.33,0.00,0.00,6,10.50,3.97,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
235.597,14.47,-8.86,0.33,0.00,0.00,6,10.50,3.97,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
235.670,14.59,-8.88,0.33,0.00,0.00,6,11.50,3.97,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
235.745,14.36,-8.91,0.33,0.00,0.00,6,12.00,3.97,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
235.818,14.47,-8.88,0.33,0.00,0.00,6,11.50,3.97,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
235.895,14.47,-8.89,0.33,0.00,0.00,6,12.00,3.97,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
235.967,14.59,-8.86,0.33,0.00,0.00,6,15.50,3.97,11.99,688,0.00,5.00,-5.34,0,0.00,0.00,0
236.043,14.59,-8.84,0.34,0.00,0.00,6,14.00,3.97,11.99,697,0.00,5.00,-5.34,0,0.00,0.00,0
236.121,14.59,-8.80,0.34,0.00,0.00,6,14.00,4.05,11.99,701,0.00,5.00,-5.34,0,0.00,0.00,0
236.184,14.59,-8.74,0.34,0.00,0.00,6,13.00,4.05,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
236.259,14.47,-8.74,0.34,0.00,0.00,6,11.50,4.13,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
236.327,14.59,-8.74,0.34,0.00,0.00,6,11.50,3.97,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
236.402,14.59,-8.80,0.34,0.00,0.00,6,11.00,3.97,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
236.481,14.59,-8.80,0.33,0.00,0.00,6,11.50,3.95,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
236.562,14.59,-8.84,0.33,0.00,0.00,6,11.00,3.97,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
236.627,14.59,-8.82,0.33,0.00,0.00,6,11.50,3.97,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
236.693,14.59,-8.80,0.34,0.00,0.00,6,13.00,4.02,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
236.772,14.47,-8.80,0.34,0.00,0.00,6,13.00,4.02,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
236.838,14.59,-8.74,0.34,0.00,0.00,6,13.00,4.08,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
236.913,14.47,-8.76,0.34,0.00,0.00,6,11.50,4.13,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
236.987,14.59,-8.74,0.34,0.00,0.00,6,11.50,4.02,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
237.062,14.59,-8.76,0.34,0.00,0.00,6,11.50,4.02,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
237.144,14.59,-8.76,0.34,0.00,0.00,6,11.00,3.97,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
237.207,14.70,-8.76,0.34,0.00,0.00,6,10.50,3.95,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
237.280,14.59,-8.78,0.33,0.00,0.00,6,10.50,3.95,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
237.354,14.59,-8.84,0.33,0.00,0.00,6,10.50,3.92,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
237.432,14.47,-8.86,0.33,0.00,0.00,6,11.50,3.95,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
237.495,14.59,-8.88,0.33,0.00,0.00,6,11.00,3.95,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
237.569,14.47,-8.88,0.33,0.00,0.00,6,10.50,3.95,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
237.646,14.47,-8.84,0.33,0.00,0.00,6,12.00,3.97,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
237.722,14.36,-8.84,0.33,0.00,0.00,6,13.50,4.00,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
237.795,14.59,-8.82,0.33,0.00,0.00,6,14.00,4.02,11.99,694,0.00,5.00,-5.34,0,0.00,0.00,0
237.873,14.59,-8.76,0.34,0.00,0.00,6,13.00,4.08,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
237.940,14.59,-8.72,0.34,0.00,0.00,6,12.50,4.13,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
238.016,14.59,-8.68,0.34,0.00,0.00,6,12.50,4.10,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
238.082,14.59,-8.70,0.34,0.00,0.00,6,11.00,4.08,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
238.163,14.70,-8.70,0.34,0.00,0.00,6,10.50,4.02,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
238.225,14.81,-8.78,0.34,0.00,0.00,6,11.50,3.92,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
238.309,14.70,-8.76,0.34,0.00,0.00,6,11.50,3.97,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
238.373,14.70,-8.78,0.34,0.00,0.00,6,11.50,4.00,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
238.446,14.70,-8.76,0.34,0.00,0.00,6,11.50,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
238.519,14.70,-8.78,0.34,0.00,0.00,6,11.50,4.05,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
238.604,14.70,-8.76,0.34,0.00,0.00,6,11.50,4.08,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
238.667,14.70,-8.74,0.34,0.00,0.00,6,13.50,4.08,11.99,699,0.00,5.00,-5.34,0,0.00,0.00,0
238.742,14.70,-8.74,0.34,0.00,0.00,6,12.00,4.08,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
238.810,14.59,-8.68,0.34,0.00,0.00,6,11.50,4.16,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
238.892,14.70,-8.68,0.34,0.00,0.00,6,13.00,4.13,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
238.955,14.70,-8.66,0.34,0.00,0.00,6,11.00,4.10,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
239.029,14.70,-8.68,0.34,0.00,0.00,6,10.00,4.08,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
239.103,14.70,-8.70,0.34,0.00,0.00,6,10.50,4.08,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
239.186,14.70,-8.72,0.34,0.00,0.00,6,11.50,4.02,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
239.251,14.70,-8.74,0.34,0.00,0.00,6,12.00,4.08,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
239.333,14.70,-8.68,0.34,0.00,0.00,6,11.00,4.10,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
239.395,14.70,-8.72,0.34,0.00,0.00,6,10.50,4.13,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
239.472,14.59,-8.70,0.34,0.00,0.00,6,10.50,4.13,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
239.546,14.59,-8.74,0.34,0.00,0.00,6,10.50,4.02,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
239.620,14.47,-8.78,0.34,0.00,0.00,6,11.00,3.97,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
239.694,14.59,-8.78,0.34,0.00,0.00,6,11.00,4.00,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
239.767,14.47,-8.78,0.34,0.00,0.00,6,11.50,4.02,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
239.846,14.59,-8.76,0.34,0.00,0.00,6,12.50,4.05,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
239.910,14.47,-8.76,0.34,0.00,0.00,6,13.00,4.08,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
239.982,14.59,-8.68,0.34,0.00,0.00,6,13.00,4.13,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
240.055,14.59,-8.68,0.34,0.00,0.00,6,11.50,4.18,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
240.133,14.47,-8.66,0.34,0.00,0.00,6,11.50,4.18,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
240.197,14.70,-8.68,0.34,0.00,0.00,6,12.00,4.08,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
240.284,14.59,-8.68,0.34,0.00,0.00,6,10.50,4.08,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
240.346,14.70,-8.68,0.34,0.00,0.00,6,11.00,4.08,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
240.425,14.70,-8.74,0.34,0.00,0.00,6,11.50,4.08,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
240.489,14.70,-8.68,0.34,0.00,0.00,6,12.00,4.10,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
240.573,14.70,-8.74,0.34,0.00,0.00,6,10.50,4.08,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
240.638,14.59,-8.72,0.34,0.00,0.00,6,10.00,4.13,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
240.712,14.59,-8.74,0.34,0.00,0.00,6,11.00,4.08,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
240.784,14.47,-8.76,0.34,0.00,0.00,6,10.50,4.02,11.99,737,0.00,5.00,-5.34,0,0.00,0.00,0
240.862,14.59,-8.80,0.34,0.00,0.00,6,9.50,4.02,11.99,741,0.00,5.00,-5.34,0,0.00,0.00,0
240.934,14.47,-8.82,0.33,0.00,0.00,6,11.00,4.02,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
241.009,14.47,-8.82,0.33,0.00,0.00,6,12.00,4.02,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
241.078,14.47,-8.84,0.33,0.00,0.00,6,11.00,4.02,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
241.162,14.47,-8.84,0.33,0.00,0.00,6,10.50,4.02,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
241.225,14.59,-8.88,0.33,0.00,0.00,6,10.00,3.97,11.99,740,0.00,5.00,-5.34,0,0.00,0.00,0
241.302,14.47,-8.86,0.33,0.00,0.00,6,12.50,3.97,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
241.365,14.59,-8.84,0.33,0.00,0.00,6,14.50,3.97,11.99,695,0.00,5.00,-5.34,0,0.00,0.00,0
241.439,14.47,-8.82,0.33,0.00,0.00,6,13.50,4.02,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
241.513,14.59,-8.80,0.33,0.00,0.00,6,11.50,3.97,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
241.593,14.59,-8.84,0.33,0.00,0.00,6,11.50,3.92,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
241.657,14.59,-8.84,0.33,0.00,0.00,6,13.00,3.90,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
241.732,14.47,-8.84,0.33,0.00,0.00,6,13.50,3.95,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
241.809,14.70,-8.84,0.33,0.00,0.00,6,12.00,3.97,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
241.882,14.70,-8.84,0.33,0.00,0.00,6,10.50,4.02,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
