Time (sec),AF Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.3.0-12522][2004 USDM Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
6.279,14.36,-3.73,0.87,0.00,0.00,1,29.00,23.16,28.16,1529,0.00,-0.55,-4.25,13,0.00,0.11,0
6.347,14.36,-3.48,0.89,0.00,0.00,1,27.00,22.87,26.05,1468,-0.93,-0.93,-4.25,13,0.00,0.11,0
6.415,14.36,-3.15,0.92,0.00,0.00,1,25.50,22.49,23.24,1418,0.00,-1.29,-4.25,13,0.00,0.11,0
6.494,14.36,-2.88,0.93,0.00,0.00,1,23.50,21.93,22.54,1361,0.00,-1.61,-4.25,13,0.00,0.11,0
6.562,14.36,-2.80,0.93,0.00,0.00,1,24.50,21.65,26.41,1404,0.00,-1.82,-4.25,13,0.00,0.11,0
6.635,14.13,-3.11,0.90,0.00,0.00,1,28.50,22.12,30.27,1554,0.00,-1.56,-4.25,13,0.00,0.11,0
6.711,14.47,-3.52,0.87,0.00,0.00,1,30.50,22.58,31.33,1617,0.00,-0.73,-4.25,13,0.00,0.11,0
6.787,14.70,-3.73,0.86,0.00,0.00,1,31.00,23.56,32.03,1671,0.00,-0.52,-4.25,13,0.00,0.11,0
6.864,14.81,-3.85,0.85,0.00,0.00,1,32.00,23.56,32.73,1743,0.00,-0.18,-4.18,13,0.00,0.42,0
6.932,14.81,-4.10,0.83,0.00,0.00,1,33.00,24.17,33.44,1835,0.00,0.00,-4.18,13,0.00,0.42,0
7.007,14.59,-4.23,0.81,0.00,0.00,1,33.50,24.48,33.79,1877,0.00,0.00,-4.16,13,0.00,0.42,0
7.072,14.59,-4.31,0.80,0.00,0.00,1,34.00,24.58,34.14,1887,0.00,0.00,-4.16,13,0.00,0.42,0
7.161,14.59,-4.41,0.79,0.00,0.00,1,34.00,24.98,34.49,1936,0.56,0.50,-4.14,14,0.39,0.77,0
7.219,14.59,-4.20,0.80,0.00,0.00,1,34.50,27.65,34.84,1998,0.00,1.55,-3.17,14,1.96,3.77,0
7.293,14.47,-4.02,0.81,0.00,0.00,1,34.50,28.47,34.84,2078,0.00,1.40,-3.07,15,3.14,4.08,0
7.372,14.59,-3.98,0.82,0.00,0.00,1,34.50,28.47,34.84,2078,0.00,1.36,-3.07,15,3.92,4.08,0
7.455,14.70,-3.93,0.82,0.00,0.00,1,34.50,29.19,34.84,2145,0.00,1.51,-2.96,15,3.92,4.38,0
7.512,14.70,-4.14,0.81,0.00,0.00,1,35.50,29.71,35.55,2264,0.00,1.82,-2.88,15,4.31,4.38,0
7.593,14.59,-4.33,0.80,0.00,0.00,1,35.50,30.68,35.55,2286,0.00,2.15,-2.78,15,4.71,4.69,0
7.656,14.47,-4.39,0.80,0.00,0.00,1,35.50,30.89,35.55,2302,0.00,2.57,-2.67,15,5.10,5.09,0
7.739,14.36,-4.35,0.81,0.00,0.00,1,35.50,31.32,35.90,2304,0.00,2.48,-2.67,16,5.10,5.48,0
7.806,14.36,-4.23,0.82,0.00,0.00,1,35.50,32.62,35.90,2406,0.00,4.62,-1.80,17,9.80,12.75,0
7.887,14.47,-4.04,0.84,0.00,0.00,1,35.50,35.84,35.55,2508,0.00,5.00,-1.26,17,14.90,17.79,0
7.951,14.47,-3.94,0.86,0.00,0.00,1,35.50,36.30,35.55,2505,0.00,4.72,-1.26,17,17.65,17.82,0
8.037,14.36,-3.81,0.87,0.00,0.00,1,35.50,36.99,35.20,2529,0.00,4.86,-1.12,17,17.65,18.98,0
8.104,14.59,-3.81,0.87,0.00,0.00,1,35.50,37.46,35.20,2648,0.00,5.00,-1.06,17,18.82,23.85,0
8.181,14.36,-4.02,0.85,0.00,0.00,1,35.50,38.15,35.55,2744,0.00,5.00,-1.10,17,23.92,27.79,0
8.243,14.24,-4.12,0.84,0.00,0.00,1,35.50,38.15,35.55,2744,0.00,5.00,-1.10,17,27.84,27.79,0
8.324,14.47,-4.10,0.84,0.00,0.00,1,35.50,38.63,35.55,2747,0.00,5.00,-0.99,17,27.84,27.94,0
8.398,14.47,-4.16,0.84,0.00,0.00,1,35.50,39.12,35.90,2818,0.00,5.00,-1.01,17,30.20,30.93,0
8.466,14.36,-4.27,0.82,0.00,0.00,1,35.50,39.24,36.25,2925,0.00,5.00,-1.04,17,30.98,31.25,0
8.549,14.24,-4.29,0.81,0.00,0.00,1,36.00,39.74,36.25,2957,0.00,5.00,-1.04,17,31.37,31.16,0
8.612,14.24,-4.25,0.81,0.00,0.00,1,36.00,40.24,36.25,2958,0.00,5.00,-1.04,17,30.98,31.39,0
8.695,14.36,-4.25,0.80,0.00,0.00,1,36.00,38.42,36.25,3091,0.00,5.00,-1.10,17,31.37,32.07,0
8.763,14.36,-4.35,0.79,0.00,0.00,1,36.50,41.35,36.60,3140,0.00,5.00,-1.12,17,32.16,32.41,0
8.845,14.36,-4.39,0.79,0.00,0.00,1,36.50,41.61,36.60,3190,0.00,5.00,-1.04,17,32.55,32.74,0
8.908,14.13,-4.43,0.78,0.00,0.00,1,36.50,41.73,36.60,3206,0.00,5.00,-1.04,17,32.94,32.85,0
8.988,14.24,-4.52,0.78,0.00,0.00,1,36.50,42.35,36.95,3276,0.00,5.00,-1.08,17,33.33,33.43,0
9.050,14.47,-4.62,0.77,0.00,0.00,1,36.50,42.35,36.95,3305,0.00,5.00,-1.10,17,33.33,33.82,0
9.130,14.47,-4.70,0.77,0.00,0.00,1,36.50,43.09,36.95,3354,0.00,5.00,-1.16,17,33.73,34.08,0
9.206,14.47,-4.83,0.76,0.00,0.00,1,36.50,42.85,37.30,3417,0.00,5.00,-1.16,17,34.12,34.16,0
9.268,14.36,-4.89,0.75,0.00,0.00,1,37.00,43.84,37.30,3478,0.00,5.00,-1.20,17,34.12,34.44,0
9.347,14.36,-4.99,0.75,0.00,0.00,1,37.00,43.59,37.30,3541,0.00,5.00,-1.24,17,34.51,34.81,0
9.420,14.47,-5.14,0.74,0.00,0.00,1,37.50,43.71,37.66,3600,0.00,5.00,-1.28,17,34.90,35.16,0
9.489,14.36,-5.26,0.73,0.00,0.00,1,38.00,44.47,37.66,3626,0.00,5.00,-1.30,17,35.29,35.16,0
9.567,14.47,-5.34,0.73,0.00,0.00,1,38.00,44.33,38.01,3628,0.00,5.00,-1.30,17,35.29,35.16,0
9.643,14.47,-5.38,0.73,0.00,0.00,1,38.00,45.02,38.71,3671,0.00,5.00,-1.31,17,35.29,35.16,0
9.707,14.47,-5.53,0.72,0.00,0.00,1,39.00,44.60,39.41,3735,0.00,5.00,-1.35,17,35.29,35.16,0
9.785,14.47,-5.63,0.71,0.00,0.00,1,39.00,45.15,39.41,3778,0.00,5.00,-1.37,17,35.29,35.16,0
9.861,14.47,-5.70,0.71,0.00,0.00,1,39.00,44.87,39.77,3801,0.00,5.00,-1.39,17,35.29,35.16,0
9.934,14.47,-5.74,0.70,0.00,0.00,1,39.50,44.60,40.12,3878,0.00,5.00,-1.43,17,35.29,35.16,0
10.011,14.47,-5.82,0.69,0.00,0.00,1,40.00,44.87,40.82,3918,0.00,5.00,-1.45,17,35.29,35.16,0
10.074,14.47,-5.92,0.68,0.00,0.00,6,40.50,44.87,41.17,3962,0.00,5.00,-1.76,16,35.29,35.16,0
10.153,14.36,-6.28,0.66,0.00,0.00,6,41.00,41.98,41.52,3994,0.00,5.00,-2.75,16,35.29,35.16,0
10.220,13.90,-6.75,0.62,0.00,0.00,6,41.50,40.36,41.88,3978,0.00,5.00,-3.04,16,35.29,35.16,0
10.298,13.90,-6.98,0.60,0.00,0.00,6,41.50,39.12,41.88,4002,0.00,5.00,-3.04,16,35.29,35.16,0
10.373,14.24,-7.19,0.58,0.00,0.00,6,42.00,39.00,42.23,4087,0.00,5.00,-3.17,16,35.29,35.16,0
10.438,14.59,-7.44,0.56,0.00,0.00,6,42.00,37.92,42.23,4112,0.00,5.00,-3.31,15,35.29,35.16,0
10.511,14.47,-7.72,0.54,0.00,0.00,6,42.00,37.11,42.58,4141,0.00,5.00,-4.87,14,35.29,35.16,0
10.595,14.47,-8.33,0.49,0.00,0.00,6,42.50,35.69,42.58,4080,0.00,5.00,-5.26,13,35.29,35.16,0
10.663,13.78,-8.62,0.46,0.00,0.00,6,42.50,30.03,42.58,4105,0.00,5.00,-5.26,13,35.29,35.16,0
10.738,14.47,-8.86,0.44,0.00,0.00,6,42.50,29.60,42.58,4166,0.00,5.00,-5.41,13,35.29,35.16,0
10.816,14.70,-8.99,0.43,0.00,0.00,6,42.50,29.29,42.58,4173,0.00,5.00,-5.41,13,35.29,35.16,0
10.884,14.81,-9.13,0.42,0.00,0.00,6,42.50,28.98,42.58,4190,0.00,5.00,-5.41,13,35.29,35.16,0
10.952,14.81,-9.15,0.42,0.00,0.00,6,42.50,28.57,42.58,4120,0.00,5.00,-5.69,13,35.29,35.16,0
11.036,14.70,-9.18,0.41,0.00,0.00,6,42.50,28.16,42.58,4148,0.00,5.00,-5.69,13,35.29,35.16,0
11.104,14.59,-9.28,0.40,0.00,0.00,6,42.50,27.85,42.58,4185,0.00,5.00,-5.69,13,35.29,35.16,0
11.172,14.59,-9.34,0.40,0.00,0.00,6,42.50,27.75,42.58,4228,0.00,5.00,-5.84,13,35.29,35.16,0
11.245,14.47,-9.42,0.39,0.00,0.00,6,42.50,27.13,42.58,4169,0.00,5.00,-5.98,13,35.29,35.16,0
11.322,14.36,-9.48,0.39,0.00,0.00,6,42.50,26.41,42.58,4136,0.00,5.00,-6.11,12,35.29,35.16,0
11.404,14.24,-9.51,0.38,0.00,0.00,6,42.50,26.11,42.58,4100,0.00,5.00,-6.25,12,35.29,35.16,0
11.462,14.36,-9.53,0.38,0.00,0.00,6,42.50,26.31,42.58,4144,0.00,5.00,-6.25,12,35.29,35.16,0
11.545,14.59,-9.59,0.38,0.00,0.00,6,42.50,25.70,42.58,4136,0.00,5.00,-6.40,12,35.29,35.16,0
11.609,14.47,-9.65,0.37,0.00,0.00,6,42.50,25.70,42.58,4185,0.00,5.00,-6.54,12,35.29,35.16,0
11.688,14.47,-9.75,0.36,0.00,0.00,6,42.50,25.50,42.58,4173,0.00,5.00,-6.67,12,35.29,35.16,0
11.760,14.47,-9.80,0.36,0.00,0.00,6,42.50,25.09,42.58,4185,0.00,5.00,-6.83,11,35.29,35.16,0
11.827,14.36,-9.92,0.35,0.00,0.00,6,42.50,23.06,42.58,4183,0.00,3.60,-7.79,9,35.29,35.16,0
11.905,14.13,-10.33,0.32,0.00,0.00,6,42.50,18.68,42.58,4173,0.00,4.07,-8.10,8,35.29,35.16,0
11.982,13.32,-10.71,0.27,0.00,0.00,6,42.50,16.89,42.58,4098,0.00,4.77,-8.10,8,35.29,35.16,0
12.055,13.21,-10.91,0.25,0.00,0.00,6,42.50,15.64,42.58,4071,0.00,5.00,-8.10,6,35.29,35.16,0
12.129,14.01,-11.25,0.22,0.00,0.00,6,42.50,13.10,42.58,3987,0.00,5.00,-8.10,5,35.29,35.16,0
12.202,14.36,-11.43,0.19,0.00,0.00,6,42.50,12.49,42.58,4062,0.00,5.00,-8.10,5,35.29,35.16,0
12.286,13.78,-11.56,0.18,0.00,0.00,6,42.50,12.38,42.58,4132,0.00,5.00,-8.10,0,35.29,35.16,0
12.339,13.44,-12.16,0.14,0.00,0.00,6,42.50,9.68,11.99,4087,0.00,5.00,-8.10,0,35.29,35.16,0
12.421,13.67,-11.99,0.11,0.00,0.00,6,11.50,6.02,11.99,3882,0.00,5.00,-7.95,0,0.00,35.16,0
12.492,15.85,-11.91,0.10,0.00,0.00,6,11.50,5.96,11.99,3884,0.00,5.00,-7.89,0,0.00,35.16,0
12.576,17.23,-11.97,0.09,0.00,0.00,1,11.50,5.50,11.99,3937,0.00,5.00,-7.95,0,0.00,35.16,0
12.635,19.52,-11.83,0.09,0.00,0.00,1,11.50,6.21,11.99,3906,0.00,5.00,-7.93,0,0.00,35.16,0
12.719,22.85,-11.78,0.10,0.00,0.00,1,11.50,7.27,11.99,3796,0.00,5.00,-7.77,0,0.00,35.16,0
12.785,25.04,-11.72,0.11,0.00,0.00,1,11.50,7.44,11.99,3737,0.00,5.00,-7.60,0,0.00,35.16,0
12.853,25.38,-11.72,0.12,0.00,0.00,1,11.50,7.27,11.99,3728,0.00,5.00,-7.58,0,0.00,35.16,0
12.937,25.38,-11.78,0.11,0.00,0.00,1,11.50,6.96,11.99,3724,0.00,5.00,-7.50,0,0.00,35.16,0
13.004,25.38,-11.81,0.11,0.00,0.00,1,11.50,6.92,11.99,3689,0.00,5.00,-7.41,0,0.00,35.16,0
13.079,24.46,-11.81,0.11,0.00,0.00,1,11.50,6.80,11.99,3575,0.00,5.00,-7.31,0,0.00,35.01,0
13.149,23.89,-11.81,0.11,0.00,0.00,1,11.50,6.56,11.99,3536,0.00,5.00,-7.25,0,0.00,34.78,0
13.232,24.12,-11.81,0.11,0.00,0.00,1,11.50,6.52,11.99,3518,0.00,5.00,-7.25,0,0.00,34.80,0
13.295,24.00,-11.80,0.11,0.00,0.00,1,11.50,6.48,11.99,3526,0.00,5.00,-7.23,0,0.00,34.72,0
13.369,23.89,-11.80,0.11,0.00,0.00,1,11.50,6.48,11.99,3480,0.00,5.00,-7.14,0,0.00,34.06,0
13.438,23.89,-11.95,0.11,0.00,0.00,1,11.50,6.56,11.99,3428,0.00,5.00,-7.02,0,0.00,34.79,0
13.523,23.66,-11.18,0.14,0.00,0.00,1,11.50,8.31,11.99,3366,0.00,5.00,-6.92,0,0.00,33.72,0
13.588,23.66,-11.49,0.15,0.00,0.00,1,11.50,8.66,11.99,3356,0.00,5.00,-6.86,0,0.00,33.52,0
13.667,23.54,-11.60,0.13,0.00,0.00,1,11.50,6.48,11.99,3304,0.00,5.00,-6.83,0,0.00,33.42,0
13.733,24.12,-11.64,0.12,0.00,0.00,1,11.50,6.64,11.99,3274,0.00,5.00,-6.77,0,0.00,33.24,0
13.811,23.89,-11.60,0.12,0.00,0.00,1,11.50,6.52,11.99,3175,0.00,5.00,-6.59,0,0.00,32.64,0
13.884,23.89,-11.56,0.12,0.00,0.00,1,11.50,6.52,11.99,3126,0.00,5.00,-6.50,0,0.00,32.30,0
13.950,24.00,-11.52,0.13,0.00,0.00,1,11.50,6.48,11.99,3081,0.00,5.00,-6.46,0,0.00,32.15,0
14.035,23.66,-11.52,0.13,0.00,0.00,1,11.50,6.37,11.99,3054,0.00,5.00,-6.38,0,0.00,31.57,0
14.097,24.00,-11.51,0.13,0.00,0.00,1,11.50,6.33,11.99,3019,0.00,5.00,-6.19,0,0.00,31.20,0
14.174,24.00,-11.51,0.13,0.00,0.00,1,11.50,6.40,11.99,2938,0.00,5.00,-6.01,0,0.00,30.69,0
14.251,24.46,-11.51,0.13,0.00,0.00,1,11.50,6.33,11.99,2890,0.00,5.00,-5.92,0,0.00,30.41,0
14.332,23.77,-11.51,0.13,0.00,0.00,1,11.50,6.24,11.99,2804,0.00,5.00,-5.82,0,0.00,30.11,0
14.390,24.12,-11.52,0.13,0.00,0.00,1,11.50,6.24,11.99,2756,0.00,5.00,-5.70,0,0.00,27.45,0
14.467,23.77,-11.52,0.14,0.00,0.00,1,11.50,6.21,11.99,2704,0.00,5.00,-5.59,0,0.00,24.27,0
14.537,24.35,-11.54,0.14,0.00,0.00,1,11.50,6.17,11.99,2658,0.00,5.00,-5.49,0,0.00,21.57,0
