Time (sec),AF Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.3.0-12522][2004 USDM Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
0.849,14.70,-9.32,0.33,0.00,0.00,6,10.50,6.88,11.99,1289,0.00,5.00,-5.34,0,0.00,0.00,0
0.928,14.81,-9.32,0.33,0.00,0.00,6,13.00,6.96,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
0.991,14.70,-9.30,0.33,0.00,0.00,6,12.00,6.96,11.99,1288,0.00,5.00,-5.34,0,0.00,0.00,0
1.066,14.81,-9.32,0.33,0.00,0.00,6,11.00,6.96,11.99,1283,0.00,5.00,-5.34,0,0.00,0.00,0
1.129,14.70,-9.34,0.33,0.00,0.00,6,13.00,6.92,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
1.205,14.70,-9.32,0.33,0.00,0.00,1,11.00,6.96,11.99,1284,0.00,5.00,-5.34,0,0.00,0.00,0
1.278,14.70,-9.30,0.33,0.00,0.00,1,12.00,6.96,11.99,1275,0.00,5.00,-5.34,0,0.00,0.00,0
1.343,14.81,-9.32,0.33,0.00,0.00,1,13.00,7.04,11.99,1282,0.00,5.00,-5.34,0,0.00,0.00,0
1.425,14.70,-9.32,0.33,0.00,0.00,1,11.50,6.96,11.99,1282,0.00,5.00,-5.34,0,0.00,0.00,0
1.484,14.70,-9.32,0.33,0.00,0.00,1,13.00,6.96,11.99,1282,0.00,5.00,-5.34,0,0.00,0.00,0
1.558,14.70,-9.30,0.33,0.00,0.00,1,11.00,6.92,11.99,1269,0.00,5.00,-5.34,0,0.00,0.00,0
1.628,14.81,-9.32,0.33,0.00,0.00,1,12.50,6.92,11.99,1269,0.00,5.00,-5.34,0,0.00,0.00,0
1.703,14.70,-9.32,0.33,0.00,0.00,1,11.50,6.96,11.99,1279,0.00,5.00,-5.34,0,0.00,0.00,0
1.771,14.81,-9.30,0.33,0.00,0.00,1,13.00,7.00,11.99,1261,0.00,5.00,-5.34,0,0.00,0.00,0
1.838,14.81,-9.30,0.33,0.00,0.00,1,11.50,7.08,11.99,1278,0.00,5.00,-5.34,0,0.00,0.00,0
1.915,14.81,-9.30,0.33,0.00,0.00,1,10.50,6.96,11.99,1276,0.00,5.00,-5.34,0,0.00,0.00,0
1.992,14.81,-9.30,0.33,0.00,0.00,1,12.50,6.99,11.99,1268,0.00,5.00,-5.34,0,0.00,0.00,0
2.055,14.81,-9.30,0.33,0.00,0.00,1,10.50,7.04,11.99,1283,0.00,5.00,-5.34,0,0.00,0.00,0
2.127,14.70,-9.28,0.33,0.00,0.00,1,11.50,7.08,11.99,1278,0.00,5.00,-5.34,0,0.00,0.00,0
2.206,14.70,-9.30,0.33,0.00,0.00,1,10.50,6.96,11.99,1286,0.00,5.00,-5.34,0,0.00,0.00,0
2.269,14.70,-9.32,0.33,0.00,0.00,1,10.50,6.88,11.99,1276,0.00,5.00,-5.34,0,0.00,0.00,0
2.340,14.70,-9.36,0.33,0.00,0.00,1,11.50,6.84,11.99,1278,0.00,5.00,-5.34,0,0.00,0.00,0
2.414,14.70,-9.34,0.33,0.00,0.00,1,11.50,6.96,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
2.477,14.70,-9.34,0.33,0.00,0.00,1,13.00,6.92,11.99,1271,0.00,5.00,-5.34,0,0.00,0.00,0
2.557,14.70,-9.34,0.33,0.00,0.00,1,11.50,6.92,11.99,1272,0.00,5.00,-5.34,0,0.00,0.00,0
2.616,14.59,-9.34,0.33,0.00,0.00,1,12.50,6.99,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
2.688,14.59,-9.30,0.33,0.00,0.00,1,11.50,6.96,11.99,1271,0.00,5.00,-5.34,0,0.00,0.00,0
2.761,14.70,-9.30,0.33,0.00,0.00,1,11.50,7.04,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
2.840,14.70,-9.28,0.33,0.00,0.00,1,11.50,7.11,11.99,1279,0.00,5.00,-5.34,0,0.00,0.00,0
2.901,14.70,-9.30,0.33,0.00,0.00,1,10.50,6.99,11.99,1282,0.00,5.00,-5.34,0,0.00,0.00,0
2.976,14.70,-9.30,0.33,0.00,0.00,1,11.50,6.96,11.99,1274,0.00,5.00,-5.34,0,0.00,0.00,0
3.042,14.70,-9.32,0.33,0.00,0.00,1,10.50,6.88,11.99,1284,0.00,5.00,-5.34,0,0.00,0.00,0
3.117,14.70,-9.34,0.33,0.00,0.00,1,11.50,6.92,11.99,1272,0.00,5.00,-5.34,0,0.00,0.00,0
3.186,14.59,-9.36,0.32,0.00,0.00,1,11.50,6.88,11.99,1284,0.00,5.00,-5.34,0,0.00,0.00,0
3.254,14.70,-9.36,0.32,0.00,0.00,1,10.50,6.88,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
3.333,14.59,-9.38,0.32,0.00,0.00,1,12.50,6.88,11.99,1281,0.00,5.00,-5.34,0,0.00,0.00,0
3.396,14.59,-9.38,0.32,0.00,0.00,1,12.00,6.80,11.99,1272,0.00,5.00,-5.34,0,0.00,0.00,0
3.476,14.59,-9.40,0.32,0.00,0.00,1,11.50,6.88,11.99,1276,0.00,5.00,-5.34,0,0.00,0.00,0
3.537,14.59,-9.40,0.32,0.00,0.00,1,11.00,6.84,11.99,1282,0.00,5.00,-5.34,0,0.00,0.00,0
3.616,14.59,-9.40,0.32,0.00,0.00,1,11.50,6.72,11.99,1274,0.00,5.00,-5.34,0,0.00,0.00,0
3.684,14.59,-9.40,0.32,0.00,0.00,1,12.50,6.72,11.99,1269,0.00,5.00,-5.34,0,0.00,0.00,0
3.757,14.59,-9.42,0.32,0.00,0.00,1,12.00,6.72,11.99,1263,0.00,5.00,-5.34,0,0.00,0.00,0
3.831,14.59,-9.42,0.32,0.00,0.00,1,12.00,6.80,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
3.894,14.59,-9.40,0.32,0.00,0.00,1,12.00,6.76,11.99,1268,0.00,5.00,-5.34,0,0.00,0.00,0
3.966,14.59,-9.40,0.32,0.00,0.00,1,14.50,6.80,11.99,1246,0.00,5.00,-5.34,0,0.00,0.00,0
4.037,14.59,-9.40,0.32,0.00,0.00,1,14.00,6.80,11.99,1248,0.00,5.00,-5.34,0,0.00,0.00,0
4.100,14.70,-9.34,0.32,0.00,0.00,1,13.00,6.80,11.99,1257,0.00,5.00,-5.34,0,0.00,0.00,0
4.172,14.70,-9.32,0.33,0.00,0.00,1,12.50,6.96,11.99,1262,0.00,5.00,-5.34,0,0.00,0.00,0
4.247,14.70,-9.34,0.33,0.00,0.00,1,12.00,6.88,11.99,1252,0.00,5.00,-5.34,0,0.00,0.00,0
4.321,14.70,-9.32,0.33,0.00,0.00,1,13.50,6.92,11.99,1247,0.00,5.00,-5.34,0,0.00,0.00,0
4.396,14.81,-9.26,0.33,0.00,0.00,1,12.00,6.96,11.99,1256,0.00,5.00,-5.34,0,0.00,0.00,0
4.458,14.81,-9.24,0.33,0.00,0.00,1,12.50,7.04,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
4.532,14.81,-9.24,0.33,0.00,0.00,1,11.50,7.04,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
4.599,14.93,-9.24,0.33,0.00,0.00,1,10.50,7.04,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
4.673,14.93,-9.24,0.33,0.00,0.00,1,11.50,6.96,11.99,1265,0.00,5.00,-5.34,0,0.00,0.00,0
4.739,14.93,-9.24,0.33,0.00,0.00,1,12.50,6.96,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
4.817,14.81,-9.24,0.33,0.00,0.00,1,12.00,7.04,11.99,1252,0.00,5.00,-5.34,0,0.00,0.00,0
4.879,14.81,-9.22,0.34,0.00,0.00,1,11.50,7.11,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
4.964,14.81,-9.20,0.34,0.00,0.00,1,12.00,7.08,11.99,1258,0.00,5.00,-5.34,0,0.00,0.00,0
5.028,14.81,-9.20,0.34,0.00,0.00,1,12.50,7.11,11.99,1271,0.00,5.00,-5.34,0,0.00,0.00,0
5.107,14.70,-9.20,0.34,0.00,0.00,1,12.00,7.15,11.99,1277,0.00,5.00,-5.34,0,0.00,0.00,0
5.166,14.70,-9.24,0.34,0.00,0.00,1,10.50,6.96,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
5.248,14.59,-9.24,0.33,0.00,0.00,1,9.50,6.92,11.99,1282,0.00,5.00,-5.34,0,0.00,0.00,0
5.310,14.59,-9.28,0.33,0.00,0.00,1,11.00,6.96,11.99,1268,0.00,5.00,-5.34,0,0.00,0.00,0
5.374,14.59,-9.32,0.33,0.00,0.00,1,10.00,6.92,11.99,1284,0.00,5.00,-5.34,0,0.00,0.00,0
5.458,14.59,-9.32,0.33,0.00,0.00,1,10.50,6.88,11.99,1274,0.00,5.00,-5.34,0,0.00,0.00,0
5.521,14.59,-9.30,0.33,0.00,0.00,1,13.00,6.88,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
5.596,14.59,-9.30,0.33,0.00,0.00,1,10.50,6.96,11.99,1273,0.00,5.00,-5.34,0,0.00,0.00,0
5.663,14.59,-9.32,0.33,0.00,0.00,1,10.50,6.96,11.99,1265,0.00,5.00,-5.34,0,0.00,0.00,0
5.727,14.59,-9.30,0.33,0.00,0.00,1,13.00,6.96,11.99,1256,0.00,5.00,-5.34,0,0.00,0.00,0
5.808,14.59,-9.26,0.33,0.00,0.00,1,14.00,6.88,11.99,1244,0.00,5.00,-5.34,0,0.00,0.00,0
5.871,14.59,-9.26,0.33,0.00,0.00,1,12.00,6.96,11.99,1257,0.00,5.00,-5.34,0,0.00,0.00,0
5.949,14.70,-9.26,0.33,0.00,0.00,1,12.00,6.96,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
6.012,14.70,-9.30,0.33,0.00,0.00,1,12.50,6.88,11.99,1255,0.00,5.00,-5.34,0,0.00,0.00,0
6.088,14.70,-9.28,0.33,0.00,0.00,1,11.00,6.96,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
6.160,14.81,-9.30,0.33,0.00,0.00,1,10.50,6.96,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
6.224,14.81,-9.30,0.33,0.00,0.00,1,11.50,6.88,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
6.298,14.81,-9.30,0.33,0.00,0.00,1,10.50,6.92,11.99,1272,0.00,5.00,-5.34,0,0.00,0.00,0
6.365,14.81,-9.30,0.33,0.00,0.00,1,12.00,6.99,11.99,1258,0.00,5.00,-5.34,0,0.00,0.00,0
6.443,14.81,-9.32,0.33,0.00,0.00,1,11.00,6.96,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
6.507,14.81,-9.30,0.33,0.00,0.00,1,11.50,6.88,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
6.591,14.70,-9.30,0.33,0.00,0.00,1,12.50,6.84,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
6.653,14.70,-9.30,0.33,0.00,0.00,1,11.50,6.88,11.99,1260,0.00,5.00,-5.34,0,0.00,0.00,0
6.732,14.70,-9.30,0.33,0.00,0.00,1,12.00,6.96,11.99,1255,0.00,5.00,-5.34,0,0.00,0.00,0
6.795,14.70,-9.26,0.33,0.00,0.00,1,11.50,6.96,11.99,1262,0.00,5.00,-5.34,0,0.00,0.00,0
6.876,14.59,-9.26,0.33,0.00,0.00,1,11.50,7.04,11.99,1256,0.00,5.00,-5.34,0,0.00,0.00,0
6.936,14.70,-9.26,0.33,0.00,0.00,1,10.50,6.92,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
7.014,14.70,-9.30,0.33,0.00,0.00,1,10.00,6.88,11.99,1275,0.00,5.00,-5.34,0,0.00,0.00,0
7.077,14.70,-9.30,0.33,0.00,0.00,1,12.00,6.92,11.99,1256,0.00,5.00,-5.34,0,0.00,0.00,0
7.150,14.81,-9.30,0.33,0.00,0.00,1,11.00,6.92,11.99,1267,0.00,5.00,-5.34,0,0.00,0.00,0
7.217,14.70,-9.30,0.33,0.00,0.00,1,12.50,6.88,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
7.294,14.70,-9.30,0.33,0.00,0.00,1,11.00,6.92,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
7.362,14.59,-9.32,0.33,0.00,0.00,1,10.50,6.96,11.99,1276,0.00,5.00,-5.34,0,0.00,0.00,0
7.427,14.59,-9.32,0.33,0.00,0.00,1,11.00,6.88,11.99,1269,0.00,5.00,-5.34,0,0.00,0.00,0
7.499,14.59,-9.34,0.33,0.00,0.00,1,11.00,6.84,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
7.571,14.70,-9.34,0.33,0.00,0.00,1,11.00,6.80,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
7.650,14.59,-9.36,0.32,0.00,0.00,1,11.50,6.88,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
7.713,14.59,-9.34,0.33,0.00,0.00,1,11.50,6.88,11.99,1265,0.00,5.00,-5.34,0,0.00,0.00,0
7.788,14.59,-9.34,0.33,0.00,0.00,1,11.50,6.88,11.99,1271,0.00,5.00,-5.34,0,0.00,0.00,0
7.851,14.59,-9.36,0.32,0.00,0.00,1,11.50,6.80,11.99,1265,0.00,5.00,-5.34,0,0.00,0.00,0
7.922,14.47,-9.36,0.32,0.00,0.00,1,12.50,6.80,11.99,1257,0.00,5.00,-5.34,0,0.00,0.00,0
7.996,14.59,-9.38,0.32,0.00,0.00,1,11.00,6.72,11.99,1269,0.00,5.00,-5.34,0,0.00,0.00,0
8.069,14.47,-9.38,0.32,0.00,0.00,1,13.00,6.72,11.99,1249,0.00,5.00,-5.34,0,0.00,0.00,0
8.141,14.59,-9.38,0.32,0.00,0.00,1,12.50,6.72,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
8.210,14.59,-9.38,0.32,0.00,0.00,1,12.00,6.72,11.99,1257,0.00,5.00,-5.34,0,0.00,0.00,0
8.283,14.70,-9.34,0.32,0.00,0.00,1,14.50,6.80,11.99,1235,0.00,5.00,-5.34,0,0.00,0.00,0
8.347,14.70,-9.32,0.33,0.00,0.00,1,14.00,6.84,11.99,1249,0.00,5.00,-5.34,0,0.00,0.00,0
8.424,14.70,-9.32,0.33,0.00,0.00,1,13.00,6.88,11.99,1247,0.00,5.00,-5.34,0,0.00,0.00,0
8.490,14.59,-9.30,0.33,0.00,0.00,1,12.50,6.84,11.99,1247,0.00,5.00,-5.34,0,0.00,0.00,0
8.573,14.81,-9.30,0.33,0.00,0.00,1,11.00,6.80,11.99,1257,0.00,5.00,-5.34,0,0.00,0.00,0
8.635,14.81,-9.32,0.33,0.00,0.00,1,11.50,6.80,11.99,1241,0.00,5.00,-5.34,0,0.00,0.00,0
8.700,14.70,-9.32,0.33,0.00,0.00,1,11.50,6.88,11.99,1257,0.00,5.00,-5.34,0,0.00,0.00,0
8.777,14.81,-9.30,0.33,0.00,0.00,1,13.00,6.96,11.99,1243,0.00,5.00,-5.34,0,0.00,0.00,0
8.858,14.70,-9.30,0.33,0.00,0.00,1,11.50,6.96,11.99,1253,0.00,5.00,-5.34,0,0.00,0.00,0
8.921,14.70,-9.30,0.33,0.00,0.00,1,10.50,6.88,11.99,1263,0.00,5.00,-5.34,0,0.00,0.00,0
8.989,14.70,-9.30,0.33,0.00,0.00,1,12.00,6.80,11.99,1252,0.00,5.00,-5.34,0,0.00,0.00,0
9.067,14.81,-9.30,0.33,0.00,0.00,1,10.50,6.80,11.99,1263,0.00,5.00,-5.34,0,0.00,0.00,0
9.129,14.81,-9.30,0.33,0.00,0.00,1,10.50,6.84,11.99,1268,0.00,5.00,-5.34,0,0.00,0.00,0
9.202,14.70,-9.32,0.33,0.00,0.00,1,11.00,6.84,11.99,1263,0.00,5.00,-5.34,0,0.00,0.00,0
9.275,14.70,-9.32,0.33,0.00,0.00,1,11.00,6.88,11.99,1262,0.00,5.00,-5.34,0,0.00,0.00,0
9.354,14.70,-9.32,0.33,0.00,0.00,1,11.50,6.84,11.99,1255,0.00,5.00,-5.34,0,0.00,0.00,0
9.413,14.70,-9.30,0.33,0.00,0.00,1,13.00,6.88,11.99,1250,0.00,5.00,-5.34,0,0.00,0.00,0
9.480,14.70,-9.30,0.33,0.00,0.00,1,12.50,6.92,11.99,1238,0.00,5.00,-5.34,0,0.00,0.00,0
9.559,14.70,-9.28,0.33,0.00,0.00,1,13.50,6.84,11.99,1260,0.00,5.00,-5.34,0,0.00,0.00,0
9.621,14.70,-9.24,0.33,0.00,0.00,1,12.00,6.96,11.99,1249,0.00,5.00,-5.34,0,0.00,0.00,0
9.706,14.70,-9.24,0.33,0.00,0.00,1,12.50,6.88,11.99,1246,0.00,5.00,-5.34,0,0.00,0.00,0
9.764,14.81,-9.24,0.33,0.00,0.00,1,11.50,6.92,11.99,1252,0.00,5.00,-5.34,0,0.00,0.00,0
9.841,14.93,-9.24,0.33,0.00,0.00,1,11.00,7.04,11.99,1251,0.00,5.00,-5.34,0,0.00,0.00,0
9.903,14.93,-9.22,0.33,0.00,0.00,1,11.00,7.04,11.99,1258,0.00,5.00,-5.34,0,0.00,0.00,0
9.988,14.93,-9.22,0.33,0.00,0.00,1,10.50,7.08,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
10.051,14.93,-9.22,0.33,0.00,0.00,1,10.50,7.11,11.99,1263,0.00,5.00,-5.34,0,0.00,0.00,0
10.129,14.81,-9.24,0.33,0.00,0.00,1,11.00,7.04,11.99,1271,0.00,5.00,-5.34,0,0.00,0.00,0
10.192,14.81,-9.26,0.33,0.00,0.00,1,9.50,6.96,11.99,1274,0.00,5.00,-5.34,0,0.00,0.00,0
10.256,14.81,-9.32,0.33,0.00,0.00,1,10.50,6.84,11.99,1270,0.00,5.00,-5.34,0,0.00,0.00,0
10.331,14.70,-9.34,0.33,0.00,0.00,1,10.00,6.76,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
10.404,14.59,-9.36,0.32,0.00,0.00,1,11.00,6.80,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
10.470,14.59,-9.36,0.32,0.00,0.00,1,11.00,6.80,11.99,1268,0.00,5.00,-5.34,0,0.00,0.00,0
10.543,14.47,-9.36,0.32,0.00,0.00,1,12.00,6.80,11.99,1256,0.00,5.00,-5.34,0,0.00,0.00,0
10.610,14.47,-9.38,0.32,0.00,0.00,1,11.00,6.76,11.99,1266,0.00,5.00,-5.34,0,0.00,0.00,0
10.683,14.36,-9.36,0.32,0.00,0.00,1,11.00,6.76,11.99,1268,0.00,5.00,-5.34,0,0.00,0.00,0
10.755,14.36,-9.38,0.32,0.00,0.00,1,11.50,6.76,11.99,1262,0.00,5.00,-5.34,0,0.00,0.00,0
10.830,14.36,-9.38,0.32,0.00,0.00,1,11.50,6.72,11.99,1264,0.00,5.00,-5.34,0,0.00,0.00,0
10.892,14.36,-9.40,0.32,0.00,0.00,1,13.50,6.72,11.99,1242,0.00,5.00,-5.34,0,0.00,0.00,0
10.965,14.47,-9.38,0.32,0.00,0.00,1,14.00,6.72,11.99,1237,0.00,5.00,-5.34,0,0.00,0.00,0
11.044,14.47,-9.34,0.32,0.00,0.00,1,12.00,6.76,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
11.108,14.59,-9.36,0.32,0.00,0.00,1,13.00,6.80,11.99,1242,0.00,5.00,-5.34,0,0.00,0.00,0
11.192,14.59,-9.36,0.32,0.00,0.00,1,12.00,6.72,11.99,1239,0.00,5.00,-5.34,0,0.00,0.00,0
11.254,14.70,-9.34,0.32,0.00,0.00,1,13.00,6.72,11.99,1239,0.00,5.00,-5.34,0,0.00,0.00,0
11.319,14.59,-9.34,0.33,0.00,0.00,1,11.50,6.76,11.99,1251,0.00,5.00,-5.34,0,0.00,0.00,0
11.401,14.70,-9.32,0.33,0.00,0.00,1,11.50,6.88,11.99,1254,0.00,5.00,-5.34,0,0.00,0.00,0
11.464,14.70,-9.32,0.33,0.00,0.00,1,12.50,6.84,11.99,1242,0.00,5.00,-5.34,0,0.00,0.00,0
11.542,14.70,-9.30,0.33,0.00,0.00,1,11.50,6.88,11.99,1251,0.00,5.00,-5.34,0,0.00,0.00,0
11.605,14.70,-9.26,0.33,0.00,0.00,1,12.00,6.96,11.99,1244,0.00,5.00,-5.34,0,0.00,0.00,0
11.687,14.70,-9.26,0.33,0.00,0.00,1,11.50,6.96,11.99,1253,0.00,5.00,-5.34,0,0.00,0.00,0
11.750,14.70,-9.28,0.33,0.00,0.00,1,10.50,6.88,11.99,1260,0.00,5.00,-5.34,0,0.00,0.00,0
11.822,14.81,-9.28,0.33,0.00,0.00,1,11.50,6.84,11.99,1250,0.00,5.00,-5.34,0,0.00,0.00,0
11.894,14.81,-9.26,0.33,0.00,0.00,1,10.50,6.92,11.99,1260,0.00,5.00,-5.34,0,0.00,0.00,0
11.957,14.81,-9.28,0.33,0.00,0.00,1,10.50,6.88,26.41,1260,0.00,5.00,-5.34,8,0.00,0.00,0
12.032,14.81,-7.43,0.41,0.00,0.00,1,27.00,8.81,26.05,1256,0.00,2.34,-5.34,9,0.00,0.00,0
12.097,14.70,-6.36,0.51,0.00,0.00,1,26.50,16.54,24.65,1137,0.00,1.04,-5.34,9,0.00,0.00,0
12.174,14.81,-5.30,0.64,0.00,0.00,1,27.00,17.46,26.41,1290,0.00,0.00,-5.34,9,0.00,0.00,0
12.241,15.04,-4.97,0.68,0.00,0.00,1,31.00,17.53,32.03,1515,0.00,-0.24,-5.34,9,0.00,0.00,0
12.320,11.25,-5.49,0.66,0.00,0.00,1,34.50,17.45,34.14,1720,0.00,0.33,-5.34,9,0.00,0.00,0
12.386,13.21,-5.86,0.65,0.00,0.00,1,35.00,18.43,34.49,1758,0.00,0.96,-5.34,7,0.00,0.00,0
12.462,15.39,-6.75,0.62,0.00,0.00,1,35.00,15.99,35.20,1768,0.00,1.95,-5.34,5,0.00,0.00,0
12.528,16.54,-7.15,0.56,0.00,0.00,1,37.00,14.03,37.66,1868,0.00,2.85,-5.34,5,0.00,0.00,0
12.604,15.39,-7.83,0.50,0.00,0.00,1,38.50,13.81,38.36,1915,0.00,4.25,-5.34,5,0.00,0.00,0
12.669,14.47,-8.12,0.47,0.00,0.00,1,38.50,13.70,37.30,1935,0.00,5.00,-5.34,5,0.00,0.00,0
12.736,13.90,-8.31,0.45,0.00,0.00,1,38.00,13.70,36.25,1914,0.00,5.00,-5.34,5,0.00,0.00,0
12.811,14.01,-8.35,0.45,0.00,0.00,1,36.50,13.65,35.55,1872,0.00,5.00,-5.34,5,0.00,0.00,0
12.884,14.36,-8.30,0.45,0.00,0.00,1,36.00,13.92,35.20,1816,0.00,5.00,-5.34,5,0.00,0.00,0
12.947,14.59,-8.20,0.47,0.00,0.00,1,35.50,14.13,34.49,1713,0.00,5.00,-5.34,5,0.00,0.00,0
13.023,14.81,-8.14,0.48,0.00,0.00,1,35.00,14.19,33.79,1653,0.00,5.00,-5.34,6,0.00,0.00,0
13.097,15.16,-8.01,0.50,0.00,0.00,1,34.00,14.08,33.44,1617,0.00,4.81,-5.34,5,0.00,0.00,0
13.170,15.39,-7.87,0.51,0.00,0.00,1,33.50,14.40,32.38,1569,0.00,4.48,-5.34,6,0.00,0.00,0
13.237,15.16,-7.68,0.53,0.00,0.00,1,32.50,14.40,31.68,1552,0.00,4.11,-5.34,6,0.00,0.00,0
13.314,14.93,-7.52,0.54,0.00,0.00,1,32.00,14.29,30.98,1512,0.00,3.74,-5.34,6,0.00,0.00,0
13.381,14.59,-7.29,0.56,0.00,0.00,1,31.00,14.29,30.27,1463,0.00,3.32,-5.34,6,0.00,0.00,0
13.449,14.47,-7.10,0.57,0.00,0.00,1,30.50,14.35,29.57,1442,0.00,2.71,-5.34,6,0.00,0.00,0
13.524,14.47,-6.83,0.59,0.00,0.00,1,29.50,14.29,28.52,1396,0.00,2.20,-5.34,6,0.00,0.00,0
13.590,14.47,-6.63,0.60,0.00,0.00,1,29.00,14.35,27.81,1372,0.00,1.89,-5.34,6,0.00,0.00,0
13.657,14.36,-6.46,0.62,0.00,0.00,1,28.00,14.40,27.11,1328,0.00,1.70,-5.34,6,0.00,0.00,0
13.735,14.47,-6.30,0.63,0.00,0.00,1,27.00,14.29,26.76,1313,0.00,1.42,-5.34,6,0.00,0.00,0
13.800,14.59,-6.19,0.64,0.00,0.00,1,27.00,14.35,26.41,1278,0.00,1.27,-5.34,6,0.00,0.00,0
13.876,14.59,-6.05,0.65,0.00,0.00,1,26.50,14.29,26.05,1271,0.00,1.17,-5.34,6,0.00,0.00,0
13.939,14.70,-5.96,0.66,0.00,0.00,1,25.50,14.19,25.35,1250,0.00,1.04,-5.34,6,0.00,0.00,0
14.016,14.93,-5.90,0.67,0.00,0.00,1,25.00,14.29,25.00,1228,0.00,1.02,-5.34,6,0.00,0.00,0
14.080,15.27,-5.76,0.68,0.00,0.00,1,25.00,14.29,24.30,1224,0.00,0.80,-5.34,5,0.00,0.00,0
