Time (sec),AF Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.3.0-12522][2004 USDM Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
123.020,14.81,-10.67,0.24,0.00,0.00,3,38.00,11.25,38.01,2742,0.00,5.00,-5.63,4,26.67,25.52,0
123.087,14.81,-10.69,0.25,0.00,0.00,3,38.00,11.20,38.01,2700,0.00,5.00,-5.59,4,25.49,24.45,0
123.159,14.81,-10.71,0.25,0.00,0.00,3,38.00,11.06,38.01,2687,0.00,5.00,-5.65,4,24.31,25.93,0
123.242,14.70,-10.71,0.24,0.00,0.00,3,38.00,11.16,38.01,2715,0.00,5.00,-5.61,4,25.88,24.98,0
123.298,14.59,-10.69,0.25,0.00,0.00,3,38.00,11.11,38.01,2694,0.00,5.00,-5.57,4,25.10,23.70,0
123.367,14.47,-10.75,0.25,0.00,0.00,3,38.00,10.91,38.01,2710,0.00,5.00,-5.61,4,23.53,24.68,0
123.452,14.47,-10.73,0.24,0.00,0.00,3,38.00,10.96,37.66,2702,0.00,5.00,-5.59,4,24.71,24.21,0
123.510,14.59,-10.71,0.25,0.00,0.00,3,37.50,10.96,37.66,2680,0.00,5.00,-5.53,4,22.75,22.88,0
123.589,14.47,-10.75,0.25,0.00,0.00,3,37.50,10.96,37.66,2668,0.00,5.00,-5.51,4,21.96,22.13,0
123.666,14.59,-10.73,0.25,0.00,0.00,3,37.50,10.96,37.66,2683,0.00,5.00,-5.49,4,21.96,22.02,0
123.728,15.04,-10.71,0.25,0.00,0.00,3,37.50,10.96,37.66,2658,0.00,5.00,-5.47,4,21.57,21.51,0
123.804,14.81,-10.71,0.25,0.00,0.00,3,37.50,10.96,37.66,2650,0.00,5.00,-5.45,4,21.18,21.05,0
123.868,14.59,-10.73,0.25,0.00,0.00,3,37.00,10.82,37.30,2644,0.00,5.00,-5.45,4,20.78,20.66,0
123.933,14.47,-10.73,0.25,0.00,0.00,3,37.00,11.02,37.30,2633,0.00,5.00,-5.47,4,20.00,21.11,0
124.017,14.47,-10.71,0.25,0.00,0.00,3,37.50,10.87,37.30,2634,0.00,5.00,-5.47,4,21.18,21.17,0
124.082,14.47,-10.75,0.25,0.00,0.00,3,37.50,10.92,37.30,2652,0.00,5.00,-5.43,4,21.18,20.28,0
124.154,14.36,-10.75,0.25,0.00,0.00,3,37.00,11.02,37.30,2635,0.00,5.00,-5.43,4,20.39,20.16,0
124.217,14.36,-10.69,0.25,0.00,0.00,3,37.00,10.77,37.30,2622,0.00,5.00,-5.36,4,20.00,18.50,0
124.302,14.47,-10.71,0.25,0.00,0.00,3,37.00,10.87,37.30,2607,0.00,5.00,-5.36,4,18.43,18.46,0
124.358,14.47,-10.73,0.25,0.00,0.00,3,36.50,11.02,37.30,2591,0.00,5.00,-5.34,4,17.65,17.53,0
124.441,14.47,-10.73,0.25,0.00,0.00,3,37.00,10.97,37.30,2592,0.00,5.00,-5.36,4,18.43,18.40,0
124.506,14.47,-10.69,0.25,0.00,0.00,3,37.00,10.92,36.95,2624,0.00,5.00,-5.39,4,19.61,19.49,0
124.571,14.47,-10.73,0.25,0.00,0.00,3,36.50,10.97,36.95,2590,0.00,5.00,-5.34,4,17.65,17.48,0
124.649,14.24,-10.71,0.25,0.00,0.00,3,36.50,10.93,37.30,2594,0.00,5.00,-5.34,4,16.08,16.25,0
124.712,14.24,-10.69,0.25,0.00,0.00,3,36.50,10.73,36.95,2598,0.00,5.00,-5.34,4,18.04,17.96,0
124.790,14.47,-10.69,0.25,0.00,0.00,3,36.50,10.98,36.60,2549,0.00,5.00,-5.34,4,14.90,15.93,0
124.863,14.47,-10.73,0.25,0.00,0.00,3,36.50,10.83,36.95,2547,0.00,5.00,-5.34,4,16.08,17.53,0
124.932,14.59,-10.71,0.25,0.00,0.00,3,36.50,10.88,36.95,2591,0.00,5.00,-5.34,4,17.65,15.99,0
125.006,14.59,-10.69,0.26,0.00,0.00,3,36.50,10.98,36.95,2554,0.00,5.00,-5.34,4,16.08,15.30,0
125.075,14.59,-10.73,0.26,0.00,0.00,3,36.50,10.88,36.60,2546,0.00,5.00,-5.34,4,15.29,14.84,0
125.152,14.70,-10.67,0.26,0.00,0.00,3,36.50,10.88,36.60,2530,0.00,5.00,-5.34,4,14.90,13.85,0
125.209,14.59,-10.65,0.26,0.00,0.00,3,36.50,11.03,36.60,2551,0.00,5.00,-5.34,4,13.73,15.09,0
125.294,14.47,-10.71,0.26,0.00,0.00,3,36.50,10.98,36.60,2545,0.00,5.00,-5.34,4,14.12,14.05,0
125.349,14.47,-10.69,0.26,0.00,0.00,3,36.50,10.99,36.60,2516,0.00,5.00,-5.34,4,12.94,12.98,0
125.427,14.47,-10.67,0.26,0.00,0.00,3,36.50,11.10,36.60,2509,0.00,5.00,-5.34,4,13.73,13.85,0
125.504,14.47,-10.64,0.26,0.00,0.00,3,36.50,10.89,36.60,2520,0.00,5.00,-5.34,4,13.33,13.24,0
125.570,14.47,-10.67,0.26,0.00,0.00,3,36.50,10.94,36.25,2502,0.00,5.00,-5.34,4,11.76,11.72,0
125.638,14.47,-10.64,0.26,0.00,0.00,3,36.50,11.10,36.60,2488,0.00,5.00,-5.34,4,11.37,12.68,0
125.705,14.36,-10.62,0.26,0.00,0.00,3,36.50,11.05,36.60,2510,0.00,5.00,-5.34,4,12.55,12.17,0
125.782,14.59,-10.62,0.27,0.00,0.00,3,36.50,11.00,36.25,2502,0.00,5.00,-5.34,4,12.16,10.09,0
125.847,14.59,-10.64,0.27,0.00,0.00,3,36.00,10.95,36.25,2468,0.00,5.00,-5.34,4,10.20,8.74,0
125.930,14.59,-10.56,0.27,0.00,0.00,3,36.00,10.99,36.60,2488,0.00,5.00,-5.34,4,8.63,11.28,0
125.988,14.59,-10.58,0.27,0.00,0.00,3,36.50,11.09,36.60,2480,0.00,5.00,-5.34,4,11.37,9.95,0
126.066,14.59,-10.58,0.27,0.00,0.00,3,36.00,11.14,36.25,2448,0.00,5.00,-5.34,4,9.80,8.93,0
126.129,14.36,-10.56,0.27,0.00,0.00,3,36.00,11.11,36.25,2457,0.00,5.00,-5.34,4,9.41,9.46,0
126.207,14.36,-10.52,0.27,0.00,0.00,3,36.00,11.11,36.25,2459,0.00,5.00,-5.34,4,8.63,8.83,0
126.270,14.47,-10.56,0.27,0.00,0.00,3,36.00,11.11,36.25,2439,0.00,5.00,-5.34,4,8.24,8.35,0
126.348,14.59,-10.52,0.27,0.00,0.00,3,36.00,11.00,36.25,2456,0.00,5.00,-5.34,4,9.41,9.41,0
126.419,14.59,-10.46,0.27,0.00,0.00,3,35.50,11.20,36.25,2432,0.00,5.00,-5.34,4,7.84,7.98,0
126.486,14.59,-10.46,0.27,0.00,0.00,3,36.00,11.30,35.90,2429,0.00,5.00,-5.34,4,7.84,7.74,0
126.559,14.59,-10.50,0.27,0.00,0.00,3,36.00,11.05,36.25,2428,0.00,5.00,-5.34,4,7.84,7.04,0
126.627,14.59,-10.46,0.28,0.00,0.00,3,36.00,11.35,36.25,2433,0.00,5.00,-5.34,4,7.06,6.01,0
126.704,14.59,-10.42,0.28,0.00,0.00,3,35.50,11.41,36.25,2400,0.00,5.00,-5.34,4,5.88,6.99,0
126.769,14.59,-10.46,0.28,0.00,0.00,3,36.00,11.31,35.90,2397,0.00,5.00,-5.34,4,7.06,5.82,0
126.846,14.70,-10.38,0.28,0.00,0.00,3,35.50,11.41,35.90,2393,0.00,5.00,-5.34,4,5.88,6.28,0
126.910,14.36,-10.36,0.29,0.00,0.00,3,36.00,11.57,35.90,2396,0.00,5.00,-5.34,4,6.27,5.78,0
126.988,14.36,-10.38,0.29,0.00,0.00,3,36.00,11.42,36.25,2384,0.00,5.00,-5.34,4,5.10,5.08,0
127.062,14.47,-10.35,0.29,0.00,0.00,3,36.00,11.52,36.25,2390,0.00,5.00,-5.34,4,5.49,5.45,0
127.128,14.47,-10.29,0.29,0.00,0.00,3,35.50,11.42,36.25,2364,0.00,5.00,-5.34,4,3.92,3.86,0
127.203,14.47,-10.29,0.29,0.00,0.00,3,36.00,11.57,36.25,2372,0.00,5.00,-5.34,4,5.10,5.23,0
127.267,14.47,-10.31,0.29,0.00,0.00,3,36.00,11.57,35.90,2384,0.00,5.00,-5.34,4,5.10,5.04,0
127.332,14.59,-10.25,0.29,0.00,0.00,3,35.50,11.67,36.25,2359,0.00,5.00,-5.34,5,3.53,4.64,0
127.410,14.59,-10.25,0.29,0.00,0.00,3,36.00,11.52,36.25,2377,0.00,5.00,-5.34,5,4.71,3.33,0
127.484,14.59,-10.21,0.29,0.00,0.00,3,35.50,11.62,35.90,2355,0.00,5.00,-5.34,5,3.14,3.02,0
127.550,14.59,-10.21,0.30,0.00,0.00,3,35.50,11.77,35.90,2350,0.00,5.00,-5.34,5,3.14,1.75,0
127.623,14.59,-10.15,0.30,0.00,0.00,3,35.50,11.73,36.25,2350,0.00,5.00,-5.34,5,1.57,3.24,0
127.696,14.59,-10.19,0.30,0.00,0.00,3,36.00,11.78,36.25,2358,0.00,5.00,-5.34,5,3.14,3.51,0
127.770,14.59,-10.17,0.30,0.00,0.00,3,35.50,11.83,36.25,2324,0.00,5.00,-5.34,5,3.53,1.44,0
127.837,14.47,-10.17,0.30,0.00,0.00,3,35.50,11.49,35.90,2330,0.00,5.00,-5.34,5,1.57,1.79,0
127.909,14.47,-10.09,0.30,0.00,0.00,3,35.50,11.68,35.90,2315,0.00,5.00,-5.34,4,0.78,0.93,0
127.976,14.47,-10.15,0.30,0.00,0.00,3,35.50,11.49,35.90,2342,0.00,5.00,-5.34,4,2.35,2.54,0
128.050,14.36,-10.25,0.30,0.00,0.00,3,35.50,11.33,35.90,2322,0.00,5.00,-5.34,4,1.18,1.31,0
128.127,14.47,-10.21,0.29,0.00,0.00,3,35.50,11.23,35.55,2321,0.00,5.00,-5.34,4,1.18,1.27,0
128.182,14.36,-10.25,0.29,0.00,0.00,3,35.50,11.23,35.55,2299,0.00,5.00,-5.34,4,0.00,0.00,0
128.260,14.24,-10.27,0.29,0.00,0.00,3,35.50,11.02,35.55,2303,0.00,5.00,-5.34,4,0.78,0.00,0
128.336,14.36,-10.25,0.29,0.00,0.00,3,35.50,10.88,35.55,2315,0.00,5.00,-5.34,4,0.00,0.15,0
128.400,14.36,-10.27,0.29,0.00,0.00,3,35.50,10.94,35.55,2284,0.00,5.00,-5.34,4,0.00,0.00,0
128.476,14.47,-10.29,0.29,0.00,0.00,3,35.50,10.98,35.55,2304,0.00,5.00,-5.34,4,0.00,1.01,0
128.539,14.59,-10.27,0.29,0.00,0.00,3,35.50,11.03,35.55,2286,0.00,5.00,-5.34,4,1.18,0.00,0
128.616,14.70,-10.25,0.29,0.00,0.00,3,35.50,10.94,35.20,2256,0.00,5.00,-5.34,4,0.00,0.00,0
128.692,14.70,-10.21,0.29,0.00,0.00,3,35.50,10.89,35.55,2299,0.00,5.00,-5.34,4,0.00,0.00,0
128.756,14.59,-10.23,0.29,0.00,0.00,3,35.50,11.03,35.55,2268,0.00,5.00,-5.34,4,0.00,0.00,0
128.828,14.59,-10.19,0.29,0.00,0.00,3,35.00,11.08,35.20,2239,0.00,5.00,-5.34,4,0.00,0.00,0
128.891,14.59,-10.19,0.29,0.00,0.00,3,35.50,11.03,35.55,2280,0.00,5.00,-5.34,4,0.00,0.00,0
128.969,14.59,-10.23,0.29,0.00,0.00,3,35.50,11.04,35.20,2274,0.00,5.00,-5.34,4,0.00,0.00,0
129.040,14.59,-10.17,0.29,0.00,0.00,3,35.00,10.94,35.55,2246,0.00,5.00,-5.34,4,0.00,0.00,0
129.104,14.47,-10.17,0.29,0.00,0.00,3,35.50,11.04,35.55,2262,0.00,5.00,-5.34,4,0.00,0.00,0
129.177,14.47,-10.19,0.29,0.00,0.00,3,35.50,11.00,35.55,2282,0.00,5.00,-5.34,4,0.00,0.00,0
129.249,14.59,-10.17,0.29,0.00,0.00,3,35.00,11.10,35.20,2225,0.00,5.00,-5.34,4,0.00,0.00,0
129.329,14.59,-10.09,0.30,0.00,0.00,3,35.00,11.05,35.55,2227,0.00,5.00,-5.34,4,0.00,0.00,0
129.396,14.59,-10.15,0.29,0.00,0.00,3,35.50,11.00,35.55,2261,0.00,5.00,-5.34,4,0.00,0.00,0
129.458,14.47,-10.17,0.29,0.00,0.00,3,35.50,11.00,35.20,2216,0.00,5.00,-5.34,4,0.00,0.00,0
129.539,14.59,-10.09,0.30,0.00,0.00,3,35.00,11.10,35.20,2229,0.00,5.00,-5.34,4,0.00,0.00,0
129.606,14.59,-10.09,0.30,0.00,0.00,3,35.50,10.95,35.55,2247,0.00,5.00,-5.34,4,0.00,0.00,0
129.685,14.59,-10.13,0.30,0.00,0.00,3,35.00,11.00,35.20,2206,0.00,5.00,-5.34,4,0.00,0.00,0
129.747,14.59,-10.09,0.30,0.00,0.00,3,35.00,10.79,35.20,2227,0.00,5.00,-5.34,4,0.00,0.00,0
129.827,14.59,-10.07,0.29,0.00,0.00,3,35.00,10.74,35.20,2189,0.00,5.00,-5.34,4,0.00,0.00,0
129.882,14.59,-10.11,0.30,0.00,0.00,3,35.00,10.96,35.20,2229,0.00,5.00,-5.34,4,0.00,0.00,0
129.960,14.59,-10.11,0.30,0.00,0.00,3,35.00,10.86,35.20,2191,0.00,5.00,-5.34,4,0.00,0.00,0
130.032,14.47,-10.04,0.30,0.00,0.00,3,35.00,10.91,35.20,2182,0.00,5.00,-5.34,3,0.00,0.00,0
130.095,14.47,-10.13,0.29,0.00,0.00,3,35.00,10.86,35.20,2219,0.00,5.00,-5.34,1,0.00,0.00,0
130.178,14.36,-10.67,0.25,0.00,0.00,3,34.50,8.08,31.68,2198,0.00,5.00,-5.34,0,0.00,0.00,0
130.241,14.13,-10.83,0.22,0.00,0.00,3,30.50,7.23,28.87,2176,0.00,5.00,-5.34,0,0.00,0.00,0
130.314,13.78,-11.10,0.20,0.00,0.00,3,28.50,6.64,25.35,2183,0.00,5.00,-5.34,0,0.00,0.00,0
130.378,13.44,-11.31,0.18,0.00,0.00,3,23.00,5.90,22.54,2170,0.00,5.00,-5.34,0,0.00,0.00,0
130.454,13.32,-11.35,0.17,0.00,0.00,3,20.00,5.77,19.38,2142,0.00,5.00,-5.34,0,0.00,0.00,0
130.520,14.70,-11.33,0.17,0.00,0.00,3,17.50,5.71,16.56,2158,0.00,5.00,-5.34,0,0.00,0.00,0
130.593,15.62,-11.39,0.16,0.00,0.00,3,14.50,5.58,13.40,2150,0.00,5.00,-5.34,0,0.00,0.00,0
130.666,15.85,-11.35,0.16,0.00,0.00,3,11.50,5.43,11.99,2131,0.00,5.00,-5.34,0,0.00,0.00,0
130.750,16.08,-11.31,0.15,0.00,0.00,3,11.50,5.37,11.99,2134,0.00,5.00,-5.34,0,0.00,0.00,0
130.806,19.98,-11.29,0.15,0.00,0.00,3,11.50,5.31,11.99,2120,0.00,5.00,-5.34,0,0.00,0.00,0
130.878,23.54,-11.29,0.15,0.00,0.00,3,11.50,5.34,11.99,2110,0.00,5.00,-5.34,0,0.00,0.00,0
130.945,25.38,-11.29,0.15,0.00,0.00,3,11.50,5.34,11.99,2102,0.00,5.00,-5.34,0,0.00,0.00,0
131.017,25.38,-11.27,0.15,0.00,0.00,3,11.50,5.37,11.99,2101,0.00,5.00,-5.34,0,0.00,0.00,0
131.086,24.92,-11.25,0.15,0.00,0.00,3,11.50,5.34,11.99,2076,0.00,5.00,-5.34,0,0.00,0.00,0
131.159,23.66,-11.23,0.15,0.00,0.00,3,11.50,5.28,11.99,2090,0.00,5.00,-5.34,0,0.00,0.00,0
131.232,23.89,-11.20,0.15,0.00,0.00,3,11.50,5.34,11.99,2091,0.00,5.00,-5.34,0,0.00,0.00,0
131.307,24.00,-11.16,0.15,0.00,0.00,3,11.50,5.31,11.99,2042,0.00,5.00,-5.34,0,0.00,0.00,0
131.380,23.54,-11.16,0.15,0.00,0.00,3,11.50,5.34,11.99,2057,0.00,5.00,-5.34,0,0.00,0.00,0
131.443,23.89,-11.18,0.16,0.00,0.00,3,11.50,5.28,11.99,2046,0.00,5.00,-5.34,0,0.00,0.00,0
131.526,23.89,-11.16,0.16,0.00,0.00,3,11.50,5.28,11.99,2054,0.00,5.00,-5.34,0,0.00,0.00,0
131.588,23.66,-11.16,0.16,0.00,0.00,3,11.50,5.28,11.99,2021,0.00,5.00,-5.34,0,0.00,0.00,0
131.660,24.00,-11.16,0.16,0.00,0.00,3,11.50,5.22,11.99,2010,0.00,5.00,-5.34,0,0.00,0.00,0
131.728,23.66,-11.18,0.16,0.00,0.00,3,11.50,5.25,11.99,2015,0.00,5.00,-5.34,0,0.00,0.00,0
131.801,23.31,-11.14,0.16,0.00,0.00,3,11.50,5.22,11.99,2006,0.00,5.00,-5.34,0,0.00,0.00,0
131.873,24.00,-11.16,0.16,0.00,0.00,3,11.50,5.22,11.99,2015,0.00,5.00,-5.34,0,0.00,0.00,0
131.939,23.77,-11.12,0.16,0.00,0.00,3,11.50,5.22,11.99,1975,0.00,5.00,-5.34,0,0.00,0.00,0
132.012,24.12,-11.12,0.16,0.00,0.00,3,11.50,5.22,11.99,1970,0.00,5.00,-5.34,0,0.00,0.00,0
132.086,23.77,-11.12,0.16,0.00,0.00,3,11.50,5.19,11.99,1947,0.00,5.00,-5.34,0,0.00,0.00,0
132.156,24.12,-11.12,0.16,0.00,0.00,3,11.50,5.15,11.99,1966,0.00,5.00,-5.34,0,0.00,0.00,0
132.234,24.12,-11.12,0.16,0.00,0.00,3,11.50,5.13,11.99,1938,0.00,5.00,-5.34,0,0.00,0.00,0
132.293,23.66,-11.12,0.16,0.00,0.00,3,11.50,5.09,11.99,1937,0.00,5.00,-5.34,0,0.00,0.00,0
132.371,24.00,-11.14,0.16,0.00,0.00,3,11.50,5.07,11.99,1929,0.00,5.00,-5.34,0,0.00,0.00,0
132.434,23.89,-11.12,0.16,0.00,0.00,3,11.50,5.04,11.99,1886,0.00,5.00,-5.34,0,0.00,0.00,0
132.510,23.89,-11.12,0.16,0.00,0.00,3,11.50,4.97,11.99,1885,0.00,5.00,-5.34,0,0.00,0.00,0
132.577,24.00,-11.10,0.16,0.00,0.00,3,11.50,4.97,11.99,1850,0.00,5.00,-5.34,0,0.00,0.00,0
132.650,23.89,-11.10,0.16,0.00,0.00,3,11.50,4.91,11.99,1827,0.00,5.00,-5.34,0,0.00,0.00,0
132.717,23.89,-11.12,0.16,0.00,0.00,4,11.50,4.84,11.99,1744,0.00,5.00,-5.34,0,0.00,0.00,0
132.802,23.89,-11.12,0.17,0.00,0.00,4,11.50,4.91,11.99,1676,0.00,5.00,-5.34,0,0.00,0.00,0
132.866,23.77,-11.02,0.18,0.00,0.00,4,11.50,5.06,11.99,1458,0.00,5.00,-5.34,0,0.00,0.00,0
132.938,23.66,-10.91,0.19,0.00,0.00,4,11.50,5.06,11.99,1371,0.00,5.00,-5.34,0,0.00,0.00,0
133.000,23.77,-10.71,0.21,0.00,0.00,4,20.00,5.15,11.99,1258,0.00,5.00,-5.34,0,0.00,0.00,0
133.083,24.00,-10.48,0.22,0.00,0.00,5,20.00,5.19,11.99,1186,0.00,5.00,-5.34,0,0.00,0.00,0
133.139,24.00,-10.29,0.23,0.00,0.00,4,19.00,5.19,11.99,1230,0.00,5.00,-5.34,0,0.00,0.00,0
133.217,23.54,-10.35,0.24,0.00,0.00,5,20.00,4.81,11.99,1216,0.00,5.00,-5.34,0,0.00,0.00,0
133.290,23.77,-10.46,0.23,0.00,0.00,5,20.00,4.59,11.99,1204,0.00,5.00,-5.34,0,0.00,0.00,0
133.365,23.66,-10.44,0.24,0.00,0.00,5,20.00,4.68,11.99,1148,0.00,5.00,-5.34,0,0.00,0.00,0
133.429,22.74,-10.33,0.24,0.00,0.00,5,20.00,4.81,11.99,1115,0.00,5.00,-5.34,0,0.00,0.00,0
133.494,19.52,-10.21,0.25,0.00,0.00,5,20.00,4.97,11.99,1040,0.00,5.00,-5.34,0,0.00,0.00,0
133.572,16.65,-10.02,0.27,0.00,0.00,5,20.00,5.00,11.99,994,0.00,5.00,-5.34,0,0.00,0.00,0
133.648,15.27,-9.82,0.28,0.00,0.00,5,20.00,5.22,11.99,984,0.00,5.00,-5.34,0,0.00,0.00,0
133.704,14.93,-9.63,0.29,0.00,0.00,5,20.00,5.34,11.99,962,0.00,5.00,-5.34,0,0.00,0.00,0
133.787,14.70,-9.51,0.30,0.00,0.00,5,20.00,5.31,11.99,938,0.00,5.00,-5.34,0,0.00,0.00,0
133.852,14.59,-9.34,0.31,0.00,0.00,5,20.00,5.13,11.99,942,0.00,5.00,-5.34,0,0.00,0.00,0
133.927,14.13,-9.34,0.31,0.00,0.00,5,20.00,4.91,11.99,947,0.00,5.00,-5.34,0,0.00,0.00,0
133.990,13.78,-9.34,0.31,0.00,0.00,5,20.00,4.81,11.99,939,0.00,5.00,-5.34,0,0.00,0.00,0
134.059,13.67,-9.32,0.31,0.00,0.00,5,20.00,4.81,11.99,942,0.00,5.00,-5.34,0,0.00,0.00,0
134.136,13.44,-9.32,0.31,0.00,0.00,5,20.00,4.81,11.99,946,0.00,5.00,-5.34,0,0.00,0.00,0
134.205,13.55,-9.30,0.31,0.00,0.00,5,19.50,4.81,11.99,946,0.00,5.00,-5.34,0,0.00,0.00,0
134.279,13.55,-9.32,0.31,0.00,0.00,5,20.00,4.88,11.99,930,0.00,5.00,-5.34,0,0.00,0.00,0
134.348,13.78,-9.30,0.31,0.00,0.00,5,20.00,4.84,11.99,930,0.00,5.00,-5.34,0,0.00,0.00,0
134.421,13.78,-9.28,0.31,0.00,0.00,5,20.00,4.91,11.99,928,0.00,5.00,-5.34,0,0.00,0.00,0
134.493,14.01,-9.24,0.31,0.00,0.00,5,18.50,4.88,11.99,938,0.00,5.00,-5.34,0,0.00,0.00,0
134.556,13.90,-9.26,0.31,0.00,0.00,5,18.50,4.88,11.99,931,0.00,5.00,-5.34,0,0.00,0.00,0
134.629,14.13,-9.24,0.31,0.00,0.00,5,18.00,4.84,11.99,926,0.00,5.00,-5.34,0,0.00,0.00,0
134.702,14.01,-9.22,0.31,0.00,0.00,5,18.00,4.88,11.99,935,0.00,5.00,-5.34,0,0.00,0.00,0
134.775,14.13,-9.24,0.31,0.00,0.00,5,17.50,4.84,11.99,921,0.00,5.00,-5.34,0,0.00,0.00,0
134.837,14.01,-9.22,0.32,0.00,0.00,5,17.50,4.88,11.99,920,0.00,5.00,-5.34,0,0.00,0.00,0
134.913,14.01,-9.20,0.32,0.00,0.00,5,17.50,4.88,11.99,918,0.00,5.00,-5.34,0,0.00,0.00,0
134.985,14.13,-9.18,0.32,0.00,0.00,5,18.00,4.88,11.99,907,0.00,5.00,-5.34,0,0.00,0.00,0
135.052,14.01,-9.13,0.32,0.00,0.00,5,19.00,4.88,11.99,897,0.00,5.00,-5.34,0,0.00,0.00,0
135.132,14.01,-9.09,0.32,0.00,0.00,5,19.00,4.81,11.99,891,0.00,5.00,-5.34,0,0.00,0.00,0
135.197,13.90,-9.07,0.32,0.00,0.00,5,18.50,4.91,11.99,888,0.00,5.00,-5.34,0,0.00,0.00,0
135.279,14.01,-9.03,0.32,0.00,0.00,5,18.00,4.84,11.99,889,0.00,5.00,-5.34,0,0.00,0.00,0
135.332,13.78,-9.01,0.33,0.00,0.00,5,19.00,4.84,11.99,889,0.00,5.00,-5.34,0,0.00,0.00,0
135.409,13.90,-8.99,0.33,0.00,0.00,5,18.50,4.81,11.99,882,0.00,5.00,-5.34,0,0.00,0.00,0
135.481,13.67,-8.97,0.33,0.00,0.00,5,18.00,4.84,11.99,878,0.00,5.00,-5.34,0,0.00,0.00,0
135.546,13.90,-8.97,0.33,0.00,0.00,4,17.50,4.84,11.99,889,0.00,5.00,-5.34,0,0.00,0.00,0
135.624,13.67,-8.93,0.33,0.00,0.00,5,17.50,4.91,11.99,878,0.00,5.00,-5.34,0,0.00,0.00,0
135.688,13.90,-8.97,0.33,0.00,0.00,5,16.50,4.94,11.99,881,0.00,5.00,-5.34,0,0.00,0.00,0
135.761,13.90,-8.93,0.33,0.00,0.00,4,17.50,4.91,11.99,868,0.00,5.00,-5.34,0,0.00,0.00,0
135.833,13.90,-8.93,0.33,0.00,0.00,4,16.50,4.91,11.99,878,0.00,5.00,-5.34,0,0.00,0.00,0
135.907,14.13,-8.89,0.33,0.00,0.00,4,17.50,4.88,11.99,862,0.00,5.00,-5.34,0,0.00,0.00,0
135.969,14.01,-8.89,0.33,0.00,0.00,4,17.50,4.88,11.99,858,0.00,5.00,-5.34,0,0.00,0.00,0
136.048,14.13,-8.88,0.34,0.00,0.00,4,17.00,4.88,11.99,863,0.00,5.00,-5.34,0,0.00,0.00,0
136.114,13.90,-8.88,0.34,0.00,0.00,4,16.00,4.84,11.99,866,0.00,5.00,-5.34,0,0.00,0.00,0
136.194,14.01,-8.86,0.34,0.00,0.00,4,16.00,4.84,11.99,868,0.00,5.00,-5.34,0,0.00,0.00,0
136.257,14.01,-8.88,0.34,0.00,0.00,4,15.00,4.91,11.99,875,0.00,5.00,-5.34,0,0.00,0.00,0
136.329,13.90,-8.86,0.34,0.00,0.00,4,14.50,4.88,11.99,876,0.00,5.00,-5.34,0,0.00,0.00,0
136.397,14.13,-8.84,0.34,0.00,0.00,4,17.50,4.84,11.99,844,0.00,5.00,-5.34,0,0.00,0.00,0
136.467,14.13,-8.78,0.34,0.00,0.00,4,17.50,4.91,11.99,854,0.00,5.00,-5.34,0,0.00,0.00,0
136.541,14.13,-8.78,0.34,0.00,0.00,4,16.00,4.91,11.99,851,0.00,5.00,-5.34,0,0.00,0.00,0
136.609,14.13,-8.74,0.34,0.00,0.00,4,17.50,4.88,11.99,830,0.00,5.00,-5.34,0,0.00,0.00,0
136.683,14.01,-8.76,0.35,0.00,0.00,3,17.00,4.84,11.99,834,0.00,5.00,-5.34,0,0.00,0.00,0
136.760,14.24,-8.70,0.35,0.00,0.00,3,16.50,4.91,11.99,834,0.00,5.00,-5.34,0,0.00,0.00,0
136.823,14.13,-8.74,0.35,0.00,0.00,3,16.50,4.91,11.99,834,0.00,5.00,-5.34,0,0.00,0.00,0
136.905,14.36,-8.68,0.35,0.00,0.00,3,17.50,4.84,11.99,817,0.00,5.00,-5.34,0,0.00,0.00,0
136.959,14.24,-8.68,0.35,0.00,0.00,3,16.50,4.91,11.99,824,0.00,5.00,-5.34,0,0.00,0.00,0
137.039,14.36,-8.64,0.35,0.00,0.00,3,16.50,4.91,11.99,828,0.00,5.00,-5.34,0,0.00,0.00,0
137.102,14.47,-8.66,0.35,0.00,0.00,3,14.50,4.88,11.99,842,0.00,5.00,-5.34,0,0.00,0.00,0
137.176,14.36,-8.64,0.35,0.00,0.00,6,15.50,4.84,11.99,830,0.00,5.00,-5.34,0,0.00,0.00,0
137.249,14.47,-8.66,0.35,0.00,0.00,6,15.50,4.81,11.99,829,0.00,5.00,-5.34,0,0.00,0.00,0
137.314,14.36,-8.70,0.34,0.00,0.00,6,16.00,4.56,11.99,814,0.00,5.00,-5.34,0,0.00,0.00,0
137.391,14.47,-8.80,0.34,0.00,0.00,6,16.00,4.33,11.99,818,0.00,5.00,-5.34,0,0.00,0.00,0
137.461,14.24,-8.82,0.33,0.00,0.00,6,17.00,4.30,11.99,803,0.00,5.00,-5.34,0,0.00,0.00,0
