Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Boost (PSI),Calculated Load (g/rev),Coolant Temp (° F),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (° F),MAF (g/s),MAF Volt. (V),RPM (RPM),TD Boost Error (PSI),TGV Map Ratio (mult),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-14227][2017 USDM WRX STI COBB Custom Features][Reflash: Stage1 93 v342 Boost Select.ptm - Realtime: Stage1 93 v342 Boost Select.ptm]
612.349,-1.56,-7.81,14.24,2.0,-10.59,0.26,181,1.000,0.00,0.00,37.50,3.47,73,9.23,1.66,2314,5.67,0.000,-5.16,7,0.00,0
612.461,-2.34,-7.81,14.36,2.4,-10.65,0.26,181,1.000,0.00,0.00,38.00,3.58,73,10.03,1.70,2386,5.68,0.000,-5.22,7,0.00,0
612.561,-1.56,-7.81,14.59,2.4,-10.77,0.26,181,1.000,0.00,0.00,38.00,4.08,73,10.15,1.70,2408,5.73,0.000,-5.24,7,0.00,0
612.676,-0.78,-7.81,14.81,2.0,-10.78,0.27,181,1.000,0.00,0.00,38.50,3.97,73,7.75,1.72,2332,5.79,0.000,-5.24,7,0.00,0
612.775,-0.78,-7.81,14.70,1.6,-10.77,0.27,181,1.000,0.00,0.00,38.50,3.98,73,9.09,1.64,2330,5.80,0.000,-5.18,6,0.00,0
612.887,-0.78,-7.81,14.47,0.0,-10.98,0.25,181,1.000,0.00,0.00,36.50,3.50,73,8.32,1.60,2324,6.02,0.000,-5.16,6,0.00,0
612.990,-3.12,-7.81,14.13,0.0,-11.05,0.23,181,1.000,0.00,0.00,35.00,3.51,73,5.12,1.58,2328,5.92,0.000,-5.18,5,0.00,0
613.100,0.00,-7.81,13.67,0.0,-10.83,0.21,181,1.000,0.00,0.00,33.50,0.00,73,7.55,1.56,2340,5.85,0.000,-5.18,5,0.00,0
613.206,0.00,-7.81,13.32,0.0,-10.73,0.20,181,1.000,0.00,0.00,32.50,0.00,73,7.36,1.56,2342,5.76,0.000,-5.20,5,0.00,0
613.308,0.00,-7.81,14.13,0.0,-10.77,0.20,181,1.000,0.00,0.00,31.00,0.00,73,7.06,1.52,2333,5.80,0.000,-5.20,5,0.00,0
613.420,0.00,-7.81,14.70,0.0,-10.77,0.20,181,1.000,0.00,0.00,29.50,0.00,73,7.32,1.56,2328,5.80,0.000,-5.18,5,0.00,0
613.524,0.00,-7.81,15.04,0.0,-10.82,0.20,181,1.000,0.00,0.00,28.00,0.00,73,7.36,1.56,2318,5.86,0.000,-5.16,5,0.00,0
613.634,0.00,-7.81,15.62,0.0,-10.83,0.20,181,1.000,0.00,0.00,27.00,0.00,73,7.39,1.54,2292,5.90,0.000,-5.16,5,0.00,0
613.739,0.00,-7.81,16.31,0.0,-10.86,0.20,181,1.000,0.00,0.00,25.50,0.00,73,7.32,1.56,2279,5.94,0.000,-5.16,5,0.00,0
613.851,0.00,-7.81,17.11,0.0,-10.83,0.20,181,1.000,0.00,0.00,24.00,0.00,73,7.24,1.54,2278,5.89,0.000,-5.14,5,0.00,0
613.955,0.00,-7.81,16.88,0.0,-10.86,0.20,181,1.000,0.00,0.00,24.00,0.00,73,7.17,1.54,2246,5.94,0.000,-5.14,5,0.00,0
614.059,0.00,-7.81,17.80,0.0,-10.82,0.19,181,1.000,0.00,0.00,24.00,0.00,73,7.13,1.54,2264,5.88,0.000,-5.12,5,0.00,0
614.164,0.00,-7.81,19.41,0.0,-10.75,0.19,181,1.000,0.00,0.00,24.00,0.00,73,7.17,1.54,2227,5.84,0.000,-5.14,5,0.00,0
614.278,0.00,-7.81,20.33,0.0,-10.72,0.19,181,1.000,0.00,0.00,24.00,0.00,75,7.09,1.54,2240,5.86,0.000,-5.09,5,0.00,0
614.382,0.00,-7.81,20.33,0.0,-10.77,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.98,1.54,2211,5.88,0.000,-5.10,5,0.00,0
614.487,0.00,-7.81,20.33,0.0,-10.75,0.19,181,1.000,0.00,0.00,24.00,0.00,75,7.09,1.54,2211,5.85,0.000,-5.09,5,0.00,0
614.598,0.00,-7.81,20.33,0.0,-10.69,0.19,181,1.000,0.00,0.00,24.00,0.00,75,7.02,1.52,2189,5.67,0.000,-5.07,5,0.00,0
614.698,0.00,-7.81,20.33,0.0,-10.46,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.87,1.52,2184,5.52,0.000,-5.07,5,0.00,0
614.812,0.00,-7.81,20.33,0.0,-10.37,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.87,1.52,2178,5.46,0.000,-5.07,5,0.00,0
614.914,0.00,-7.81,20.33,0.0,-10.31,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.94,1.52,2167,5.48,0.000,-5.05,5,0.00,0
615.017,0.00,-7.81,20.33,0.0,-10.29,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.98,1.52,2152,5.45,0.000,-5.05,5,0.00,0
615.127,0.00,-7.81,20.33,0.0,-10.26,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.64,1.50,2120,5.47,0.000,-5.03,5,0.00,0
615.230,0.00,-7.81,20.33,0.0,-10.33,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.57,1.50,2113,5.50,0.000,-5.01,5,0.00,0
615.336,0.00,-7.81,20.33,0.0,-10.31,0.19,181,1.000,0.00,0.00,24.00,0.00,75,6.64,1.50,2106,5.52,0.000,-5.01,5,0.00,0
615.445,0.00,-7.81,20.33,0.4,-10.30,0.19,181,1.000,0.00,0.00,25.00,3.11,75,6.64,1.50,2100,5.55,0.000,-4.97,5,0.00,0
615.549,0.00,-7.81,20.33,2.4,-10.26,0.19,181,1.000,0.00,0.00,31.00,3.15,75,7.24,1.56,2110,5.43,0.000,-4.99,6,0.00,0
615.658,0.00,-7.81,20.33,2.0,-10.46,0.21,181,1.000,0.00,0.00,12.00,3.11,75,8.36,1.62,2056,5.84,0.000,-4.99,6,0.00,0
615.768,0.00,-7.81,20.33,2.4,-10.61,0.23,181,1.000,0.00,0.00,20.00,3.51,75,8.49,1.62,2064,5.87,0.000,-4.95,6,0.00,0
615.873,0.00,-7.81,20.33,2.4,-10.70,0.24,181,1.000,0.00,0.00,30.00,3.54,75,8.49,1.62,2076,5.96,0.000,-4.95,6,0.00,0
615.975,0.00,-7.81,20.33,2.4,-10.71,0.24,181,1.000,0.00,0.00,37.00,3.62,75,8.83,1.64,2106,5.93,0.000,-4.97,7,0.00,0
616.089,0.00,-7.81,19.87,2.7,-10.72,0.24,181,1.000,0.00,0.00,37.00,3.64,75,8.88,1.66,2131,5.91,0.000,-4.99,7,0.00,0
616.196,0.00,-7.81,16.77,3.1,-10.63,0.26,181,1.000,0.00,0.00,37.50,3.94,75,9.84,1.70,2061,5.78,0.000,-5.01,7,0.00,0
616.297,0.00,-7.81,14.47,3.5,-10.44,0.27,181,1.000,0.00,0.00,39.00,3.55,75,9.76,1.68,2073,5.71,0.000,-4.95,7,0.00,0
616.410,-6.25,-7.81,13.32,3.9,-10.46,0.28,181,1.000,0.00,0.00,39.00,3.60,75,9.98,1.70,2112,5.69,0.000,-4.97,7,0.00,0
616.511,-6.25,-7.81,13.67,4.3,-10.41,0.28,181,1.000,0.00,0.00,39.50,3.59,75,10.65,1.72,2110,5.59,0.000,-4.99,8,0.00,0
616.616,-3.91,-7.81,14.47,4.3,-10.32,0.30,181,1.000,0.00,0.00,40.50,3.54,75,11.05,1.72,2074,5.57,0.000,-4.97,8,0.00,0
616.729,-1.56,-7.81,15.27,4.3,-10.21,0.30,181,1.000,0.00,0.00,41.00,3.60,75,10.84,1.72,2102,5.40,0.000,-4.97,8,0.00,0
616.829,0.78,-7.81,15.62,4.7,-10.17,0.31,181,1.000,0.00,0.00,41.50,3.62,75,11.51,1.76,2124,5.32,0.000,-4.99,8,0.00,0
616.944,1.56,-7.81,15.39,4.7,-10.03,0.32,181,1.000,0.00,0.00,42.50,4.01,75,11.63,1.74,2112,5.20,0.000,-4.99,8,0.00,0
617.046,2.34,-7.81,15.04,5.9,-9.92,0.33,181,1.000,0.00,0.00,43.00,4.07,75,11.84,1.76,2122,5.13,0.000,-4.99,8,0.00,0
617.152,1.56,-7.81,14.70,5.9,-9.83,0.34,181,1.000,0.00,0.00,44.00,4.08,75,12.91,1.80,2110,4.97,0.000,-5.01,9,0.00,0
617.256,1.56,-7.81,14.59,6.3,-9.67,0.35,181,1.000,0.00,0.00,45.00,4.12,75,12.93,1.80,2148,4.86,0.000,-5.01,9,0.00,0
617.370,2.34,-7.81,14.59,6.3,-9.52,0.37,181,1.000,0.00,0.00,46.00,4.09,75,13.94,1.84,2144,4.68,0.000,-5.01,9,0.00,0
617.475,2.34,-7.81,14.70,6.3,-9.40,0.38,181,1.000,0.00,0.00,47.50,4.59,75,14.73,1.86,2168,4.53,0.000,-5.03,10,0.00,0
617.575,3.12,-7.81,14.70,6.7,-9.21,0.41,181,1.000,0.00,0.00,48.50,4.59,75,15.34,1.88,2153,4.38,0.000,-5.03,10,0.00,0
617.689,3.91,-7.81,14.81,6.7,-9.00,0.42,181,1.000,0.00,0.00,48.50,4.67,75,17.76,1.88,2174,4.16,0.000,-5.05,10,0.00,0
617.789,3.91,-7.03,14.70,6.7,-8.94,0.43,181,1.000,0.00,0.00,48.00,5.15,75,16.05,1.90,2179,4.07,0.000,-5.05,10,0.00,0
617.897,3.91,-7.03,14.70,6.7,-8.88,0.44,181,1.000,0.00,0.00,48.00,5.19,75,16.00,1.90,2198,4.01,0.000,-5.07,10,0.00,0
618.002,3.91,-7.03,14.59,6.7,-8.83,0.45,181,1.000,0.00,0.00,48.00,5.21,75,16.85,1.92,2221,3.90,0.000,-5.07,10,0.00,0
618.106,3.91,-7.03,14.47,6.3,-8.81,0.45,181,1.000,0.00,0.00,48.00,5.25,75,16.16,1.90,2237,3.91,0.000,-5.09,10,0.00,0
618.217,3.91,-7.03,14.47,5.9,-8.89,0.44,181,1.000,0.00,0.00,48.50,4.79,75,14.63,1.86,2247,3.99,0.000,-5.10,9,0.00,0
618.321,3.12,-7.81,14.24,6.3,-9.16,0.41,181,1.000,0.00,0.00,49.00,4.82,75,14.52,1.86,2260,4.29,0.000,-5.10,9,0.00,0
618.427,0.78,-7.81,14.01,6.3,-9.26,0.41,181,1.000,0.00,0.00,49.00,4.85,75,15.28,1.88,2274,4.32,0.000,-5.10,9,0.00,0
618.531,0.78,-7.81,14.13,6.3,-9.24,0.42,181,1.000,0.00,0.00,49.00,4.87,75,15.21,1.88,2281,4.31,0.000,-5.14,10,0.00,0
618.646,1.56,-7.03,14.47,6.3,-9.18,0.42,181,1.000,0.00,0.00,49.00,4.90,75,15.62,1.88,2296,4.25,0.000,-5.12,10,0.00,0
618.754,1.56,-7.03,14.70,6.3,-9.18,0.43,181,1.000,0.00,0.00,49.00,4.91,75,15.55,1.88,2288,4.24,0.000,-5.14,10,0.00,0
618.857,1.56,-7.03,14.59,6.3,-9.18,0.42,181,1.000,0.00,0.00,49.00,4.95,75,15.55,1.88,2305,4.24,0.000,-5.16,10,0.00,0
618.957,1.56,-7.03,14.47,6.3,-9.21,0.42,181,1.000,0.00,0.00,49.00,4.96,75,15.90,1.90,2309,4.25,0.000,-5.18,9,0.00,0
619.070,0.78,-7.03,14.36,5.9,-9.21,0.43,181,1.000,0.00,0.00,49.00,4.96,75,15.48,1.88,2325,4.27,0.000,-5.18,9,0.00,0
619.175,0.78,-6.25,14.36,5.5,-9.34,0.42,181,1.000,0.00,0.00,49.50,4.96,75,14.74,1.86,2327,4.36,0.000,-5.18,9,0.00,0
619.278,-0.78,-7.81,14.13,5.5,-9.44,0.40,181,1.000,0.00,0.00,49.50,4.50,75,14.43,1.84,2359,4.48,0.000,-5.20,9,0.00,0
619.388,-1.56,-7.81,14.13,5.5,-9.51,0.39,181,1.000,0.00,0.00,49.00,4.51,75,14.69,1.86,2364,4.52,0.000,-5.22,9,0.00,0
619.492,-1.56,-7.81,14.36,5.9,-9.51,0.40,181,1.000,0.00,0.00,49.50,4.56,75,14.55,1.86,2376,4.51,0.000,-5.20,9,0.00,0
619.596,-0.78,-7.81,14.59,5.5,-9.47,0.40,181,1.000,0.00,0.00,49.50,4.58,75,15.29,1.86,2368,4.46,0.000,-5.22,9,0.00,0
619.705,0.00,-7.81,14.70,5.5,-9.46,0.40,181,1.000,0.00,0.00,50.00,4.56,75,15.02,1.86,2375,4.44,0.000,-5.24,9,0.00,0
619.809,0.00,-7.81,14.70,5.1,-9.50,0.40,181,1.000,0.00,0.00,50.00,4.59,75,14.49,1.84,2406,4.49,0.000,-5.24,9,0.00,0
619.922,0.00,-7.81,14.59,3.9,-9.57,0.39,181,1.000,0.00,0.00,49.00,4.62,75,14.10,1.82,2406,4.55,0.000,-5.24,9,0.00,0
620.025,0.00,-7.81,14.47,2.7,-9.67,0.38,181,1.000,0.00,0.00,47.50,4.65,75,13.38,1.80,2405,4.74,0.000,-5.24,9,0.00,0
620.130,-0.78,-7.81,14.36,1.2,-9.83,0.36,181,1.000,0.00,0.00,45.50,4.61,75,13.13,1.80,2421,4.80,0.000,-5.22,8,0.00,0
620.235,0.00,-7.81,14.47,0.0,-9.96,0.35,181,1.000,0.00,0.00,43.50,4.12,75,12.50,1.76,2434,5.01,0.000,-5.24,8,0.00,0
620.347,0.00,-7.81,14.59,0.0,-10.03,0.34,181,1.000,0.00,0.00,41.00,4.14,75,11.96,1.74,2410,4.90,0.000,-5.24,7,0.00,0
620.452,0.00,-7.81,14.70,0.0,-9.92,0.31,181,1.000,0.00,0.00,37.00,0.00,75,10.50,1.68,2404,4.90,0.000,-5.24,6,0.00,0
620.557,0.00,-7.81,14.36,0.0,-10.09,0.28,181,1.000,0.00,0.00,33.50,0.00,75,8.93,1.62,2399,5.09,0.000,-5.24,6,0.00,0
620.669,0.00,-7.81,14.24,0.0,-10.30,0.24,181,1.000,0.00,0.00,30.50,0.00,75,7.89,1.60,2388,5.39,0.000,-5.22,5,0.00,0
620.773,0.00,-7.81,14.70,0.0,-10.54,0.22,181,1.000,0.00,0.00,29.00,0.00,73,7.63,1.56,2440,5.54,0.000,-5.22,5,0.00,0
620.874,0.00,-7.81,15.73,0.0,-10.71,0.21,181,1.000,0.00,0.00,28.00,0.00,73,7.59,1.56,2398,5.66,0.000,-5.20,5,0.00,0
620.989,0.00,-7.81,16.31,0.0,-10.74,0.20,181,1.000,0.00,0.00,26.50,0.00,73,7.55,1.56,2398,5.71,0.000,-5.24,5,0.00,0
621.092,0.00,-7.81,15.27,0.0,-10.74,0.20,181,1.000,0.00,0.00,25.00,0.00,75,7.39,1.56,2393,5.71,0.000,-5.24,5,0.00,0
621.196,0.00,-7.81,14.47,0.0,-10.79,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.47,1.56,2352,5.77,0.000,-5.24,5,0.00,0
621.305,0.00,-7.81,13.90,0.0,-10.73,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.47,1.56,2376,5.69,0.000,-5.22,5,0.00,0
621.409,0.00,-7.81,14.93,0.0,-10.70,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.55,1.56,2366,5.66,0.000,-5.24,5,0.00,0
621.514,0.00,-7.81,17.23,0.0,-10.68,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.47,1.56,2360,5.67,0.000,-5.20,5,0.00,0
621.629,0.00,-7.81,19.64,0.0,-10.67,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.36,1.56,2341,5.67,0.000,-5.20,5,0.00,0
621.734,0.00,-7.81,20.33,0.0,-10.65,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.47,1.56,2318,5.70,0.000,-5.18,5,0.00,0
621.835,0.00,-7.81,20.33,0.0,-10.65,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.39,1.56,2306,5.68,0.000,-5.18,5,0.00,0
621.946,0.00,-7.81,20.33,0.0,-10.48,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.24,1.54,2300,5.44,0.000,-5.16,5,0.00,0
622.051,0.00,-7.81,20.33,0.0,-10.35,0.20,181,1.000,0.00,0.00,24.00,0.00,75,7.28,1.54,2296,5.36,0.000,-5.16,5,0.00,0
622.156,0.00,-7.81,20.33,0.0,-10.26,0.20,180,1.000,0.00,0.00,24.00,0.00,75,7.24,1.54,2281,5.29,0.000,-5.14,5,0.00,0
622.268,0.00,-7.81,20.33,0.0,-10.25,0.20,180,1.000,0.00,0.00,24.00,0.00,75,7.13,1.54,2270,5.30,0.000,-5.14,5,0.00,0
622.372,0.00,-7.81,20.33,0.0,-10.23,0.19,180,1.000,0.00,0.00,24.00,0.00,75,7.17,1.54,2247,5.33,0.000,-5.12,5,0.00,0
622.476,0.00,-7.81,20.33,0.0,-10.23,0.19,180,1.000,0.00,0.00,24.00,0.00,75,7.02,1.52,2239,5.30,0.000,-5.10,5,0.00,0
622.581,0.00,-7.81,20.33,0.0,-10.24,0.19,180,1.000,0.00,0.00,24.00,0.00,75,7.02,1.52,2201,5.36,0.000,-5.10,5,0.00,0
622.686,0.00,-7.81,20.33,0.0,-10.23,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.94,1.52,2192,5.36,0.000,-5.09,5,0.00,0
622.798,0.00,-7.81,20.33,0.0,-10.27,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.87,1.52,2170,5.38,0.000,-5.07,5,0.00,0
622.901,0.00,-7.81,20.33,0.0,-10.27,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.94,1.52,2158,5.40,0.000,-5.05,5,0.00,0
623.006,0.00,-7.81,20.33,0.0,-10.25,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.75,1.52,2156,5.44,0.000,-5.03,5,0.00,0
623.121,0.00,-7.81,20.33,0.0,-10.25,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.79,1.52,2142,5.46,0.000,-5.03,5,0.00,0
623.226,0.00,-7.81,20.33,0.0,-10.27,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.90,1.52,2122,5.48,0.000,-5.01,5,0.00,0
623.330,0.00,-7.81,20.33,0.0,-10.27,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.60,1.50,2093,5.49,0.000,-4.99,5,0.00,0
623.435,0.00,-7.81,20.33,0.0,-10.30,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.64,1.50,2057,5.56,0.000,-4.99,5,0.00,0
623.549,0.00,-7.81,20.33,0.0,-10.29,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.79,1.52,2017,5.59,0.000,-4.93,5,0.00,0
623.651,0.00,-7.81,20.33,0.0,-10.27,0.20,180,1.000,0.00,0.00,24.00,0.00,75,6.41,1.48,1964,5.58,0.000,-4.89,4,0.00,0
623.756,0.00,-7.81,20.33,0.0,-10.31,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.14,1.46,1898,5.51,0.000,-4.95,5,0.00,0
623.859,0.00,-7.81,20.33,0.0,-10.31,0.19,180,1.000,0.00,0.00,24.00,0.00,75,6.27,1.48,1850,5.37,0.000,-5.10,4,0.00,0
623.971,0.00,-7.81,20.33,0.0,-10.31,0.20,180,1.000,0.00,0.00,23.50,0.00,75,6.08,1.46,1746,5.30,0.000,-5.24,4,0.00,0
624.075,0.00,-7.81,20.33,0.0,-10.31,0.20,180,1.000,0.00,0.00,21.00,0.00,75,5.88,1.46,1616,5.06,0.000,-5.34,4,0.00,0
624.178,0.00,-7.81,20.33,0.0,-10.37,0.21,180,1.000,0.00,0.00,19.50,0.00,75,5.56,1.42,1511,5.15,0.000,-5.55,4,0.00,0
624.292,0.00,-7.81,20.33,0.0,-10.44,0.21,180,1.000,0.00,0.00,18.00,0.00,75,5.14,1.38,1376,5.35,0.000,-5.30,3,0.00,0
624.396,0.00,-7.03,20.33,0.0,-10.48,0.22,180,1.000,0.00,0.00,17.50,0.00,75,4.71,1.36,1249,5.68,0.000,-5.18,3,0.00,0
624.504,0.00,-7.03,20.33,0.0,-10.45,0.22,180,1.000,0.00,0.00,17.00,0.00,75,4.60,1.34,1129,5.89,0.000,-4.91,3,0.00,0
624.615,0.00,-7.03,20.33,0.0,-10.37,0.23,180,1.000,0.00,0.00,17.00,0.00,75,4.62,1.36,1022,6.00,0.000,-4.54,3,0.00,0
624.718,0.00,-7.03,20.33,0.0,-10.20,0.25,180,1.000,0.00,0.00,16.00,0.00,75,4.48,1.32,877,6.17,0.000,-4.37,3,0.00,0
624.819,0.00,-6.25,20.33,0.0,-10.00,0.28,180,1.000,0.00,0.00,16.00,1.53,75,4.40,1.32,816,6.22,0.000,-3.96,4,0.00,0
624.929,0.00,-6.25,20.33,0.0,-9.65,0.29,180,1.000,0.00,0.00,16.00,1.72,75,4.42,1.34,917,5.88,0.000,-3.96,4,0.00,0
625.032,0.00,-6.25,20.33,0.0,-9.65,0.29,180,1.000,0.00,0.00,16.00,1.88,75,4.45,1.34,980,5.64,0.000,-4.16,3,0.00,0
625.146,0.00,-6.25,20.33,0.0,-9.87,0.27,180,1.000,0.00,0.00,17.00,1.77,75,3.79,1.26,1036,5.81,0.000,-4.35,2,0.00,0
625.249,0.00,-6.25,20.33,0.0,-10.16,0.25,180,1.000,0.00,0.00,17.00,1.77,75,3.52,1.26,1048,5.95,0.000,-4.49,2,0.00,0
625.350,0.00,-6.25,20.33,0.0,-10.41,0.23,180,1.000,0.00,0.00,17.00,1.77,75,3.56,1.26,1037,6.15,0.000,-4.51,2,0.00,0
625.464,0.00,-5.47,20.33,0.0,-10.56,0.22,180,1.000,0.00,0.00,17.00,1.76,75,3.56,1.26,1029,6.36,0.000,-4.47,2,0.00,0
625.572,0.00,-5.47,18.26,0.0,-10.63,0.22,180,1.000,0.00,0.00,17.00,1.75,75,3.49,1.24,1007,6.41,0.000,-4.43,2,0.00,0
625.676,0.00,-5.47,15.62,0.0,-10.67,0.21,180,1.000,0.00,0.00,16.00,1.70,75,3.49,1.26,994,6.52,0.000,-4.39,2,0.00,0
625.780,-0.78,-5.47,13.90,0.0,-10.67,0.21,180,1.000,0.00,0.00,16.00,1.45,75,3.49,1.24,978,6.57,0.000,-4.31,2,0.00,0
625.885,-2.34,-3.12,13.44,0.0,-10.67,0.21,180,1.000,0.00,0.00,16.00,1.40,75,3.45,1.26,938,6.60,0.000,-4.27,2,0.00,0
625.990,-3.12,-3.12,13.44,0.0,-10.67,0.22,180,1.000,0.00,0.00,16.00,1.35,75,3.50,1.26,902,6.74,0.000,-4.22,2,0.00,0
626.100,-3.91,-3.12,13.55,0.0,-10.65,0.23,180,1.000,0.00,0.00,16.00,1.28,75,3.50,1.26,859,6.85,0.000,-4.06,2,0.00,0
626.204,-3.91,-3.12,13.67,0.0,-10.63,0.23,180,1.000,0.00,0.00,16.00,1.21,75,3.50,1.26,807,6.90,0.000,-3.91,3,0.00,0
626.316,-3.91,-3.12,13.90,0.0,-10.53,0.25,180,1.000,0.00,0.00,16.00,1.12,75,3.55,1.26,750,6.82,0.000,-3.85,3,0.00,0
626.416,-3.91,-3.12,14.13,0.0,-10.35,0.26,180,1.000,0.00,0.00,16.00,1.27,75,3.62,1.26,743,6.65,0.000,-3.85,3,0.00,0
626.530,-3.91,-3.12,14.47,0.0,-10.16,0.27,180,1.000,0.00,0.00,16.00,1.24,75,3.69,1.28,725,6.51,0.000,-3.85,3,0.00,0
626.630,-3.12,-3.12,14.70,0.0,-10.02,0.28,180,1.000,0.00,0.00,16.00,1.22,75,3.66,1.24,716,6.31,0.000,-3.85,3,0.00,0
626.740,-3.12,-3.12,14.93,0.0,-9.84,0.29,180,1.000,0.00,0.00,16.00,1.21,75,3.64,1.28,710,6.15,0.000,-3.85,3,0.00,0
626.845,-2.34,-3.12,15.04,0.0,-9.74,0.29,180,1.000,0.00,0.00,16.00,1.25,75,3.64,1.26,744,6.05,0.000,-3.85,3,0.00,0
626.955,-2.34,-3.12,15.16,0.0,-9.68,0.29,180,1.000,0.00,0.00,16.00,1.29,75,3.55,1.24,758,6.03,0.000,-3.85,2,0.00,0
627.059,-1.56,-3.12,15.16,0.0,-9.74,0.29,180,1.000,0.00,0.00,14.50,1.32,75,3.43,1.26,773,6.13,0.000,-3.85,2,0.00,0
627.164,-1.56,-3.12,15.16,0.0,-9.78,0.28,180,1.000,0.00,0.00,14.00,1.35,75,3.45,1.26,790,6.16,0.000,-3.85,3,0.00,0
627.275,-1.56,-3.12,15.04,0.0,-9.85,0.28,180,1.000,0.00,0.00,13.50,1.35,75,3.57,1.26,789,6.21,0.000,-3.85,3,0.00,0
627.378,-0.78,-3.12,14.93,0.0,-9.88,0.28,180,1.000,0.00,0.00,13.50,1.35,75,3.62,1.24,803,6.25,0.000,-3.85,3,0.00,0
627.488,-1.56,-3.12,14.81,0.0,-9.88,0.28,180,1.000,0.00,0.00,12.50,1.37,75,3.59,1.26,806,6.24,0.000,-3.85,3,0.00,0
627.591,-1.56,-3.12,14.70,0.0,-9.89,0.28,180,1.000,0.00,0.00,12.50,1.38,75,3.62,1.28,810,6.22,0.000,-3.85,3,0.00,0
627.696,-1.56,-3.12,14.70,0.0,-9.90,0.28,180,1.000,0.00,0.00,12.50,1.39,75,3.52,1.26,812,6.25,0.000,-3.89,2,0.00,0
627.807,-1.56,-3.12,14.59,0.0,-9.96,0.27,180,1.000,0.00,0.00,12.50,1.37,75,3.43,1.26,801,6.32,0.000,-3.87,2,0.00,0
627.907,-1.56,-3.12,14.59,0.0,-10.02,0.27,180,1.000,0.00,0.00,14.00,1.38,75,3.45,1.26,808,6.38,0.000,-3.87,3,0.00,0
628.017,-1.56,-3.12,14.59,0.0,-10.04,0.27,180,1.000,0.00,0.00,13.50,1.38,75,3.52,1.26,799,6.39,0.000,-3.85,3,0.00,0
628.121,-1.56,-3.12,14.59,0.0,-10.04,0.27,180,1.000,0.00,0.00,14.00,1.37,75,3.52,1.24,807,6.37,0.000,-3.87,3,0.00,0
628.231,-1.56,-3.12,14.59,0.0,-9.99,0.27,180,1.000,0.00,0.00,14.00,1.38,77,3.55,1.24,807,6.35,0.000,-3.87,3,0.00,0
628.336,-1.56,-3.12,14.59,0.0,-10.01,0.27,180,1.000,0.00,0.00,14.50,1.35,77,3.55,1.26,793,6.36,0.000,-3.85,3,0.00,0
628.449,-1.56,-3.12,14.59,0.0,-9.99,0.27,180,1.000,0.00,0.00,14.50,1.35,77,3.52,1.26,790,6.34,0.000,-3.85,2,0.00,0
628.549,-1.56,-3.12,14.59,0.0,-9.99,0.27,180,1.000,0.00,0.00,14.50,1.35,77,3.35,1.24,790,6.36,0.000,-3.85,2,0.00,0
628.661,-1.56,-3.12,14.59,0.0,-10.02,0.27,180,1.000,0.00,0.00,14.00,1.36,77,3.35,1.22,804,6.40,0.000,-3.85,2,0.00,0
628.765,-1.56,-3.12,14.59,0.0,-10.07,0.26,180,1.000,0.00,0.00,14.00,1.36,77,3.43,1.22,789,6.43,0.000,-3.85,2,0.00,0
628.875,-1.56,-3.12,14.59,0.0,-10.07,0.26,180,1.000,0.00,0.00,15.00,1.34,77,3.48,1.26,786,6.44,0.000,-3.85,2,0.00,0
628.980,-1.56,-3.12,14.59,0.0,-10.05,0.27,180,1.000,0.00,0.00,14.50,1.35,77,3.45,1.26,791,6.39,0.000,-3.85,2,0.00,0
629.084,-1.56,-3.12,14.59,0.0,-10.04,0.27,180,1.000,0.00,0.00,14.50,1.34,77,3.48,1.26,783,6.39,0.000,-3.85,2,0.00,0
