Time (sec),AF Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.3.0-12522][2004 USDM Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
435.465,14.59,-8.57,0.34,0.00,0.00,1,10.50,4.10,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
435.529,14.70,-8.59,0.34,0.00,0.00,1,11.00,4.08,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
435.595,14.59,-8.59,0.34,0.00,0.00,1,12.00,4.08,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
435.673,14.59,-8.60,0.34,0.00,0.00,1,11.50,4.02,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
435.738,14.59,-8.59,0.34,0.00,0.00,1,10.50,4.08,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
435.812,14.70,-8.60,0.34,0.00,0.00,1,11.00,4.02,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
435.884,14.70,-8.60,0.34,0.00,0.00,1,10.50,4.02,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
435.947,14.70,-8.64,0.33,0.00,0.00,1,10.50,4.00,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
436.024,14.70,-8.66,0.33,0.00,0.00,1,10.00,4.00,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
436.096,14.59,-8.68,0.33,0.00,0.00,1,11.00,3.92,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
436.163,14.59,-8.70,0.33,0.00,0.00,1,11.00,3.92,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
436.238,14.59,-8.68,0.33,0.00,0.00,1,11.50,4.00,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
436.307,14.59,-8.74,0.33,0.00,0.00,1,10.50,4.00,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
436.389,14.47,-8.74,0.33,0.00,0.00,1,11.50,4.00,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
436.448,14.59,-8.70,0.33,0.00,0.00,1,13.00,3.92,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
436.529,14.47,-8.68,0.33,0.00,0.00,1,13.00,3.97,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
436.592,14.47,-8.66,0.33,0.00,0.00,1,13.00,4.05,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
436.658,14.59,-8.68,0.33,0.00,0.00,1,11.50,4.00,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
436.731,14.47,-8.66,0.33,0.00,0.00,1,10.50,4.00,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
436.800,14.47,-8.74,0.33,0.00,0.00,1,12.00,3.90,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
436.874,14.59,-8.74,0.33,0.00,0.00,1,11.50,3.87,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
436.941,14.59,-8.70,0.33,0.00,0.00,1,13.00,3.87,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
437.017,14.47,-8.70,0.33,0.00,0.00,1,12.50,4.00,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
437.084,14.47,-8.66,0.33,0.00,0.00,1,13.00,4.02,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
437.158,14.59,-8.68,0.33,0.00,0.00,1,12.00,4.00,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
437.220,14.59,-8.60,0.33,0.00,0.00,1,11.50,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
437.295,14.59,-8.60,0.33,0.00,0.00,1,12.50,4.00,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
437.363,14.70,-8.62,0.34,0.00,0.00,1,13.00,4.02,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
437.448,14.59,-8.57,0.34,0.00,0.00,1,13.00,4.11,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
437.511,14.70,-8.59,0.34,0.00,0.00,1,12.00,4.08,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
437.584,14.70,-8.57,0.34,0.00,0.00,1,10.00,4.13,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
437.658,14.70,-8.62,0.34,0.00,0.00,1,10.50,4.00,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
437.720,14.70,-8.60,0.34,0.00,0.00,1,10.50,4.08,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
437.802,14.59,-8.62,0.34,0.00,0.00,1,10.50,4.02,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
437.865,14.59,-8.64,0.34,0.00,0.00,1,11.00,4.08,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
437.929,14.59,-8.60,0.34,0.00,0.00,1,11.50,4.02,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
438.009,14.59,-8.64,0.34,0.00,0.00,1,11.00,4.08,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
438.071,14.59,-8.64,0.33,0.00,0.00,1,10.50,4.02,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
438.146,14.59,-8.70,0.33,0.00,0.00,1,10.00,3.97,11.99,738,0.00,5.00,-5.34,0,0.00,0.00,0
438.219,14.59,-8.68,0.33,0.00,0.00,1,9.50,4.00,11.99,744,0.00,5.00,-5.34,0,0.00,0.00,0
438.281,14.59,-8.74,0.33,0.00,0.00,1,10.50,3.90,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
438.363,14.47,-8.76,0.33,0.00,0.00,1,10.50,3.92,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
438.426,14.59,-8.76,0.33,0.00,0.00,1,11.50,3.97,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
438.504,14.59,-8.78,0.33,0.00,0.00,1,12.50,3.92,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
438.566,14.47,-8.72,0.33,0.00,0.00,1,13.00,3.97,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
438.648,14.59,-8.70,0.33,0.00,0.00,1,13.00,4.02,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
438.709,14.59,-8.68,0.33,0.00,0.00,1,12.00,4.02,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
438.783,14.59,-8.66,0.33,0.00,0.00,1,11.50,4.00,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
438.856,14.70,-8.66,0.33,0.00,0.00,1,11.00,4.05,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
438.919,14.70,-8.66,0.33,0.00,0.00,1,11.50,4.02,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
438.992,14.70,-8.68,0.33,0.00,0.00,1,11.50,3.97,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
439.064,14.59,-8.68,0.33,0.00,0.00,1,11.00,3.97,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
439.146,14.70,-8.72,0.33,0.00,0.00,1,11.50,3.95,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
439.209,14.70,-8.72,0.33,0.00,0.00,1,11.00,3.97,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
439.279,14.70,-8.70,0.33,0.00,0.00,1,12.00,3.97,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
439.352,14.70,-8.72,0.33,0.00,0.00,1,12.00,3.97,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
439.416,14.59,-8.70,0.33,0.00,0.00,1,11.50,3.97,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
439.491,14.70,-8.70,0.33,0.00,0.00,1,11.50,4.00,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
439.563,14.59,-8.68,0.33,0.00,0.00,1,12.50,4.00,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
439.642,14.59,-8.70,0.33,0.00,0.00,1,11.50,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
439.709,14.59,-8.68,0.33,0.00,0.00,1,10.50,4.02,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
439.774,14.59,-8.66,0.33,0.00,0.00,1,12.00,3.97,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
439.848,14.70,-8.64,0.33,0.00,0.00,1,13.00,3.97,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
439.911,14.70,-8.60,0.34,0.00,0.00,1,13.00,4.08,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
439.993,14.70,-8.60,0.34,0.00,0.00,1,11.50,4.11,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
440.055,14.59,-8.59,0.34,0.00,0.00,1,11.00,4.10,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
440.121,14.70,-8.60,0.34,0.00,0.00,1,11.50,4.00,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
440.201,14.70,-8.62,0.34,0.00,0.00,1,11.50,4.00,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
440.263,14.70,-8.66,0.33,0.00,0.00,1,11.50,3.97,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
440.349,14.70,-8.68,0.33,0.00,0.00,1,10.50,3.97,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
440.412,14.70,-8.66,0.33,0.00,0.00,1,13.00,3.97,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
440.476,14.70,-8.66,0.33,0.00,0.00,1,12.50,3.97,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
440.554,14.59,-8.60,0.34,0.00,0.00,1,13.00,4.05,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
440.620,14.59,-8.59,0.34,0.00,0.00,1,12.00,4.02,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
440.695,14.59,-8.57,0.34,0.00,0.00,1,11.00,4.13,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
440.768,14.59,-8.57,0.34,0.00,0.00,1,12.00,4.10,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
440.847,14.70,-8.59,0.34,0.00,0.00,1,11.50,4.02,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
440.900,14.70,-8.57,0.34,0.00,0.00,1,11.00,4.02,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
440.974,14.70,-8.64,0.34,0.00,0.00,1,10.00,4.02,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
441.047,14.70,-8.68,0.33,0.00,0.00,1,9.50,3.97,11.99,738,0.00,5.00,-5.34,0,0.00,0.00,0
441.113,14.70,-8.70,0.33,0.00,0.00,1,10.50,3.90,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
441.199,14.70,-8.76,0.33,0.00,0.00,1,10.50,3.82,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
441.260,14.59,-8.78,0.33,0.00,0.00,1,12.00,3.90,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
441.324,14.59,-8.78,0.33,0.00,0.00,1,12.00,3.92,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
441.402,14.59,-8.74,0.33,0.00,0.00,1,13.00,3.97,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
441.474,14.47,-8.72,0.33,0.00,0.00,1,13.00,4.02,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
441.539,14.47,-8.70,0.33,0.00,0.00,1,12.50,4.08,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
441.612,14.47,-8.66,0.33,0.00,0.00,1,11.50,4.08,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
441.684,14.47,-8.64,0.34,0.00,0.00,1,11.00,4.08,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
441.751,14.47,-8.64,0.33,0.00,0.00,1,11.50,3.97,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
441.835,14.59,-8.72,0.33,0.00,0.00,1,11.50,3.92,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
441.899,14.59,-8.68,0.33,0.00,0.00,1,11.00,3.97,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
441.962,14.70,-8.68,0.33,0.00,0.00,1,12.00,4.00,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
442.035,14.70,-8.64,0.33,0.00,0.00,1,12.50,3.97,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
442.103,14.70,-8.62,0.34,0.00,0.00,1,12.00,4.13,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
442.187,14.70,-8.60,0.34,0.00,0.00,1,11.00,4.16,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
442.251,14.70,-8.57,0.34,0.00,0.00,1,11.50,4.13,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
442.316,14.70,-8.60,0.34,0.00,0.00,1,11.00,4.10,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
442.399,14.70,-8.59,0.34,0.00,0.00,1,10.50,4.02,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
442.463,14.70,-8.64,0.34,0.00,0.00,1,9.50,4.00,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
442.543,14.59,-8.68,0.33,0.00,0.00,1,9.00,3.97,11.99,744,0.00,5.00,-5.34,0,0.00,0.00,0
442.599,14.59,-8.74,0.33,0.00,0.00,1,10.50,3.87,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
442.672,14.59,-8.78,0.33,0.00,0.00,1,11.00,3.87,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
442.743,14.59,-8.76,0.33,0.00,0.00,1,12.00,3.92,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
442.816,14.59,-8.78,0.33,0.00,0.00,1,11.50,3.92,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
442.889,14.47,-8.70,0.33,0.00,0.00,1,12.50,4.02,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
442.954,14.47,-8.70,0.33,0.00,0.00,1,13.50,4.00,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
443.032,14.47,-8.68,0.33,0.00,0.00,1,11.50,4.05,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
443.095,14.47,-8.66,0.33,0.00,0.00,1,12.50,4.00,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
443.170,14.59,-8.68,0.33,0.00,0.00,1,12.00,4.00,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
443.244,14.70,-8.64,0.34,0.00,0.00,1,13.00,4.05,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
443.311,14.70,-8.60,0.34,0.00,0.00,1,13.00,4.02,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
443.385,14.70,-8.59,0.34,0.00,0.00,1,11.00,4.08,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
443.454,14.70,-8.59,0.34,0.00,0.00,1,11.00,4.10,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
443.518,14.70,-8.59,0.34,0.00,0.00,1,10.50,4.10,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
443.597,14.70,-8.64,0.34,0.00,0.00,1,10.50,4.08,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
443.661,14.70,-8.68,0.34,0.00,0.00,1,11.00,3.97,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
443.734,14.70,-8.68,0.33,0.00,0.00,1,10.00,3.97,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
443.807,14.70,-8.70,0.33,0.00,0.00,1,10.50,3.97,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
443.879,14.70,-8.70,0.33,0.00,0.00,1,11.50,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
443.942,14.59,-8.70,0.33,0.00,0.00,1,11.50,3.97,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
444.014,14.59,-8.72,0.33,0.00,0.00,1,11.50,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
444.090,14.70,-8.66,0.33,0.00,0.00,1,12.00,4.02,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
444.163,14.59,-8.68,0.33,0.00,0.00,1,11.50,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
444.233,14.59,-8.66,0.34,0.00,0.00,1,12.00,4.08,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
444.295,14.59,-8.68,0.33,0.00,0.00,1,11.00,4.00,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
444.379,14.59,-8.68,0.33,0.00,0.00,1,10.50,4.05,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
444.438,14.59,-8.68,0.33,0.00,0.00,1,10.50,3.95,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
444.516,14.47,-8.74,0.33,0.00,0.00,1,10.50,3.95,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
444.579,14.59,-8.76,0.33,0.00,0.00,1,10.50,3.97,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
444.655,14.59,-8.78,0.33,0.00,0.00,1,10.00,3.90,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
444.729,14.59,-8.78,0.33,0.00,0.00,1,10.50,3.92,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
444.792,14.59,-8.80,0.33,0.00,0.00,1,13.00,3.87,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
444.874,14.59,-8.78,0.33,0.00,0.00,1,14.00,3.90,11.99,700,0.00,5.00,-5.34,0,0.00,0.00,0
444.938,14.59,-8.76,0.33,0.00,0.00,1,13.50,3.87,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
445.002,14.59,-8.74,0.33,0.00,0.00,1,12.50,3.97,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
445.076,14.47,-8.70,0.33,0.00,0.00,1,13.00,3.97,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
445.145,14.59,-8.74,0.33,0.00,0.00,1,11.50,3.97,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
445.229,14.47,-8.70,0.33,0.00,0.00,1,11.50,3.97,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
445.292,14.59,-8.78,0.33,0.00,0.00,1,11.50,3.90,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
445.373,14.59,-8.74,0.33,0.00,0.00,1,12.00,3.92,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
445.436,14.59,-8.72,0.33,0.00,0.00,1,13.50,3.95,11.99,700,0.00,5.00,-5.34,0,0.00,0.00,0
445.510,14.59,-8.68,0.33,0.00,0.00,1,13.50,4.00,11.99,701,0.00,5.00,-5.34,0,0.00,0.00,0
445.582,14.59,-8.64,0.34,0.00,0.00,1,12.50,4.02,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
445.648,14.59,-8.62,0.34,0.00,0.00,1,12.00,4.05,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
445.712,14.59,-8.60,0.34,0.00,0.00,1,13.00,4.02,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
445.787,14.59,-8.60,0.34,0.00,0.00,1,11.50,4.00,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
445.855,14.59,-8.62,0.34,0.00,0.00,1,11.00,4.08,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
445.937,14.59,-8.60,0.34,0.00,0.00,1,12.00,4.00,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
446.001,14.59,-8.62,0.34,0.00,0.00,1,11.50,4.02,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
446.073,14.70,-8.60,0.34,0.00,0.00,1,11.50,4.05,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
446.147,14.70,-8.62,0.34,0.00,0.00,1,11.00,4.02,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
446.210,14.70,-8.62,0.34,0.00,0.00,1,10.50,4.08,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
446.283,14.59,-8.60,0.34,0.00,0.00,1,11.00,4.10,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
446.346,14.70,-8.66,0.34,0.00,0.00,1,10.00,4.05,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
446.427,14.70,-8.68,0.33,0.00,0.00,1,10.50,3.97,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
446.493,14.70,-8.74,0.33,0.00,0.00,1,10.00,3.90,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
446.566,14.70,-8.76,0.33,0.00,0.00,1,12.50,3.90,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
446.638,14.70,-8.78,0.33,0.00,0.00,1,12.00,3.97,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
446.701,14.59,-8.74,0.33,0.00,0.00,1,12.00,4.00,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
446.774,14.59,-8.70,0.33,0.00,0.00,1,13.00,4.02,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
446.847,14.47,-8.66,0.34,0.00,0.00,1,11.50,4.08,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
446.922,14.59,-8.62,0.34,0.00,0.00,1,13.00,4.10,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
446.994,14.59,-8.60,0.34,0.00,0.00,1,13.00,4.08,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
447.059,14.59,-8.57,0.34,0.00,0.00,1,12.00,4.13,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
447.126,14.59,-8.55,0.34,0.00,0.00,1,12.00,4.16,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
447.202,14.70,-8.53,0.35,0.00,0.00,1,12.50,4.18,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
447.266,14.70,-8.53,0.34,0.00,0.00,1,11.00,4.18,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
447.339,14.70,-8.59,0.34,0.00,0.00,1,9.50,4.10,11.99,741,0.00,5.00,-5.34,0,0.00,0.00,0
447.412,14.70,-8.62,0.34,0.00,0.00,1,9.00,4.02,11.99,741,0.00,5.00,-5.34,0,0.00,0.00,0
447.479,14.70,-8.72,0.33,0.00,0.00,1,9.50,3.87,11.99,739,0.00,5.00,-5.34,0,0.00,0.00,0
447.556,14.70,-8.74,0.33,0.00,0.00,1,11.00,3.92,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
447.625,14.59,-8.78,0.33,0.00,0.00,1,10.50,3.90,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
447.708,14.59,-8.78,0.33,0.00,0.00,1,11.00,3.97,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
447.769,14.59,-8.76,0.33,0.00,0.00,1,11.50,4.00,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
447.832,14.47,-8.76,0.33,0.00,0.00,1,11.50,4.00,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
447.910,14.36,-8.76,0.33,0.00,0.00,1,12.00,3.97,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
447.982,14.36,-8.78,0.33,0.00,0.00,1,12.00,3.95,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
448.054,14.36,-8.74,0.33,0.00,0.00,1,11.50,4.02,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
448.119,14.59,-8.72,0.33,0.00,0.00,1,13.00,3.97,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
448.192,14.59,-8.70,0.33,0.00,0.00,1,13.00,4.02,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
448.266,14.59,-8.66,0.34,0.00,0.00,1,13.00,4.10,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
448.341,14.70,-8.66,0.34,0.00,0.00,1,11.00,4.08,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
448.399,14.70,-8.64,0.34,0.00,0.00,1,11.50,4.02,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
448.481,14.59,-8.72,0.33,0.00,0.00,1,10.00,3.95,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
448.549,14.70,-8.72,0.33,0.00,0.00,1,10.00,3.79,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
448.612,14.70,-8.78,0.33,0.00,0.00,1,11.50,3.79,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
448.693,14.70,-8.82,0.33,0.00,0.00,1,11.50,3.82,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
448.756,14.59,-8.80,0.33,0.00,0.00,1,13.00,3.87,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
448.830,14.59,-8.80,0.33,0.00,0.00,1,12.50,3.97,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
448.900,14.59,-8.76,0.33,0.00,0.00,1,11.50,4.02,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
448.973,14.59,-8.70,0.33,0.00,0.00,1,12.50,4.02,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
449.043,14.47,-8.68,0.33,0.00,0.00,1,13.00,4.02,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
449.106,14.59,-8.66,0.34,0.00,0.00,1,13.00,4.10,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
449.185,14.59,-8.62,0.34,0.00,0.00,1,12.50,4.10,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
449.248,14.59,-8.60,0.34,0.00,0.00,1,12.00,4.05,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
449.322,14.59,-8.60,0.34,0.00,0.00,1,11.00,4.10,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
449.389,14.70,-8.59,0.34,0.00,0.00,1,10.50,4.02,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
449.473,14.70,-8.62,0.34,0.00,0.00,1,9.50,3.95,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
449.536,14.70,-8.68,0.33,0.00,0.00,1,9.00,4.00,11.99,742,0.00,5.00,-5.34,0,0.00,0.00,0
449.601,14.70,-8.74,0.33,0.00,0.00,1,10.00,3.90,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
449.687,14.70,-8.78,0.33,0.00,0.00,1,10.50,3.90,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
449.750,14.70,-8.76,0.33,0.00,0.00,1,11.50,4.00,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
449.814,14.70,-8.76,0.33,0.00,0.00,1,11.00,4.02,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
449.892,14.59,-8.74,0.33,0.00,0.00,1,10.50,4.08,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
449.955,14.59,-8.74,0.33,0.00,0.00,1,12.50,4.02,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
450.028,14.59,-8.72,0.33,0.00,0.00,1,12.50,4.02,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
450.096,14.59,-8.68,0.34,0.00,0.00,1,12.00,4.08,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
