Time (sec),A/F Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.2.0-11034][USDM 2004 Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
836.445,14.70,-8.72,0.33,0.00,0.00,6,11.50,3.97,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
836.518,14.70,-8.76,0.33,0.00,0.00,6,11.50,3.97,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
836.594,14.70,-8.76,0.33,0.00,0.00,6,11.00,3.97,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
836.661,14.70,-8.80,0.33,0.00,0.00,6,10.50,3.95,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
836.744,14.70,-8.80,0.33,0.00,0.00,6,9.50,3.87,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
836.808,14.70,-8.88,0.32,0.00,0.00,6,11.00,3.87,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
836.885,14.70,-8.84,0.32,0.00,0.00,6,11.50,3.92,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
836.960,14.70,-8.88,0.32,0.00,0.00,6,11.00,3.90,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
837.026,14.59,-8.88,0.32,0.00,0.00,6,10.50,3.97,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
837.100,14.59,-8.88,0.32,0.00,0.00,6,12.00,3.92,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
837.178,14.59,-8.86,0.33,0.00,0.00,6,12.50,3.95,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
837.246,14.59,-8.82,0.33,0.00,0.00,6,12.50,3.92,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
837.324,14.59,-8.84,0.33,0.00,0.00,6,11.50,3.90,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
837.399,14.70,-8.82,0.33,0.00,0.00,6,11.00,3.95,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
837.464,14.70,-8.84,0.33,0.00,0.00,6,11.50,3.92,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
837.550,14.70,-8.82,0.33,0.00,0.00,6,12.00,3.95,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
837.614,14.70,-8.82,0.33,0.00,0.00,6,11.50,3.90,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
837.686,14.70,-8.84,0.33,0.00,0.00,6,10.50,3.92,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
837.759,14.70,-8.86,0.32,0.00,0.00,6,10.50,3.92,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
837.847,14.70,-8.91,0.32,0.00,0.00,6,10.50,3.85,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
837.903,14.70,-8.88,0.32,0.00,0.00,6,12.50,3.82,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
837.976,14.70,-8.93,0.32,0.00,0.00,6,13.00,3.87,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
838.049,14.70,-8.88,0.32,0.00,0.00,6,11.50,3.87,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
838.136,14.70,-8.88,0.32,0.00,0.00,6,13.00,3.87,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
838.198,14.70,-8.88,0.32,0.00,0.00,6,12.00,3.87,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
838.277,14.70,-8.82,0.32,0.00,0.00,6,11.50,3.92,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
838.343,14.59,-8.86,0.32,0.00,0.00,6,11.50,3.92,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
838.418,14.59,-8.82,0.33,0.00,0.00,6,13.00,3.92,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
838.491,14.59,-8.84,0.33,0.00,0.00,6,13.00,3.90,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
838.571,14.59,-8.80,0.33,0.00,0.00,6,11.50,3.92,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
838.635,14.59,-8.84,0.33,0.00,0.00,6,11.00,3.90,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
838.713,14.59,-8.82,0.33,0.00,0.00,6,11.50,3.87,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
838.787,14.59,-8.84,0.32,0.00,0.00,6,11.00,3.79,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
838.854,14.59,-8.86,0.32,0.00,0.00,6,10.50,3.82,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
838.934,14.59,-8.89,0.32,0.00,0.00,6,11.50,3.82,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
838.999,14.59,-8.89,0.32,0.00,0.00,6,11.50,3.82,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
839.072,14.59,-8.88,0.32,0.00,0.00,6,12.50,3.87,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
839.144,14.59,-8.89,0.32,0.00,0.00,6,11.50,3.85,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
839.218,14.47,-8.88,0.32,0.00,0.00,6,11.50,3.87,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
839.292,14.47,-8.89,0.32,0.00,0.00,6,11.50,3.87,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
839.369,14.59,-8.88,0.32,0.00,0.00,6,12.50,3.92,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
839.442,14.59,-8.84,0.32,0.00,0.00,6,11.50,3.90,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
839.518,14.59,-8.86,0.32,0.00,0.00,6,11.50,3.95,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
839.591,14.59,-8.82,0.33,0.00,0.00,6,13.00,3.95,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
839.666,14.59,-8.82,0.33,0.00,0.00,6,13.00,3.90,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
839.728,14.59,-8.80,0.33,0.00,0.00,6,11.50,3.92,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
839.810,14.70,-8.82,0.33,0.00,0.00,6,11.00,3.92,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
839.875,14.70,-8.82,0.33,0.00,0.00,6,11.50,3.90,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
839.948,14.70,-8.82,0.33,0.00,0.00,6,13.00,3.92,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
840.021,14.70,-8.80,0.33,0.00,0.00,6,11.50,3.92,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
840.099,14.81,-8.78,0.33,0.00,0.00,6,11.50,3.97,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
840.173,14.81,-8.80,0.33,0.00,0.00,6,11.50,3.97,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
840.239,14.70,-8.78,0.33,0.00,0.00,6,12.00,4.02,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
840.321,14.70,-8.78,0.33,0.00,0.00,6,10.50,4.00,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
840.390,14.70,-8.78,0.33,0.00,0.00,6,9.50,4.00,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
840.464,14.70,-8.80,0.33,0.00,0.00,6,10.00,3.95,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
840.535,14.70,-8.82,0.33,0.00,0.00,6,10.50,3.95,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
840.609,14.70,-8.84,0.33,0.00,0.00,6,11.00,3.90,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
840.683,14.70,-8.86,0.32,0.00,0.00,6,10.50,3.90,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
840.750,14.70,-8.88,0.32,0.00,0.00,6,10.50,3.90,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
840.827,14.59,-8.88,0.32,0.00,0.00,6,11.50,3.90,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
840.899,14.59,-8.86,0.32,0.00,0.00,6,11.50,3.92,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
840.972,14.59,-8.88,0.32,0.00,0.00,6,11.50,3.87,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
841.055,14.59,-8.80,0.33,0.00,0.00,6,13.50,3.92,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
841.123,14.59,-8.78,0.33,0.00,0.00,6,12.50,3.95,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
841.196,14.59,-8.80,0.33,0.00,0.00,6,12.00,3.95,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
841.268,14.70,-8.78,0.33,0.00,0.00,6,12.50,3.90,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
841.343,14.70,-8.78,0.33,0.00,0.00,6,11.50,3.92,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
841.416,14.81,-8.78,0.33,0.00,0.00,6,12.00,3.97,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
841.493,14.70,-8.80,0.33,0.00,0.00,6,11.00,3.97,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
841.569,14.81,-8.78,0.33,0.00,0.00,6,10.50,3.92,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
841.627,14.70,-8.82,0.33,0.00,0.00,6,11.00,3.92,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
841.700,14.70,-8.82,0.33,0.00,0.00,6,11.50,3.90,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
841.773,14.70,-8.82,0.33,0.00,0.00,6,12.50,3.92,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
841.851,14.70,-8.82,0.33,0.00,0.00,6,11.50,3.95,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
841.930,14.70,-8.82,0.33,0.00,0.00,6,10.50,3.92,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
841.992,14.59,-8.86,0.33,0.00,0.00,6,10.50,3.92,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
842.066,14.70,-8.86,0.33,0.00,0.00,6,12.50,3.87,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
842.139,14.59,-8.89,0.32,0.00,0.00,6,11.50,3.85,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
842.216,14.59,-8.88,0.32,0.00,0.00,6,11.00,3.82,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
842.298,14.59,-8.88,0.32,0.00,0.00,6,11.00,3.87,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
842.361,14.59,-8.91,0.32,0.00,0.00,6,11.50,3.87,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
842.434,14.59,-8.88,0.32,0.00,0.00,6,12.00,3.87,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
842.509,14.59,-8.91,0.32,0.00,0.00,6,12.50,3.87,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
842.583,14.59,-8.88,0.32,0.00,0.00,6,11.50,3.87,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
842.666,14.59,-8.89,0.32,0.00,0.00,6,12.50,3.87,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
842.730,14.59,-8.88,0.32,0.00,0.00,6,12.00,3.90,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
842.804,14.59,-8.89,0.32,0.00,0.00,6,12.50,3.87,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
842.867,14.59,-8.88,0.32,0.00,0.00,6,11.00,3.87,11.99,725,0.00,5.00,-5.34,0,0.00,0.00,0
842.954,14.59,-8.88,0.32,0.00,0.00,6,10.50,3.74,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
843.017,14.59,-8.97,0.32,0.00,0.00,6,10.50,3.67,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
843.103,14.59,-9.05,0.31,0.00,0.00,6,11.00,3.57,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
843.165,14.59,-9.09,0.31,0.00,0.00,6,10.50,3.59,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
843.252,14.59,-9.11,0.31,0.00,0.00,6,10.50,3.57,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
843.315,14.36,-9.17,0.30,0.00,0.00,6,12.00,3.62,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
843.392,14.36,-9.15,0.30,0.00,0.00,6,12.50,3.62,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
843.454,14.36,-9.15,0.30,0.00,0.00,6,12.50,3.62,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
843.527,14.24,-9.15,0.30,0.00,0.00,6,12.00,3.67,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
843.605,14.24,-9.11,0.31,0.00,0.00,6,13.50,3.69,11.99,703,0.00,5.00,-5.34,0,0.00,0.00,0
843.674,14.36,-9.07,0.31,0.00,0.00,6,13.00,3.69,11.99,704,0.00,5.00,-5.34,0,0.00,0.00,0
843.749,14.36,-9.05,0.31,0.00,0.00,6,13.00,3.77,11.99,699,0.00,5.00,-5.34,0,0.00,0.00,0
843.826,14.47,-9.01,0.31,0.00,0.00,6,14.00,3.82,11.99,692,0.00,5.00,-5.34,0,0.00,0.00,0
843.891,14.59,-8.95,0.32,0.00,0.00,6,14.00,3.87,11.99,690,0.00,5.00,-5.34,0,0.00,0.00,0
843.976,14.59,-8.89,0.32,0.00,0.00,6,13.50,3.87,11.99,699,0.00,5.00,-5.34,0,0.00,0.00,0
844.039,14.59,-8.89,0.32,0.00,0.00,6,11.00,3.87,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
844.115,14.70,-8.88,0.32,0.00,0.00,6,11.00,3.87,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
844.189,14.70,-8.91,0.32,0.00,0.00,6,10.50,3.85,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
844.271,14.81,-8.97,0.32,0.00,0.00,6,10.00,3.77,11.99,732,0.00,5.00,-5.34,0,0.00,0.00,0
844.335,14.81,-9.01,0.32,0.00,0.00,6,9.00,3.69,11.99,741,0.00,5.00,-5.34,0,0.00,0.00,0
844.419,14.81,-9.05,0.31,0.00,0.00,6,8.00,3.59,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
844.478,14.70,-9.15,0.31,0.00,0.00,6,10.50,3.57,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
844.553,14.70,-9.17,0.30,0.00,0.00,6,11.50,3.62,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
844.629,14.70,-9.17,0.30,0.00,0.00,6,11.50,3.64,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
844.710,14.59,-9.17,0.30,0.00,0.00,6,12.00,3.69,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
844.773,14.59,-9.11,0.31,0.00,0.00,6,14.00,3.72,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
844.857,14.59,-9.07,0.31,0.00,0.00,6,12.50,3.77,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
844.921,14.59,-9.05,0.31,0.00,0.00,6,11.50,3.77,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
845.003,14.59,-9.07,0.31,0.00,0.00,6,11.00,3.77,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
845.067,14.70,-9.05,0.31,0.00,0.00,6,14.00,3.77,11.99,698,0.00,5.00,-5.34,0,0.00,0.00,0
845.141,14.70,-9.03,0.32,0.00,0.00,6,13.00,3.77,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
845.208,14.70,-9.01,0.32,0.00,0.00,6,11.50,3.82,11.99,715,0.00,5.00,-5.34,0,0.00,0.00,0
845.293,14.70,-8.97,0.32,0.00,0.00,6,11.50,3.85,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
845.355,14.70,-9.01,0.32,0.00,0.00,6,9.50,3.79,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
845.428,14.70,-9.03,0.31,0.00,0.00,6,10.50,3.77,11.99,726,0.00,5.00,-5.34,0,0.00,0.00,0
845.506,14.70,-9.05,0.31,0.00,0.00,6,10.50,3.69,11.99,728,0.00,5.00,-5.34,0,0.00,0.00,0
845.580,14.70,-9.05,0.31,0.00,0.00,6,10.00,3.69,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
845.661,14.81,-9.09,0.31,0.00,0.00,6,11.50,3.72,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
845.724,14.70,-9.05,0.31,0.00,0.00,6,11.50,3.82,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
845.798,14.70,-9.05,0.31,0.00,0.00,6,9.50,3.77,11.99,738,0.00,5.00,-5.34,0,0.00,0.00,0
845.866,14.59,-9.05,0.31,0.00,0.00,6,9.50,3.77,11.99,740,0.00,5.00,-5.34,0,0.00,0.00,0
845.943,14.59,-9.11,0.31,0.00,0.00,6,12.00,3.62,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
846.016,14.47,-9.13,0.31,0.00,0.00,6,13.00,3.59,11.99,705,0.00,5.00,-5.34,0,0.00,0.00,0
846.083,14.59,-9.09,0.31,0.00,0.00,6,13.00,3.67,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
846.168,14.59,-9.11,0.31,0.00,0.00,6,12.00,3.72,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
846.232,14.59,-9.07,0.31,0.00,0.00,6,11.00,3.74,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
846.306,14.70,-9.09,0.31,0.00,0.00,6,12.00,3.72,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
846.379,14.70,-9.07,0.31,0.00,0.00,6,12.50,3.79,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
846.463,14.70,-9.05,0.31,0.00,0.00,6,12.00,3.77,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
846.524,14.59,-9.03,0.31,0.00,0.00,6,11.00,3.82,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
846.599,14.59,-9.03,0.32,0.00,0.00,6,12.00,3.82,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
846.668,14.70,-9.03,0.32,0.00,0.00,6,11.50,3.82,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
846.753,14.70,-8.99,0.32,0.00,0.00,6,10.50,3.82,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
846.817,14.70,-9.01,0.32,0.00,0.00,6,11.50,3.79,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
846.899,14.70,-8.99,0.32,0.00,0.00,6,10.50,3.82,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
846.965,14.70,-8.97,0.32,0.00,0.00,6,12.00,3.79,11.99,710,0.00,5.00,-5.34,0,0.00,0.00,0
847.039,14.70,-9.01,0.32,0.00,0.00,6,10.50,3.77,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
847.114,14.70,-9.03,0.32,0.00,0.00,6,10.00,3.79,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
847.179,14.70,-9.05,0.31,0.00,0.00,6,8.00,3.77,11.99,748,0.00,5.00,-5.34,0,0.00,0.00,0
847.264,14.70,-9.11,0.31,0.00,0.00,6,9.50,3.74,11.99,740,0.00,5.00,-5.34,0,0.00,0.00,0
847.333,14.59,-9.15,0.31,0.00,0.00,6,10.50,3.64,11.99,729,0.00,5.00,-5.34,0,0.00,0.00,0
847.405,14.59,-9.13,0.31,0.00,0.00,6,10.50,3.64,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
847.477,14.59,-9.15,0.31,0.00,0.00,6,10.50,3.69,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
847.542,14.59,-9.13,0.31,0.00,0.00,6,11.00,3.74,11.99,709,0.00,5.00,-5.34,0,0.00,0.00,0
847.618,14.47,-9.13,0.31,0.00,0.00,6,13.00,3.72,11.99,708,0.00,5.00,-5.34,0,0.00,0.00,0
847.691,14.47,-9.11,0.31,0.00,0.00,6,12.00,3.77,11.99,717,0.00,5.00,-5.34,0,0.00,0.00,0
847.766,14.59,-9.07,0.31,0.00,0.00,6,11.50,3.77,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
847.837,14.47,-9.07,0.31,0.00,0.00,6,11.50,3.77,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
847.919,14.59,-9.07,0.31,0.00,0.00,6,11.50,3.74,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
847.981,14.59,-9.15,0.31,0.00,0.00,6,12.50,3.64,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
848.063,14.59,-9.09,0.31,0.00,0.00,6,11.50,3.72,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
848.136,14.70,-9.09,0.31,0.00,0.00,6,12.50,3.74,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
848.216,14.59,-9.07,0.31,0.00,0.00,6,13.00,3.82,11.99,707,0.00,5.00,-5.34,0,0.00,0.00,0
848.280,14.70,-9.03,0.31,0.00,0.00,6,12.00,3.79,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
848.354,14.59,-9.01,0.32,0.00,0.00,6,12.00,3.85,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
848.434,14.70,-8.97,0.32,0.00,0.00,6,14.00,3.85,11.99,693,0.00,5.00,-5.34,0,0.00,0.00,0
848.498,14.70,-8.95,0.32,0.00,0.00,6,14.00,3.85,11.99,696,0.00,5.00,-5.34,0,0.00,0.00,0
848.573,14.70,-8.88,0.32,0.00,0.00,6,12.50,3.87,11.99,706,0.00,5.00,-5.34,0,0.00,0.00,0
848.646,14.70,-8.91,0.32,0.00,0.00,6,10.50,3.87,11.99,722,0.00,5.00,-5.34,0,0.00,0.00,0
848.719,14.81,-8.91,0.32,0.00,0.00,6,10.00,3.85,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
848.794,14.70,-8.95,0.32,0.00,0.00,6,10.50,3.69,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
848.865,14.70,-9.03,0.32,0.00,0.00,6,10.50,3.69,11.99,739,0.00,5.00,-5.34,0,0.00,0.00,0
848.940,14.70,-9.05,0.31,0.00,0.00,6,10.00,3.67,11.99,734,0.00,5.00,-5.34,0,0.00,0.00,0
849.005,14.59,-9.11,0.31,0.00,0.00,6,10.50,3.64,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
849.083,14.70,-9.11,0.31,0.00,0.00,6,11.50,3.67,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
849.155,14.59,-9.13,0.31,0.00,0.00,6,11.50,3.69,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
849.236,14.59,-9.09,0.31,0.00,0.00,6,11.00,3.72,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
849.303,14.59,-9.09,0.31,0.00,0.00,6,11.50,3.74,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
849.375,14.36,-9.07,0.31,0.00,0.00,6,12.50,3.77,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
849.448,14.47,-9.05,0.31,0.00,0.00,6,12.00,3.79,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
849.528,14.59,-9.05,0.31,0.00,0.00,6,11.00,3.82,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
849.591,14.59,-9.03,0.32,0.00,0.00,6,12.00,3.82,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
849.676,14.70,-9.05,0.32,0.00,0.00,6,12.00,3.82,11.99,712,0.00,5.00,-5.34,0,0.00,0.00,0
849.741,14.70,-8.99,0.32,0.00,0.00,6,12.50,3.87,11.99,711,0.00,5.00,-5.34,0,0.00,0.00,0
849.817,14.70,-9.01,0.32,0.00,0.00,6,10.00,3.85,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
849.889,14.70,-9.03,0.31,0.00,0.00,6,8.50,3.82,11.99,745,0.00,5.00,-5.34,0,0.00,0.00,0
849.957,14.70,-9.07,0.31,0.00,0.00,6,10.00,3.67,11.99,735,0.00,5.00,-5.34,0,0.00,0.00,0
850.040,14.81,-9.11,0.31,0.00,0.00,6,11.50,3.67,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
850.103,14.70,-9.09,0.31,0.00,0.00,6,11.50,3.77,11.99,723,0.00,5.00,-5.34,0,0.00,0.00,0
850.188,14.70,-9.07,0.31,0.00,0.00,6,10.50,3.79,11.99,733,0.00,5.00,-5.34,0,0.00,0.00,0
850.253,14.59,-9.07,0.31,0.00,0.00,6,10.00,3.77,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
850.331,14.59,-9.15,0.31,0.00,0.00,6,10.50,3.74,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
850.396,14.59,-9.11,0.31,0.00,0.00,6,11.50,3.72,11.99,727,0.00,5.00,-5.34,0,0.00,0.00,0
850.479,14.59,-9.17,0.31,0.00,0.00,6,10.50,3.67,11.99,736,0.00,5.00,-5.34,0,0.00,0.00,0
850.543,14.59,-9.17,0.31,0.00,0.00,6,10.00,3.69,11.99,741,0.00,5.00,-5.34,0,0.00,0.00,0
850.621,14.70,-9.18,0.31,0.00,0.00,6,12.00,3.64,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
850.684,14.59,-9.17,0.31,0.00,0.00,6,13.00,3.67,11.99,714,0.00,5.00,-5.34,0,0.00,0.00,0
850.768,14.59,-9.15,0.31,0.00,0.00,6,13.00,3.72,11.99,719,0.00,5.00,-5.34,0,0.00,0.00,0
850.833,14.59,-9.13,0.31,0.00,0.00,6,11.00,3.77,11.99,730,0.00,5.00,-5.34,0,0.00,0.00,0
850.908,14.59,-9.11,0.31,0.00,0.00,6,12.00,3.74,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
850.981,14.59,-9.15,0.31,0.00,0.00,6,12.00,3.72,11.99,718,0.00,5.00,-5.34,0,0.00,0.00,0
851.057,14.70,-9.11,0.31,0.00,0.00,6,13.00,3.72,11.99,713,0.00,5.00,-5.34,0,0.00,0.00,0
851.132,14.70,-9.15,0.31,0.00,0.00,6,12.00,3.72,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
851.194,14.70,-9.11,0.31,0.00,0.00,6,11.50,3.77,11.99,724,0.00,5.00,-5.34,0,0.00,0.00,0
851.268,14.70,-9.11,0.31,0.00,0.00,6,11.50,3.74,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
851.346,14.59,-9.15,0.31,0.00,0.00,6,11.50,3.67,11.99,716,0.00,5.00,-5.34,0,0.00,0.00,0
851.429,14.70,-9.15,0.31,0.00,0.00,6,11.00,3.64,11.99,720,0.00,5.00,-5.34,0,0.00,0.00,0
851.492,14.70,-9.17,0.31,0.00,0.00,6,10.50,3.67,11.99,731,0.00,5.00,-5.34,0,0.00,0.00,0
851.567,14.70,-9.17,0.31,0.00,0.00,6,11.50,3.67,11.99,721,0.00,5.00,-5.34,0,0.00,0.00,0
