Time (sec),A/F Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.2.0-11034][USDM 2004 Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
0.000,14.59,-7.19,0.48,0.00,0.00,1,41.50,27.15,41.88,3352,0.00,4.02,-5.12,13,34.12,34.08,0
0.004,14.70,-7.19,0.48,0.00,0.00,1,41.50,27.46,41.88,3398,0.00,4.25,-4.95,13,34.12,34.29,0
0.014,14.59,-7.19,0.49,0.00,0.00,1,41.50,27.77,41.88,3407,0.00,4.44,-4.87,13,34.12,34.46,0
0.016,14.59,-7.14,0.49,0.00,0.00,1,41.50,28.18,42.23,3436,0.00,5.00,-4.68,13,34.51,34.73,0
0.019,14.59,-7.08,0.50,0.00,0.00,1,41.50,29.82,42.23,3503,0.00,5.00,-4.56,14,34.51,34.86,0
0.020,14.59,-6.96,0.51,0.00,0.00,1,41.50,28.43,41.88,3539,0.00,5.00,-4.08,15,34.90,34.89,0
0.022,14.70,-6.71,0.53,0.00,0.00,1,41.00,32.81,41.52,3551,0.00,5.00,-3.36,15,34.90,35.14,0
0.024,14.70,-6.38,0.56,0.00,0.00,1,40.50,34.94,41.17,3592,0.00,5.00,-3.02,16,35.29,35.38,0
0.106,14.36,-6.05,0.59,0.00,0.00,1,40.00,36.90,40.47,3618,0.00,5.00,-2.51,16,35.29,35.43,0
0.172,14.01,-5.70,0.62,0.00,0.00,1,39.50,38.51,40.12,3646,0.00,5.00,-2.05,18,35.29,35.43,0
0.240,14.24,-5.10,0.66,0.00,0.00,1,38.00,42.56,39.41,3689,0.00,5.00,0.25,19,35.29,35.43,0
0.326,14.59,-4.51,0.72,0.00,0.00,1,37.50,46.39,39.41,3784,0.00,5.00,1.30,21,35.29,35.43,0
0.394,14.70,-3.94,0.77,0.00,0.00,1,37.00,49.70,39.41,3836,0.00,5.00,1.70,22,35.29,35.43,0
0.463,14.70,-3.48,0.81,0.00,0.00,1,37.50,51.67,39.06,3914,0.00,5.00,2.30,22,35.29,35.43,0
0.541,14.24,-3.11,0.86,0.00,0.00,1,37.00,59.00,38.71,3964,0.00,5.00,2.48,23,35.29,35.43,0
0.613,13.78,-2.80,0.89,0.00,0.00,1,37.00,62.21,37.66,4034,0.00,5.00,2.78,23,35.29,35.43,0
0.678,14.24,-2.53,0.92,0.00,0.00,1,36.50,64.68,36.95,4136,0.00,5.00,2.88,23,35.29,35.43,0
0.765,14.47,-2.26,0.95,0.00,-1.05,1,35.50,67.35,36.25,4183,0.00,5.00,2.88,23,35.29,35.43,0
0.829,14.59,-2.11,0.97,0.00,-1.05,1,35.00,69.15,35.55,4276,0.00,5.00,2.98,23,35.29,35.43,0
0.906,14.47,-1.99,0.98,0.00,-1.05,1,34.50,71.06,35.20,4345,0.00,5.00,3.07,24,35.29,35.43,0
0.983,14.47,-1.84,0.99,0.00,-1.05,1,35.00,73.02,34.49,4383,0.00,5.00,3.07,24,35.29,34.77,0
1.052,14.24,-1.82,1.00,0.00,-1.05,1,34.00,74.66,34.84,4499,0.00,5.00,3.17,24,34.90,33.60,0
1.121,13.67,-1.72,0.99,0.00,-1.05,1,34.50,75.66,34.49,4584,0.00,5.00,3.17,24,33.73,32.16,0
1.190,13.32,-1.70,1.00,0.00,-1.05,1,34.00,77.74,34.49,4627,0.00,5.00,3.17,24,32.16,31.63,0
1.283,12.75,-1.72,1.00,0.00,-1.05,1,34.50,79.30,34.49,4744,0.00,5.00,3.29,24,31.76,30.17,0
1.337,12.40,-1.76,1.01,0.00,-1.05,1,34.50,79.52,34.49,4902,0.00,5.00,3.29,24,30.20,29.61,0
1.425,12.06,-1.82,1.01,0.00,-1.05,1,34.50,83.68,35.20,5000,0.00,5.00,3.38,24,29.41,28.38,0
1.492,12.06,-1.95,1.00,0.00,0.00,1,35.00,83.68,35.90,5000,0.00,5.00,3.38,24,28.24,26.67,0
1.565,11.94,-2.03,1.00,0.00,0.00,1,37.00,84.07,36.25,5047,0.00,5.00,3.29,24,26.67,25.68,0
1.633,12.06,-2.15,1.00,0.00,0.00,1,37.50,85.58,36.60,5126,0.00,5.00,3.38,24,25.49,25.09,0
1.718,11.94,-2.17,1.00,0.00,0.00,1,37.50,87.52,37.30,5259,0.00,5.00,3.38,24,25.10,25.36,0
1.786,11.83,-2.22,0.99,0.00,0.00,1,38.00,87.73,37.66,5372,0.00,5.00,3.38,24,24.31,24.36,0
1.861,11.71,-2.20,0.98,0.00,0.00,1,38.50,88.59,38.01,5474,0.00,5.00,3.38,24,23.53,23.69,0
1.939,11.71,-2.26,0.97,0.00,0.00,1,38.50,87.54,38.36,5527,0.00,5.00,3.38,24,23.53,22.89,0
2.006,11.60,-2.22,0.97,0.00,0.00,1,39.00,90.10,39.06,5527,0.00,5.00,3.29,24,22.75,22.22,0
2.073,11.60,-2.38,0.95,0.00,0.00,1,39.00,89.46,40.12,5630,0.00,5.00,3.29,18,22.35,22.22,0
2.145,11.25,-4.70,0.82,0.00,0.00,1,40.00,68.78,42.58,5742,0.00,2.20,-2.98,10,21.96,22.00,0
2.225,11.25,-7.73,0.54,0.00,0.00,1,40.00,68.92,42.58,5610,0.00,0.83,-8.16,1,21.96,22.22,0
2.304,11.25,-10.07,0.28,0.00,0.00,1,40.50,27.96,11.99,5610,0.00,0.83,-8.16,0,22.35,22.89,0
2.366,11.25,-10.17,0.20,0.00,0.00,1,11.50,16.54,11.99,5514,0.00,3.79,-8.16,0,0.00,22.89,0
2.447,13.55,-10.36,0.20,0.00,0.00,1,11.50,17.77,11.99,5357,0.00,4.34,-8.16,0,0.00,24.36,0
2.523,17.00,-10.36,0.20,0.00,0.00,1,11.50,17.94,11.99,5133,0.00,4.34,-8.16,0,0.00,25.45,0
2.592,19.06,-10.60,0.21,0.00,0.00,6,11.50,18.35,11.99,4973,0.00,4.91,-8.16,0,0.00,27.54,0
2.676,16.19,-10.56,0.21,0.00,0.00,6,11.50,16.19,11.99,4876,0.00,4.81,-8.16,0,0.00,29.57,0
2.734,25.15,-10.29,0.20,0.00,0.00,6,11.50,15.71,11.99,4696,0.00,4.16,-8.16,0,0.00,31.03,0
2.817,25.61,-10.25,0.20,0.00,0.00,6,11.50,14.89,11.99,4581,0.00,4.02,-8.16,0,0.00,33.36,0
2.882,25.61,-10.29,0.20,0.00,0.00,6,11.50,14.35,11.99,4427,0.00,4.11,-8.16,0,0.00,35.43,0
2.965,24.12,-10.36,0.19,0.00,0.00,6,11.50,13.43,11.99,4290,0.00,4.30,-8.16,0,0.00,35.43,0
3.033,23.89,-10.54,0.18,0.00,0.00,6,11.50,12.99,11.99,4199,0.00,4.67,-8.16,0,0.00,35.43,0
3.098,23.89,-10.56,0.18,0.00,0.00,6,11.50,11.66,11.99,4043,0.00,5.00,-8.04,0,0.00,35.43,0
3.173,24.35,-10.81,0.17,0.00,0.00,2,11.50,12.02,11.99,3832,0.00,5.00,-7.85,0,0.00,35.43,0
3.252,23.89,-10.98,0.15,0.00,0.00,2,11.50,8.57,11.99,3716,0.00,5.00,-7.62,0,0.00,35.43,0
3.321,24.23,-10.98,0.14,0.00,0.00,2,11.50,8.40,11.99,3600,0.00,5.00,-7.41,0,0.00,35.43,0
3.403,24.23,-11.00,0.14,0.00,0.00,2,11.50,7.73,11.99,3478,0.00,5.00,-7.19,0,0.00,34.71,0
3.465,24.12,-11.02,0.13,0.00,0.00,2,11.50,7.04,11.99,3328,0.00,5.00,-6.92,0,0.00,33.82,0
3.543,23.77,-10.98,0.13,0.00,0.00,2,11.50,6.80,11.99,3210,0.00,5.00,-6.71,0,0.00,33.57,0
3.619,24.23,-11.16,0.13,0.00,0.00,2,11.50,6.76,11.99,3128,0.00,5.00,-6.61,4,0.00,32.77,0
3.683,23.77,-10.19,0.15,0.00,0.00,2,12.50,5.62,19.02,3156,0.00,5.00,-6.65,5,20.00,32.90,0
3.763,23.77,-10.00,0.22,0.00,0.00,2,1.00,13.60,26.76,3176,0.00,5.00,-6.71,8,24.71,33.13,0
3.836,23.89,-9.28,0.27,0.00,0.00,2,20.00,13.51,34.14,3219,0.00,5.00,-5.39,12,29.80,33.18,0
3.909,14.59,-8.16,0.37,0.00,0.00,2,21.00,24.78,40.82,3265,0.00,5.00,-5.34,12,32.94,33.45,0
3.989,14.70,-7.68,0.43,0.00,0.00,2,26.00,25.42,40.82,3231,0.00,5.00,-5.05,13,33.33,33.25,0
4.051,15.50,-7.41,0.47,0.00,0.00,2,31.00,26.16,41.17,3242,0.00,5.00,-4.95,13,33.33,33.32,0
4.137,14.81,-7.25,0.48,0.00,0.00,2,36.00,26.39,41.17,3197,0.00,4.95,-4.80,13,32.94,33.31,0
4.200,13.55,-7.04,0.49,0.00,0.00,2,40.50,27.03,41.17,3241,0.00,5.00,-4.35,13,33.33,33.21,0
4.273,13.55,-6.86,0.51,0.00,0.00,2,40.50,28.09,41.17,3226,0.00,5.00,-4.27,13,33.33,33.44,0
4.358,13.90,-6.67,0.53,0.00,0.00,2,40.50,28.94,40.82,3242,0.00,5.00,-4.14,14,33.33,33.36,0
4.416,13.55,-6.54,0.54,0.00,0.00,2,40.00,29.83,40.82,3259,0.00,5.00,-3.91,14,33.33,33.42,0
4.494,13.32,-6.38,0.55,0.00,0.00,2,40.00,30.62,40.47,3294,0.00,5.00,-3.83,14,33.33,33.62,0
4.569,13.78,-6.25,0.56,0.00,0.00,2,40.00,31.52,40.47,3286,0.00,5.00,-3.60,15,33.73,33.57,0
4.635,13.55,-6.15,0.57,0.00,0.00,2,40.00,31.88,40.47,3320,0.00,5.00,-3.50,15,33.73,33.77,0
4.713,13.32,-5.99,0.58,0.00,0.00,6,39.50,32.78,40.12,3338,0.00,5.00,-3.25,15,33.73,33.72,0
4.788,13.21,-5.82,0.59,0.00,0.00,2,39.50,33.48,40.12,3324,0.00,5.00,-3.15,15,33.73,33.02,0
4.864,13.44,-5.67,0.61,0.00,0.00,6,39.00,34.45,39.77,3362,0.00,5.00,-2.80,15,34.12,33.93,0
4.927,13.44,-5.57,0.62,0.00,0.00,2,39.00,35.18,39.41,3369,0.00,5.00,-2.69,16,33.73,34.06,0
4.999,13.67,-5.43,0.63,0.00,0.00,2,39.00,35.69,39.41,3369,0.00,5.00,-2.61,16,34.12,34.31,0
5.073,13.55,-5.34,0.64,0.00,0.00,6,37.50,36.87,39.06,3418,0.00,5.00,-2.49,16,34.12,34.20,0
5.158,14.01,-5.28,0.65,0.00,0.00,2,37.00,37.34,39.06,3406,0.00,5.00,-2.49,16,34.12,34.28,0
5.227,14.01,-5.22,0.65,0.00,0.00,2,37.00,37.45,39.06,3424,0.00,5.00,-2.51,16,34.51,34.51,0
5.293,14.13,-5.12,0.66,0.00,0.00,2,36.50,38.48,38.71,3464,0.00,5.00,-2.30,16,34.51,34.62,0
5.369,14.36,-5.09,0.67,0.00,0.00,2,36.50,38.95,38.71,3486,0.00,5.00,-2.17,16,34.51,34.67,0
5.447,14.47,-5.03,0.67,0.00,0.00,2,36.50,39.06,38.71,3472,0.00,5.00,-2.05,16,34.51,34.72,0
5.519,14.47,-4.89,0.68,0.00,0.00,2,36.50,39.67,38.36,3480,0.00,5.00,-1.95,16,34.51,34.99,0
5.588,14.59,-4.85,0.68,0.00,0.00,2,36.50,40.29,38.36,3501,0.00,5.00,-1.84,17,34.90,35.12,0
5.665,14.47,-4.72,0.69,0.00,0.00,2,36.50,39.47,38.01,3551,0.00,5.00,-1.84,17,34.90,35.14,0
5.743,14.47,-4.62,0.70,0.00,0.00,2,36.00,42.27,38.01,3585,0.00,5.00,-1.74,17,34.90,35.34,0
5.811,14.47,-4.60,0.71,0.00,0.00,2,36.00,42.64,38.01,3604,0.00,5.00,-1.47,17,35.29,35.28,0
5.879,14.47,-4.51,0.71,0.00,0.00,2,36.00,43.14,38.01,3620,0.00,5.00,-1.35,17,35.29,35.36,0
5.965,14.47,-4.45,0.72,0.00,0.00,6,35.50,43.62,38.01,3602,0.00,5.00,-1.35,18,35.29,35.43,0
6.032,14.59,-4.37,0.72,0.00,0.00,2,36.00,44.12,38.01,3623,0.00,5.00,-1.37,18,35.29,35.43,0
6.098,14.47,-4.31,0.73,0.00,0.00,2,36.00,44.86,38.01,3635,0.00,5.00,-1.14,18,35.29,35.43,0
6.183,14.59,-4.27,0.74,0.00,0.00,2,36.00,45.68,38.01,3646,0.00,5.00,-1.16,18,35.29,35.43,0
6.246,14.47,-4.20,0.75,0.00,0.00,2,36.00,45.95,38.01,3673,0.00,5.00,-1.04,18,35.29,35.43,0
6.323,14.47,-4.16,0.75,0.00,0.00,2,36.00,47.07,38.36,3744,0.00,5.00,-0.91,18,35.29,35.43,0
6.396,14.47,-4.12,0.75,0.00,0.00,2,36.50,47.61,38.36,3763,0.00,5.00,-0.79,18,35.29,35.43,0
6.471,14.47,-4.08,0.76,0.00,0.00,2,36.50,48.03,38.71,3772,0.00,5.00,-0.81,18,35.29,35.43,0
6.546,14.47,-4.06,0.76,0.00,0.00,2,36.50,48.29,38.36,3792,0.00,5.00,-0.81,18,35.29,35.43,0
6.609,14.59,-4.00,0.77,0.00,0.00,2,37.00,48.99,38.71,3803,0.00,5.00,-0.83,18,35.29,35.43,0
6.687,14.59,-3.96,0.77,0.00,0.00,2,36.50,49.55,39.06,3809,0.00,5.00,-0.70,18,35.29,35.43,0
6.761,14.47,-3.93,0.78,0.00,0.00,2,36.50,50.11,39.06,3848,0.00,5.00,-0.56,18,35.29,35.43,0
6.829,14.36,-3.87,0.78,0.00,0.00,2,37.50,50.79,39.41,3880,0.00,5.00,-0.44,18,35.29,35.43,0
6.902,14.24,-3.85,0.79,0.00,0.00,2,37.00,51.07,39.41,3878,0.00,5.00,-0.44,19,35.29,35.43,0
6.978,14.47,-3.79,0.79,0.00,0.00,2,37.00,51.08,39.77,3914,0.00,5.00,-0.33,19,35.29,35.43,0
7.063,14.36,-3.75,0.79,0.00,0.00,2,38.00,52.83,39.77,3935,0.00,5.00,-0.33,19,35.29,35.43,0
7.127,14.47,-3.75,0.80,0.00,0.00,2,38.00,52.83,39.77,3981,0.00,5.00,-0.19,19,35.29,35.43,0
7.208,14.36,-3.67,0.80,0.00,0.00,2,38.00,53.70,40.12,3981,0.00,5.00,-0.19,19,35.29,35.43,0
7.272,14.36,-3.69,0.80,0.00,0.00,2,38.00,54.04,40.12,4028,0.00,5.00,-0.08,19,35.29,35.43,0
7.347,14.47,-3.62,0.81,0.00,0.00,2,38.00,54.19,40.12,4012,0.00,5.00,-0.08,19,35.29,35.43,0
7.425,14.47,-3.62,0.81,0.00,0.00,2,38.00,54.90,40.12,4071,0.00,5.00,-0.08,19,35.29,35.43,0
7.488,14.36,-3.58,0.81,0.00,0.00,2,38.00,55.41,40.12,4065,0.00,5.00,-0.08,19,35.29,35.43,0
7.563,14.36,-3.58,0.82,0.00,0.00,6,38.00,56.10,40.12,4100,0.00,5.00,0.06,19,35.29,35.43,0
7.636,14.36,-3.58,0.81,0.00,0.00,2,38.00,55.93,40.12,4100,0.00,5.00,0.06,19,35.29,35.43,0
7.718,14.36,-3.58,0.82,0.00,0.00,2,38.00,55.93,40.12,4166,0.00,5.00,0.19,19,35.29,35.43,0
7.783,14.36,-3.58,0.82,0.00,0.00,2,38.00,56.45,40.12,4183,0.00,5.00,0.19,19,35.29,35.43,0
7.861,14.47,-3.54,0.82,0.00,0.00,6,38.00,57.47,40.12,4218,0.00,5.00,0.19,20,35.29,35.43,0
7.926,14.59,-3.62,0.82,0.00,0.00,2,38.00,57.13,40.12,4211,0.00,5.00,0.19,19,35.29,35.43,0
8.009,14.47,-3.64,0.81,0.00,0.00,2,38.00,57.47,40.12,4225,0.00,5.00,0.19,19,35.29,35.43,0
8.075,14.47,-3.77,0.80,0.00,0.00,6,38.00,55.43,40.47,4278,0.00,5.00,-0.48,13,35.29,35.43,0
8.163,13.78,-6.32,0.64,0.00,0.00,2,39.50,36.07,42.23,4290,-1.55,-1.56,-7.15,4,32.16,35.43,0
8.226,11.71,-9.24,0.37,0.00,0.00,2,42.00,16.07,42.58,4223,1.23,1.23,-8.16,0,34.90,35.43,0
8.306,11.25,-10.62,0.19,0.00,0.00,2,11.50,9.01,11.99,4197,0.00,4.48,-8.16,0,0.00,35.43,0
8.368,12.17,-10.60,0.17,0.00,0.00,2,11.50,10.87,11.99,4078,0.00,5.00,-8.12,0,0.00,35.43,0
8.442,16.31,-10.42,0.17,0.00,0.00,6,11.50,10.88,11.99,3970,0.00,5.00,-7.89,0,0.00,35.43,0
8.526,22.28,-10.67,0.18,0.00,0.00,6,11.50,10.97,11.99,3876,0.00,5.00,-7.73,0,0.00,35.43,0
8.587,21.25,-10.79,0.16,0.00,0.00,6,11.50,9.28,11.99,3656,0.00,5.00,-7.50,0,0.00,35.43,0
8.665,25.15,-10.77,0.15,0.00,0.00,6,11.50,8.49,11.99,3541,0.00,5.00,-7.31,0,0.00,35.08,0
8.734,23.89,-10.85,0.14,0.00,0.00,6,11.50,7.52,11.99,3414,0.00,5.00,-7.08,0,0.00,34.33,0
8.811,23.89,-10.93,0.13,0.00,0.00,6,11.50,6.60,11.99,3298,0.00,5.00,-6.94,0,0.00,33.87,0
8.878,24.12,-10.93,0.12,0.00,0.00,6,11.50,6.40,11.99,3216,0.00,5.00,-6.73,0,0.00,33.54,0
8.960,24.23,-10.93,0.12,0.00,0.00,3,11.50,5.80,15.16,3088,0.00,5.00,-2.61,15,0.00,31.69,0
9.034,24.00,-7.44,0.30,0.00,0.00,3,16.50,18.29,24.30,3001,0.00,5.00,-1.97,16,20.00,31.94,0
9.097,23.20,-5.82,0.53,0.00,0.00,3,25.00,34.56,30.98,3036,0.00,5.00,-1.86,16,24.71,31.90,0
9.170,16.19,-5.01,0.66,0.00,0.00,6,28.00,36.76,38.01,3039,0.00,5.00,-1.74,16,29.80,31.95,0
9.254,15.73,-4.70,0.70,0.00,0.00,3,33.00,36.53,38.01,3029,0.00,5.00,-1.74,16,31.76,31.89,0
9.320,15.04,-4.49,0.72,0.00,0.00,3,35.50,36.99,37.66,3040,0.00,5.00,-1.62,16,31.76,31.96,0
9.398,14.70,-4.37,0.73,0.00,0.00,3,35.50,37.26,37.66,3024,0.00,5.00,-1.62,16,31.76,31.85,0
9.464,14.59,-4.25,0.73,0.00,0.00,3,35.50,37.41,37.66,3062,0.00,5.00,-1.62,16,31.76,31.14,0
9.550,14.01,-4.23,0.74,0.00,0.00,3,35.50,37.80,37.30,3066,0.00,5.00,-1.64,16,32.16,32.08,0
9.613,13.78,-4.18,0.74,0.00,0.00,3,35.50,38.30,37.30,3057,0.00,5.00,-2.01,16,32.16,32.28,0
9.688,13.78,-4.35,0.73,0.00,0.00,3,35.50,37.87,37.66,3086,0.00,3.32,-2.69,15,32.16,32.33,0
9.764,13.44,-4.68,0.70,0.00,0.00,3,35.50,36.89,38.36,3085,0.00,1.93,-3.62,13,32.16,32.27,0
9.830,13.09,-5.28,0.66,0.00,0.00,3,36.50,35.72,39.06,3107,0.00,1.87,-4.31,13,32.16,32.42,0
9.909,12.75,-5.80,0.61,0.00,0.00,3,37.50,29.14,39.77,3095,0.00,2.34,-4.52,13,32.55,32.34,0
9.978,13.21,-6.11,0.58,0.00,0.00,3,38.00,28.33,40.12,3122,0.00,2.25,-4.78,13,32.16,32.37,0
10.057,13.90,-6.32,0.55,0.00,0.00,3,39.50,27.64,40.12,3124,0.00,2.67,-4.80,12,32.55,32.54,0
10.133,14.13,-6.56,0.53,0.00,0.00,3,40.00,27.25,40.47,3118,0.00,2.34,-5.12,11,32.55,32.61,0
10.196,14.01,-6.86,0.51,0.00,0.00,3,40.00,25.62,40.82,3134,0.00,1.74,-6.52,10,32.55,32.48,0
10.281,13.67,-7.39,0.46,0.00,0.00,3,40.00,22.81,40.82,3116,0.00,1.78,-6.54,10,32.55,32.48,0
10.349,13.32,-7.75,0.43,0.00,0.00,3,40.00,21.41,40.47,3139,0.00,2.02,-6.59,10,32.55,32.66,0
10.426,13.44,-7.99,0.40,0.00,0.00,3,40.00,20.16,40.47,3130,0.00,2.62,-6.57,9,32.55,32.58,0
10.503,14.59,-8.18,0.39,0.00,0.00,3,40.00,19.92,40.12,3144,0.00,2.85,-6.59,9,32.55,32.68,0
10.571,14.70,-8.24,0.38,0.00,0.00,3,39.50,19.45,40.12,3129,0.00,3.09,-6.57,9,32.55,32.57,0
10.639,14.70,-8.37,0.37,0.00,0.00,3,40.00,19.13,40.12,3150,0.00,3.32,-6.59,9,32.55,32.72,0
10.716,14.59,-8.45,0.37,0.00,0.00,3,39.50,18.90,40.12,3135,0.00,3.55,-6.57,9,32.55,32.62,0
10.790,14.59,-8.49,0.36,0.00,0.00,3,39.50,18.84,40.12,3158,0.00,3.55,-6.57,9,32.55,32.73,0
10.858,14.59,-8.55,0.36,0.00,0.00,3,39.50,18.77,40.12,3128,0.00,3.69,-6.57,9,32.55,32.60,0
10.939,14.59,-8.60,0.36,0.00,0.00,3,39.50,18.71,40.12,3133,0.00,3.83,-6.61,9,32.55,32.73,0
11.004,14.47,-8.57,0.36,0.00,0.00,3,39.50,18.58,40.12,3134,0.00,3.93,-6.57,9,32.55,32.61,0
11.083,14.36,-8.60,0.36,0.00,0.00,3,39.50,18.67,40.12,3163,0.00,3.69,-6.63,9,32.55,32.81,0
11.146,14.47,-8.64,0.35,0.00,0.00,3,39.50,18.61,40.12,3130,0.00,3.97,-6.57,9,32.94,32.58,0
11.219,14.47,-8.60,0.35,0.00,0.00,3,39.50,18.63,40.12,3159,0.00,3.97,-6.61,9,32.55,32.79,0
11.305,14.59,-8.60,0.36,0.00,0.00,3,39.50,18.81,40.12,3138,0.00,3.83,-6.61,9,32.55,32.79,0
11.369,14.47,-8.60,0.36,0.00,0.00,3,39.50,18.49,40.12,3148,0.00,3.88,-6.59,9,32.55,32.79,0
11.448,14.47,-8.60,0.36,0.00,0.00,3,39.50,19.10,40.12,3159,0.00,3.74,-6.57,9,32.55,32.61,0
11.527,14.36,-8.53,0.36,0.00,0.00,3,39.50,18.88,40.12,3134,0.00,3.79,-6.63,9,32.55,32.81,0
11.595,14.47,-8.53,0.36,0.00,0.00,3,39.50,19.05,40.47,3163,0.00,3.69,-6.59,9,32.94,32.66,0
11.670,14.47,-8.53,0.36,0.00,0.00,3,39.50,19.43,40.47,3166,0.00,3.51,-6.63,9,32.55,32.83,0
11.734,14.47,-8.49,0.37,0.00,0.00,3,40.00,19.59,40.47,3140,0.00,3.60,-6.59,9,32.94,32.66,0
11.814,14.47,-8.43,0.37,0.00,0.00,3,39.50,19.83,40.12,3164,0.00,3.46,-6.59,9,32.55,32.66,0
11.878,14.47,-8.41,0.38,0.00,0.00,3,40.00,19.91,40.47,3152,0.00,3.27,-6.65,10,32.94,32.88,0
11.951,14.36,-8.35,0.38,0.00,0.00,3,40.00,20.25,40.47,3164,0.00,3.32,-6.59,10,32.55,32.66,0
12.035,14.36,-8.31,0.38,0.00,0.00,3,40.00,20.49,40.47,3176,0.00,3.04,-6.65,10,32.94,32.71,0
12.104,14.47,-8.22,0.39,0.00,0.00,3,40.00,20.74,40.47,3148,0.00,3.09,-6.65,10,32.55,32.88,0
12.179,14.47,-8.14,0.40,0.00,0.00,3,40.00,21.02,40.47,3172,0.00,2.76,-6.57,10,32.94,32.71,0
12.244,14.59,-8.10,0.40,0.00,0.00,3,40.00,21.03,40.47,3148,0.00,2.62,-6.59,10,32.55,32.85,0
12.316,14.36,-8.04,0.41,0.00,0.00,3,40.00,21.48,40.47,3152,0.00,2.80,-6.46,10,32.94,32.73,0
12.393,14.47,-8.01,0.41,0.00,0.00,3,40.00,21.85,40.47,3180,0.00,2.90,-6.38,11,32.55,32.93,0
12.471,14.47,-7.93,0.42,0.00,0.00,3,40.00,22.41,40.47,3147,0.00,2.80,-6.36,11,32.94,32.84,0
12.544,14.47,-7.83,0.43,0.00,0.00,3,40.00,23.14,40.82,3187,0.00,3.74,-5.90,12,32.94,32.82,0
12.610,14.59,-7.52,0.45,0.00,0.00,3,40.00,24.72,40.82,3163,0.00,4.16,-5.47,12,32.94,32.76,0
12.689,14.70,-7.33,0.47,0.00,0.00,3,40.00,25.63,40.82,3182,0.00,4.62,-4.78,13,32.55,33.00,0
12.767,14.36,-7.02,0.49,0.00,0.00,3,40.50,26.75,41.17,3190,0.00,4.62,-4.39,13,32.94,32.81,0
12.830,14.36,-6.73,0.51,0.00,0.00,3,40.00,27.66,40.82,3163,0.00,4.77,-4.31,13,32.94,33.08,0
12.908,14.36,-6.54,0.53,0.00,0.00,3,40.00,29.38,40.47,3175,0.00,4.95,-4.04,14,32.94,32.89,0
12.976,14.24,-6.38,0.55,0.00,0.00,3,40.00,30.11,40.47,3200,0.00,4.72,-3.96,14,32.94,33.06,0
13.054,14.47,-6.23,0.56,0.00,0.00,3,39.50,30.20,40.12,3188,0.00,4.72,-3.83,14,32.94,32.99,0
13.128,14.47,-6.13,0.57,0.00,0.00,3,39.50,30.63,40.12,3209,0.00,4.81,-3.73,14,32.94,33.12,0
13.195,14.24,-6.03,0.58,0.00,0.00,3,39.50,30.96,40.12,3191,0.00,4.58,-3.73,14,32.94,33.00,0
13.274,14.13,-5.96,0.58,0.00,0.00,3,39.50,31.27,40.12,3220,0.00,4.62,-3.64,14,33.33,33.11,0
13.340,14.36,-5.88,0.59,0.00,0.00,3,39.50,31.81,39.77,3208,0.00,4.44,-3.54,15,32.94,33.29,0
13.418,14.36,-5.80,0.59,0.00,0.00,3,39.00,31.92,39.77,3238,0.00,4.77,-3.40,15,33.33,33.13,0
13.493,14.36,-5.74,0.60,0.00,0.00,3,39.00,32.34,39.77,3212,0.00,4.44,-3.44,15,32.94,33.37,0
13.571,14.36,-5.65,0.60,0.00,0.00,3,39.00,32.97,39.77,3242,0.00,4.62,-3.29,15,33.33,33.18,0
13.637,14.59,-5.57,0.61,0.00,0.00,3,39.00,33.42,39.77,3240,0.00,4.72,-3.21,15,32.94,33.44,0
13.716,14.59,-5.45,0.62,0.00,0.00,3,37.50,33.86,39.41,3258,0.00,4.81,-3.06,15,33.33,33.27,0
13.779,14.47,-5.36,0.63,0.00,0.00,3,37.50,34.44,39.41,3246,0.00,4.81,-2.96,15,33.33,33.34,0
13.866,14.59,-5.26,0.64,0.00,0.00,3,37.50,34.91,39.06,3274,0.00,4.58,-2.98,15,33.33,33.50,0
13.934,14.59,-5.18,0.64,0.00,0.00,3,37.00,35.25,39.06,3255,0.00,4.72,-2.84,15,33.33,33.57,0
13.999,14.47,-5.09,0.65,0.00,0.00,3,37.00,35.48,39.06,3286,0.00,4.81,-2.73,15,33.73,33.45,0
14.088,14.36,-5.05,0.65,0.00,0.00,3,37.00,35.35,39.06,3265,0.00,4.44,-2.77,15,33.33,33.65,0
14.145,14.47,-5.03,0.66,0.00,0.00,3,37.00,36.17,39.06,3278,0.00,4.48,-2.75,15,33.73,33.52,0
14.218,14.36,-4.95,0.66,0.00,0.00,3,37.00,36.38,38.71,3288,0.00,4.62,-2.63,16,33.33,33.58,0
14.303,14.47,-4.91,0.66,0.00,0.00,3,36.50,36.97,38.71,3324,0.00,4.48,-2.65,16,33.73,33.80,0
14.366,14.47,-4.87,0.67,0.00,0.00,3,36.50,36.97,38.71,3292,0.00,4.44,-2.63,16,33.73,33.61,0
14.443,14.36,-4.81,0.67,0.00,0.00,3,36.50,37.07,38.71,3305,0.00,4.21,-2.67,16,33.73,33.82,0
