Time (sec),AF Sens 1 Ratio (AFR),Boost (PSI),Calculated Load (g/rev),Feedback Knock (°),Fine Knock Learn (°),Gear Position (Gear),Ignition Timing (°),MAF (g/s),Primary Ign. (°),RPM (RPM),TD Burst (%),TD Continuous (%),Target Boost (PSI),Throttle Pos. (%),Wastegate Duty (%),Wastegate Max (%),AP Info:[AP3-SUB-001 v1.7.3.0-12522][2004 USDM Impreza WRX][Reflash: EXPERIMENTAL-TP-cobb2.ptm - Realtime: EXPERIMENTAL-TP-cobb2.ptm]
0.000,14.59,-9.22,0.35,0.00,0.00,1,13.00,7.94,11.99,1366,0.00,5.00,-5.34,0,0.00,0.00,0
0.073,14.59,-9.20,0.34,0.00,0.00,1,11.50,7.81,11.99,1381,0.00,5.00,-5.34,0,0.00,0.00,0
0.116,14.59,-9.20,0.35,0.00,0.00,6,14.00,7.94,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
0.187,14.59,-9.18,0.35,0.00,0.00,1,11.50,7.98,11.99,1375,0.00,5.00,-5.34,0,0.00,0.00,0
0.261,14.59,-9.17,0.35,0.00,0.00,1,13.00,8.02,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
0.343,14.70,-9.17,0.35,0.00,0.00,1,11.50,8.02,11.99,1368,0.00,5.00,-5.34,0,0.00,0.00,0
0.405,14.70,-9.17,0.35,0.00,0.00,1,11.50,7.94,11.99,1376,0.00,5.00,-5.34,0,0.00,0.00,0
0.483,14.70,-9.17,0.35,0.00,0.00,1,12.00,7.57,11.99,1369,0.00,5.00,-5.34,0,0.00,0.00,0
0.551,14.59,-9.17,0.34,0.00,0.00,1,11.00,7.86,11.99,1379,0.00,5.00,-5.34,0,0.00,0.00,0
0.625,14.59,-9.17,0.35,0.00,0.00,1,12.00,7.94,11.99,1368,0.00,5.00,-5.34,0,0.00,0.00,0
0.698,14.59,-9.20,0.35,0.00,0.00,1,10.50,7.94,11.99,1385,0.00,5.00,-5.34,0,0.00,0.00,0
0.771,14.59,-9.18,0.35,0.00,0.00,1,12.00,7.98,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
0.841,14.59,-9.20,0.35,0.00,0.00,1,11.00,7.98,11.99,1380,0.00,5.00,-5.34,0,0.00,0.00,0
0.926,14.59,-9.18,0.35,0.00,0.00,1,12.50,7.90,11.99,1389,0.00,5.00,-5.34,0,0.00,0.00,0
0.987,14.59,-9.20,0.35,0.00,0.00,1,10.00,7.94,11.99,1376,0.00,5.00,-5.34,0,0.00,0.00,0
1.074,14.70,-9.22,0.34,0.00,0.00,1,11.00,7.86,11.99,1380,0.00,5.00,-5.34,0,0.00,0.00,0
1.132,14.59,-9.22,0.34,0.00,0.00,1,12.50,7.86,11.99,1368,0.00,5.00,-5.34,0,0.00,0.00,0
1.204,14.59,-9.22,0.34,0.00,0.00,1,11.50,7.90,11.99,1379,0.00,5.00,-5.34,0,0.00,0.00,0
1.282,14.59,-9.22,0.34,0.00,0.00,1,12.00,7.81,11.99,1371,0.00,5.00,-5.34,0,0.00,0.00,0
1.360,14.59,-9.22,0.34,0.00,0.00,1,12.00,7.69,11.99,1372,0.00,5.00,-5.34,0,0.00,0.00,0
1.423,14.59,-9.22,0.34,0.00,0.00,1,13.00,7.86,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
1.497,14.59,-9.22,0.34,0.00,0.00,1,11.00,7.86,11.99,1378,0.00,5.00,-5.34,0,0.00,0.00,0
1.581,14.59,-9.20,0.34,0.00,0.00,1,13.00,7.90,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
1.655,14.70,-9.17,0.35,0.00,0.00,1,11.50,7.94,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
1.719,14.70,-9.20,0.34,0.00,0.00,1,12.00,7.86,11.99,1367,0.00,5.00,-5.34,0,0.00,0.00,0
1.805,14.70,-9.18,0.35,0.00,0.00,1,14.00,7.86,11.99,1347,0.00,5.00,-5.34,0,0.00,0.00,0
1.863,14.70,-9.18,0.35,0.00,0.00,1,11.00,7.94,11.99,1374,0.00,5.00,-5.34,0,0.00,0.00,0
1.940,14.70,-9.17,0.35,0.00,0.00,1,11.50,7.94,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
2.026,14.70,-9.17,0.35,0.00,0.00,1,11.50,7.90,11.99,1368,0.00,5.00,-5.34,0,0.00,0.00,0
2.095,14.70,-9.17,0.35,0.00,0.00,1,13.50,7.86,11.99,1351,0.00,5.00,-5.34,0,0.00,0.00,0
2.154,14.70,-9.13,0.35,0.00,0.00,1,12.00,7.64,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
2.228,14.70,-9.13,0.35,0.00,0.00,1,13.00,8.07,11.99,1373,0.00,5.00,-5.34,0,0.00,0.00,0
2.311,14.70,-9.13,0.35,0.00,0.00,1,13.00,7.98,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
2.385,14.70,-9.15,0.35,0.00,0.00,1,11.00,8.02,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
2.448,14.70,-9.13,0.35,0.00,0.00,1,13.00,7.98,11.99,1351,0.00,5.00,-5.34,0,0.00,0.00,0
2.522,14.70,-9.13,0.35,0.00,0.00,1,12.00,8.07,11.99,1358,0.00,5.00,-5.34,0,0.00,0.00,0
2.600,14.70,-9.09,0.35,0.00,0.00,1,13.00,8.02,11.99,1352,0.00,5.00,-5.34,0,0.00,0.00,0
2.675,14.70,-9.07,0.35,0.00,0.00,1,12.00,8.07,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
2.745,14.81,-9.07,0.36,0.00,0.00,1,11.50,8.11,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
2.819,14.70,-9.07,0.36,0.00,0.00,1,12.00,8.19,11.99,1366,0.00,5.00,-5.34,0,0.00,0.00,0
2.886,14.81,-9.07,0.36,0.00,0.00,1,11.50,8.11,11.99,1360,0.00,5.00,-5.34,0,0.00,0.00,0
2.958,14.93,-9.07,0.36,0.00,0.00,1,10.50,8.11,11.99,1374,0.00,5.00,-5.34,0,0.00,0.00,0
3.036,14.81,-9.07,0.36,0.00,0.00,1,11.50,8.07,11.99,1362,0.00,5.00,-5.34,0,0.00,0.00,0
3.111,14.70,-9.07,0.36,0.00,0.00,1,10.00,8.11,11.99,1378,0.00,5.00,-5.34,0,0.00,0.00,0
3.178,14.81,-9.07,0.36,0.00,0.00,1,12.50,8.15,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
3.251,14.70,-9.07,0.36,0.00,0.00,1,10.50,8.24,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
3.335,14.70,-9.07,0.36,0.00,0.00,1,11.00,8.15,11.99,1369,0.00,5.00,-5.34,0,0.00,0.00,0
3.398,14.70,-9.07,0.36,0.00,0.00,1,10.50,8.11,11.99,1378,0.00,5.00,-5.34,0,0.00,0.00,0
3.481,14.70,-9.07,0.35,0.00,0.00,1,11.50,8.02,11.99,1382,0.00,5.00,-5.34,0,0.00,0.00,0
3.555,14.70,-9.13,0.35,0.00,0.00,1,11.50,8.07,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
3.619,14.59,-9.13,0.35,0.00,0.00,1,10.50,7.94,11.99,1378,0.00,5.00,-5.34,0,0.00,0.00,0
3.697,14.70,-9.13,0.35,0.00,0.00,1,11.50,7.94,11.99,1372,0.00,5.00,-5.34,0,0.00,0.00,0
3.765,14.59,-9.15,0.35,0.00,0.00,1,11.50,7.90,11.99,1373,0.00,5.00,-5.34,0,0.00,0.00,0
3.850,14.59,-9.15,0.35,0.00,0.00,1,11.50,8.02,11.99,1373,0.00,5.00,-5.34,0,0.00,0.00,0
3.912,14.70,-9.17,0.35,0.00,0.00,1,10.50,7.86,11.99,1380,0.00,5.00,-5.34,0,0.00,0.00,0
3.987,14.59,-9.17,0.35,0.00,0.00,1,13.00,7.94,11.99,1360,0.00,5.00,-5.34,0,0.00,0.00,0
4.070,14.70,-9.17,0.35,0.00,0.00,1,11.00,7.98,11.99,1376,0.00,5.00,-5.34,0,0.00,0.00,0
4.133,14.70,-9.17,0.35,0.00,0.00,1,11.00,7.94,11.99,1377,0.00,5.00,-5.34,0,0.00,0.00,0
4.204,14.70,-9.20,0.35,0.00,0.00,1,12.50,7.90,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
4.284,14.70,-9.18,0.35,0.00,0.00,1,11.50,7.86,11.99,1369,0.00,5.00,-5.34,0,0.00,0.00,0
4.346,14.59,-9.17,0.35,0.00,0.00,1,12.50,7.86,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
4.430,14.70,-9.20,0.34,0.00,0.00,1,11.00,7.86,11.99,1377,0.00,5.00,-5.34,0,0.00,0.00,0
4.498,14.59,-9.22,0.34,0.00,0.00,1,14.00,7.52,11.99,1351,0.00,5.00,-5.34,0,0.00,0.00,0
4.578,14.59,-9.22,0.34,0.00,0.00,1,11.00,7.81,11.99,1375,0.00,5.00,-5.34,0,0.00,0.00,0
4.640,14.59,-9.22,0.34,0.00,0.00,1,12.00,7.64,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
4.713,14.70,-9.22,0.34,0.00,0.00,1,11.00,7.86,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
4.794,14.59,-9.22,0.34,0.00,0.00,1,11.00,7.73,11.99,1374,0.00,5.00,-5.34,0,0.00,0.00,0
4.872,14.70,-9.22,0.34,0.00,0.00,1,12.00,7.77,11.99,1366,0.00,5.00,-5.34,0,0.00,0.00,0
4.935,14.81,-9.24,0.34,0.00,0.00,1,11.50,7.60,11.99,1371,0.00,5.00,-5.34,0,0.00,0.00,0
5.010,14.70,-9.24,0.34,0.00,0.00,1,11.50,7.77,11.99,1370,0.00,5.00,-5.34,0,0.00,0.00,0
5.080,14.70,-9.28,0.34,0.00,0.00,1,12.00,7.60,11.99,1366,0.00,5.00,-5.34,0,0.00,0.00,0
5.158,14.70,-9.28,0.34,0.00,0.00,1,14.50,7.56,11.99,1341,0.00,5.00,-5.34,0,0.00,0.00,0
5.235,14.59,-9.26,0.34,0.00,0.00,1,12.50,7.69,11.99,1358,0.00,5.00,-5.34,0,0.00,0.00,0
5.300,14.59,-9.24,0.34,0.00,0.00,1,14.00,7.69,11.99,1341,0.00,5.00,-5.34,0,0.00,0.00,0
5.374,14.59,-9.22,0.34,0.00,0.00,1,12.50,7.69,11.99,1343,0.00,5.00,-5.34,0,0.00,0.00,0
5.448,14.70,-9.22,0.34,0.00,0.00,1,13.50,7.73,11.99,1342,0.00,5.00,-5.34,0,0.00,0.00,0
5.520,14.70,-9.20,0.34,0.00,0.00,1,14.00,7.56,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
5.593,14.81,-9.17,0.34,0.00,0.00,1,11.50,7.86,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
5.667,14.81,-9.17,0.35,0.00,0.00,1,12.00,7.86,11.99,1349,0.00,5.00,-5.34,0,0.00,0.00,0
5.736,14.81,-9.17,0.35,0.00,0.00,1,11.50,7.94,11.99,1353,0.00,5.00,-5.34,0,0.00,0.00,0
5.809,14.81,-9.17,0.35,0.00,0.00,1,13.50,7.90,11.99,1336,0.00,5.00,-5.34,0,0.00,0.00,0
5.894,14.81,-9.17,0.35,0.00,0.00,1,12.50,7.94,11.99,1362,0.00,5.00,-5.34,0,0.00,0.00,0
5.957,14.81,-9.15,0.35,0.00,0.00,1,11.00,7.90,11.99,1348,0.00,5.00,-5.34,0,0.00,0.00,0
6.030,14.81,-9.15,0.35,0.00,0.00,1,12.00,7.90,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
6.114,14.81,-9.17,0.35,0.00,0.00,1,11.50,7.86,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
6.178,14.70,-9.17,0.35,0.00,0.00,1,10.50,7.90,11.99,1367,0.00,5.00,-5.34,0,0.00,0.00,0
6.256,14.59,-9.17,0.35,0.00,0.00,1,11.50,7.94,11.99,1357,0.00,5.00,-5.34,0,0.00,0.00,0
6.335,14.59,-9.17,0.35,0.00,0.00,1,11.00,7.73,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
6.395,14.59,-9.17,0.34,0.00,0.00,1,11.50,7.77,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
6.469,14.59,-9.17,0.34,0.00,0.00,1,11.00,7.77,11.99,1362,0.00,5.00,-5.34,0,0.00,0.00,0
6.547,14.59,-9.18,0.34,0.00,0.00,1,12.50,7.73,11.99,1348,0.00,5.00,-5.34,0,0.00,0.00,0
6.630,14.59,-9.17,0.34,0.00,0.00,1,10.50,10.12,11.99,1359,0.00,5.00,-5.34,0,0.00,0.00,0
6.694,14.70,-9.18,0.34,0.00,0.00,1,11.00,7.73,11.99,1362,0.00,5.00,-5.34,0,0.00,0.00,0
6.758,14.70,-9.20,0.34,0.00,0.00,1,12.50,7.73,11.99,1349,0.00,5.00,-5.34,0,0.00,0.00,0
6.833,14.70,-9.18,0.34,0.00,0.00,1,12.00,7.81,11.99,1352,0.00,5.00,-5.34,0,0.00,0.00,0
6.906,14.81,-9.17,0.35,0.00,0.00,1,13.50,7.86,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
6.983,14.70,-9.15,0.35,0.00,0.00,1,11.50,7.90,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
7.053,14.70,-9.15,0.35,0.00,0.00,1,14.00,7.90,11.99,1329,0.00,5.00,-5.34,0,0.00,0.00,0
7.130,14.70,-9.13,0.35,0.00,0.00,1,11.50,8.02,11.99,1352,0.00,5.00,-5.34,0,0.00,0.00,0
7.201,14.81,-9.11,0.35,0.00,0.00,1,12.00,8.07,11.99,1347,0.00,5.00,-5.34,0,0.00,0.00,0
7.277,14.81,-9.09,0.35,0.00,0.00,1,10.00,7.90,11.99,1360,0.00,5.00,-5.34,0,0.00,0.00,0
7.347,14.70,-9.11,0.35,0.00,0.00,1,10.00,8.02,11.99,1369,0.00,5.00,-5.34,0,0.00,0.00,0
7.420,14.81,-9.13,0.35,0.00,0.00,1,10.50,7.86,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
7.493,14.59,-9.15,0.35,0.00,0.00,1,11.00,7.86,11.99,1362,0.00,5.00,-5.34,0,0.00,0.00,0
7.575,14.70,-9.17,0.35,0.00,0.00,1,12.00,7.86,11.99,1351,0.00,5.00,-5.34,0,0.00,0.00,0
7.637,14.59,-9.15,0.35,0.00,0.00,1,12.50,8.02,11.99,1359,0.00,5.00,-5.34,0,0.00,0.00,0
7.711,14.70,-9.15,0.35,0.00,0.00,1,11.00,7.98,11.99,1350,0.00,5.00,-5.34,0,0.00,0.00,0
7.796,14.70,-9.15,0.35,0.00,0.00,1,12.00,7.98,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
7.859,14.59,-9.17,0.35,0.00,0.00,1,10.50,7.94,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
7.928,14.59,-9.17,0.35,0.00,0.00,1,11.50,7.77,11.99,1367,0.00,5.00,-5.34,0,0.00,0.00,0
8.001,14.59,-9.20,0.35,0.00,0.00,1,11.00,7.86,11.99,1363,0.00,5.00,-5.34,0,0.00,0.00,0
8.073,14.59,-9.18,0.34,0.00,0.00,1,10.50,7.77,11.99,1368,0.00,5.00,-5.34,0,0.00,0.00,0
8.161,14.47,-9.22,0.34,0.00,0.00,1,11.00,7.77,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
8.224,14.59,-9.22,0.34,0.00,0.00,1,10.50,7.77,11.99,1372,0.00,5.00,-5.34,0,0.00,0.00,0
8.302,14.47,-9.24,0.34,0.00,0.00,1,12.00,7.60,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
8.366,14.47,-9.26,0.34,0.00,0.00,1,11.50,7.64,11.99,1360,0.00,5.00,-5.34,0,0.00,0.00,0
8.440,14.47,-9.26,0.34,0.00,0.00,1,11.50,7.77,11.99,1360,0.00,5.00,-5.34,0,0.00,0.00,0
8.517,14.59,-9.26,0.33,0.00,0.00,1,11.00,7.11,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
8.593,14.59,-9.26,0.33,0.00,0.00,1,12.50,7.48,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
8.660,14.59,-9.26,0.33,0.00,0.00,1,14.00,7.48,11.99,1336,0.00,5.00,-5.34,0,0.00,0.00,0
8.735,14.70,-9.26,0.34,0.00,0.00,1,13.00,7.60,11.99,1340,0.00,5.00,-5.34,0,0.00,0.00,0
8.807,14.70,-9.26,0.34,0.00,0.00,1,13.50,7.64,11.99,1335,0.00,5.00,-5.34,0,0.00,0.00,0
8.885,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.73,11.99,1352,0.00,5.00,-5.34,0,0.00,0.00,0
8.957,14.81,-9.22,0.34,0.00,0.00,1,13.00,7.69,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
9.029,14.81,-9.22,0.34,0.00,0.00,1,11.50,7.64,11.99,1348,0.00,5.00,-5.34,0,0.00,0.00,0
9.097,14.93,-9.22,0.34,0.00,0.00,1,12.50,7.94,11.99,1342,0.00,5.00,-5.34,0,0.00,0.00,0
9.176,14.93,-9.22,0.34,0.00,0.00,1,10.50,7.69,11.99,1355,0.00,5.00,-5.34,0,0.00,0.00,0
9.253,14.93,-9.22,0.34,0.00,0.00,1,11.00,7.69,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
9.323,14.81,-9.22,0.34,0.00,0.00,1,10.50,7.60,11.99,1354,0.00,5.00,-5.34,0,0.00,0.00,0
9.400,14.81,-9.22,0.34,0.00,0.00,1,11.50,7.69,11.99,1360,0.00,5.00,-5.34,0,0.00,0.00,0
9.463,14.70,-9.24,0.34,0.00,0.00,1,10.50,7.64,11.99,1364,0.00,5.00,-5.34,0,0.00,0.00,0
9.549,14.70,-9.26,0.34,0.00,0.00,1,11.50,7.69,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
9.612,14.59,-9.26,0.34,0.00,0.00,1,11.50,7.73,11.99,1356,0.00,5.00,-5.34,0,0.00,0.00,0
9.692,14.59,-9.28,0.34,0.00,0.00,1,12.00,7.60,11.99,1348,0.00,5.00,-5.34,0,0.00,0.00,0
9.755,14.59,-9.26,0.34,0.00,0.00,1,12.00,7.60,11.99,1347,0.00,5.00,-5.34,0,0.00,0.00,0
9.837,14.59,-9.26,0.34,0.00,0.00,1,13.00,7.56,11.99,1358,0.00,5.00,-5.34,0,0.00,0.00,0
9.899,14.59,-9.26,0.34,0.00,0.00,1,13.00,7.52,11.99,1340,0.00,5.00,-5.34,0,0.00,0.00,0
9.977,14.59,-9.26,0.34,0.00,0.00,1,13.00,7.60,11.99,1336,0.00,5.00,-5.34,0,0.00,0.00,0
10.054,14.59,-9.26,0.34,0.00,0.00,1,12.50,7.64,11.99,1339,0.00,5.00,-5.34,0,0.00,0.00,0
10.128,14.59,-9.26,0.34,0.00,0.00,1,11.00,7.56,11.99,1352,0.00,5.00,-5.34,0,0.00,0.00,0
10.196,14.59,-9.26,0.34,0.00,0.00,1,12.00,7.52,11.99,1342,0.00,5.00,-5.34,0,0.00,0.00,0
10.274,14.59,-9.26,0.34,0.00,0.00,1,12.00,7.44,11.99,1344,0.00,5.00,-5.34,0,0.00,0.00,0
10.337,14.59,-9.26,0.34,0.00,0.00,1,11.50,7.52,11.99,1344,0.00,5.00,-5.34,0,0.00,0.00,0
10.410,14.59,-9.26,0.34,0.00,0.00,1,11.50,7.65,11.99,1350,0.00,5.00,-5.34,0,0.00,0.00,0
10.488,14.59,-9.26,0.34,0.00,0.00,1,13.00,7.56,11.99,1341,0.00,5.00,-5.34,0,0.00,0.00,0
10.566,14.70,-9.24,0.34,0.00,0.00,1,11.00,7.64,11.99,1350,0.00,5.00,-5.34,0,0.00,0.00,0
10.630,14.59,-9.22,0.34,0.00,0.00,1,12.00,7.60,11.99,1340,0.00,5.00,-5.34,0,0.00,0.00,0
10.704,14.70,-9.26,0.34,0.00,0.00,1,11.00,7.60,11.99,1351,0.00,5.00,-5.34,0,0.00,0.00,0
10.785,14.70,-9.26,0.34,0.00,0.00,1,13.00,7.60,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
10.865,14.70,-9.26,0.34,0.00,0.00,1,11.00,7.36,11.99,1348,0.00,5.00,-5.34,0,0.00,0.00,0
10.924,14.70,-9.26,0.34,0.00,0.00,1,13.00,7.56,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
10.996,14.70,-9.24,0.34,0.00,0.00,1,12.00,7.52,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
11.068,14.70,-9.22,0.34,0.00,0.00,1,14.00,7.60,11.99,1333,0.00,5.00,-5.34,0,0.00,0.00,0
11.157,14.70,-9.22,0.34,0.00,0.00,1,12.00,7.60,11.99,1335,0.00,5.00,-5.34,0,0.00,0.00,0
11.219,14.70,-9.22,0.34,0.00,0.00,1,10.50,7.64,11.99,1347,0.00,5.00,-5.34,0,0.00,0.00,0
11.298,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.60,11.99,1332,0.00,5.00,-5.34,0,0.00,0.00,0
11.361,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.37,11.99,1346,0.00,5.00,-5.34,0,0.00,0.00,0
11.439,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.56,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
11.518,14.81,-9.22,0.34,0.00,0.00,1,12.00,7.56,11.99,1335,0.00,5.00,-5.34,0,0.00,0.00,0
11.590,14.81,-9.22,0.34,0.00,0.00,1,10.50,7.60,11.99,1346,0.00,5.00,-5.34,0,0.00,0.00,0
11.653,14.70,-9.24,0.34,0.00,0.00,1,11.50,7.69,11.99,1341,0.00,5.00,-5.34,0,0.00,0.00,0
11.727,14.70,-9.22,0.34,0.00,0.00,1,10.50,7.60,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
11.813,14.70,-9.24,0.34,0.00,0.00,1,13.00,7.56,11.99,1329,0.00,5.00,-5.34,0,0.00,0.00,0
11.878,14.70,-9.22,0.34,0.00,0.00,1,13.00,7.64,11.99,1325,0.00,5.00,-5.34,0,0.00,0.00,0
11.958,14.81,-9.22,0.34,0.00,0.00,1,11.50,7.64,11.99,1336,0.00,5.00,-5.34,0,0.00,0.00,0
12.021,14.70,-9.22,0.34,0.00,0.00,1,14.00,7.64,11.99,1316,0.00,5.00,-5.34,0,0.00,0.00,0
12.095,14.70,-9.22,0.34,0.00,0.00,1,12.50,7.60,11.99,1332,0.00,5.00,-5.34,0,0.00,0.00,0
12.168,14.70,-9.20,0.34,0.00,0.00,1,11.50,7.64,11.99,1321,0.00,5.00,-5.34,0,0.00,0.00,0
12.242,14.70,-9.18,0.35,0.00,0.00,1,12.00,7.73,11.99,1328,0.00,5.00,-5.34,0,0.00,0.00,0
12.317,14.70,-9.20,0.34,0.00,0.00,1,10.50,10.04,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
12.395,14.70,-9.20,0.34,0.00,0.00,1,11.00,7.64,11.99,1344,0.00,5.00,-5.34,0,0.00,0.00,0
12.463,14.59,-9.22,0.34,0.00,0.00,1,12.50,7.52,11.99,1327,0.00,5.00,-5.34,0,0.00,0.00,0
12.538,14.59,-9.22,0.34,0.00,0.00,1,11.50,7.56,11.99,1336,0.00,5.00,-5.34,0,0.00,0.00,0
12.606,14.59,-9.22,0.34,0.00,0.00,1,11.50,7.48,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
12.678,14.59,-9.22,0.34,0.00,0.00,1,10.50,7.56,11.99,1346,0.00,5.00,-5.34,0,0.00,0.00,0
12.755,14.59,-9.24,0.34,0.00,0.00,1,11.50,7.52,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
12.829,14.59,-9.22,0.34,0.00,0.00,1,11.50,7.52,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
12.902,14.59,-9.24,0.34,0.00,0.00,1,11.50,7.52,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
12.985,14.59,-9.22,0.34,0.00,0.00,1,12.00,7.52,11.99,1337,0.00,5.00,-5.34,0,0.00,0.00,0
13.048,14.70,-9.22,0.34,0.00,0.00,1,12.50,7.60,11.99,1327,0.00,5.00,-5.34,0,0.00,0.00,0
13.121,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.56,11.99,1337,0.00,5.00,-5.34,0,0.00,0.00,0
13.188,14.70,-9.22,0.34,0.00,0.00,1,13.50,7.64,11.99,1318,0.00,5.00,-5.34,0,0.00,0.00,0
13.268,14.70,-9.18,0.34,0.00,0.00,1,12.00,7.65,11.99,1329,0.00,5.00,-5.34,0,0.00,0.00,0
13.348,14.81,-9.18,0.34,0.00,0.00,1,11.50,7.69,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
13.411,14.81,-9.20,0.34,0.00,0.00,1,10.50,7.60,11.99,1343,0.00,5.00,-5.34,0,0.00,0.00,0
13.484,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.60,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
13.558,14.81,-9.22,0.34,0.00,0.00,1,10.00,7.56,11.99,1348,0.00,5.00,-5.34,0,0.00,0.00,0
13.631,14.70,-9.22,0.34,0.00,0.00,1,11.50,7.60,11.99,1344,0.00,5.00,-5.34,0,0.00,0.00,0
13.698,14.59,-9.24,0.34,0.00,0.00,1,11.00,7.60,11.99,1330,0.00,5.00,-5.34,0,0.00,0.00,0
13.771,14.59,-9.26,0.34,0.00,0.00,1,11.50,7.52,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
13.844,14.59,-9.26,0.34,0.00,0.00,1,11.00,7.48,11.99,1343,0.00,5.00,-5.34,0,0.00,0.00,0
13.918,14.59,-9.28,0.34,0.00,0.00,1,12.00,7.44,11.99,1333,0.00,5.00,-5.34,0,0.00,0.00,0
13.991,14.59,-9.28,0.34,0.00,0.00,1,11.00,7.44,11.99,1342,0.00,5.00,-5.34,0,0.00,0.00,0
14.070,14.70,-9.28,0.33,0.00,0.00,1,11.50,7.44,11.99,1338,0.00,5.00,-5.34,0,0.00,0.00,0
14.142,14.59,-9.30,0.33,0.00,0.00,1,10.50,7.44,11.99,1345,0.00,5.00,-5.34,0,0.00,0.00,0
14.209,14.70,-9.32,0.33,0.00,0.00,1,11.50,7.44,11.99,1339,0.00,5.00,-5.34,0,0.00,0.00,0
14.284,14.59,-9.32,0.33,0.00,0.00,1,11.00,7.27,11.99,1335,0.00,5.00,-5.34,0,0.00,0.00,0
14.361,14.59,-9.34,0.33,0.00,0.00,1,12.00,7.23,11.99,1334,0.00,5.00,-5.34,0,0.00,0.00,0
14.436,14.70,-9.34,0.33,0.00,0.00,1,13.00,7.36,11.99,1324,0.00,5.00,-5.34,0,0.00,0.00,0
14.508,14.59,-9.34,0.33,0.00,0.00,1,14.00,7.36,11.99,1325,0.00,5.00,-5.34,0,0.00,0.00,0
14.577,14.70,-9.34,0.33,0.00,0.00,1,13.00,7.27,11.99,1322,0.00,5.00,-5.34,0,0.00,0.00,0
14.655,14.70,-9.32,0.33,0.00,0.00,1,14.00,7.40,11.99,1310,0.00,5.00,-5.34,0,0.00,0.00,0
14.727,14.70,-9.32,0.33,0.00,0.00,1,12.00,7.44,11.99,1327,0.00,5.00,-5.34,0,0.00,0.00,0
14.799,14.70,-9.30,0.33,0.00,0.00,1,13.50,7.36,11.99,1314,0.00,5.00,-5.34,0,0.00,0.00,0
